,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Households,Households%%Has a computer:,Households%%Has a computer:%%Desktop or laptop,Households%%Has a computer:%%Desktop or laptop%%Desktop or laptop alone,Households%%Has a computer:%%Handheld computer,Households%%Has a computer:%%Handheld computer%%Handheld computer alone,Households%%Has a computer:%%Other computer,Households%%Has a computer:%%Other computer%%Other computer alone,Households%%No Computer,Households,Households%%With an Internet subscription:,Households%%With an Internet subscription:%%Dial-up alone,Households%%With an Internet subscription:%%DSL:,Households%%With an Internet subscription:%%DSL:%%With mobile broadband,Households%%With an Internet subscription:%%DSL:%%Without mobile broadband,Households%%With an Internet subscription:%%Cable modem:,Households%%With an Internet subscription:%%Cable modem:%%With mobile broadband,Households%%With an Internet subscription:%%Cable modem:%%Without mobile broadband,Households%%With an Internet subscription:%%Fiber-optic:,Households%%With an Internet subscription:%%Fiber-optic:%%With mobile broadband,Households%%With an Internet subscription:%%Fiber-optic:%%Without mobile broadband,Households%%With an Internet subscription:%%Satellite Internet service:,Households%%With an Internet subscription:%%Satellite Internet service:%%With mobile broadband,Households%%With an Internet subscription:%%Satellite Internet service:%%Without mobile broadband,"Households%%With an Internet subscription:%%Two or more fixed broadband types, or other:","Households%%With an Internet subscription:%%Two or more fixed broadband types, or other:%%With mobile broadband","Households%%With an Internet subscription:%%Two or more fixed broadband types, or other:%%Without mobile broadband",Households%%With an Internet subscription:%%Mobile broadband alone or with dialup,Households%%Internet access without a subscription,Households%%No Internet access,Households,Households%%Has a computer:,Households%%Has a computer:%%With dial-up Internet subscription alone,Households%%Has a computer:%%With a broadband Internet subscription,Households%%Has a computer:%%Without an Internet subscription,Households%%No computer,Households,"Households%%Less than $10,000:","Households%%Less than $10,000:%%With dial-up Internet subscription alone","Households%%Less than $10,000:%%With a broadband Internet subscription","Households%%Less than $10,000:%%Without an Internet subscription","Households%%$10,000 to $19,999:","Households%%$10,000 to $19,999:%%With dial-up Internet subscription alone","Households%%$10,000 to $19,999:%%With a broadband Internet subscription","Households%%$10,000 to $19,999:%%Without an Internet subscription","Households%%$20,000 to $34,999:","Households%%$20,000 to $34,999:%%With dial-up Internet subscription alone","Households%%$20,000 to $34,999:%%With a broadband Internet subscription","Households%%$20,000 to $34,999:%%Without an Internet subscription","Households%%$35,000 to $49,999:","Households%%$35,000 to $49,999:%%With dial-up Internet subscription alone","Households%%$35,000 to $49,999:%%With a broadband Internet subscription","Households%%$35,000 to $49,999:%%Without an Internet subscription","Households%%$50,000 to $74,999:","Households%%$50,000 to $74,999:%%With dial-up Internet subscription alone","Households%%$50,000 to $74,999:%%With a broadband Internet subscription","Households%%$50,000 to $74,999:%%Without an Internet subscription","Households%%$75,000 or more:","Households%%$75,000 or more:%%With dial-up Internet subscription alone","Households%%$75,000 or more:%%With a broadband Internet subscription","Households%%$75,000 or more:%%Without an Internet subscription",Population in Households,Population in Households%%Under 18 years:,Population in Households%%Under 18 years:%%Has a computer:,Population in Households%%Under 18 years:%%Has a computer:%%With dial-up Internet subscription alone,Population in Households%%Under 18 years:%%Has a computer:%%With a broadband Internet subscription,Population in Households%%Under 18 years:%%Has a computer:%%Without an Internet subscription,Population in Households%%Under 18 years:%%No computer,Population in Households%%18 to 64 years:,Population in Households%%18 to 64 years:%%Has a computer:,Population in Households%%18 to 64 years:%%Has a computer:%%With dial-up Internet subscription alone,Population in Households%%18 to 64 years:%%Has a computer:%%With a broadband Internet subscription,Population in Households%%18 to 64 years:%%Has a computer:%%Without an Internet subscription,Population in Households%%18 to 64 years:%%No computer,Population in Households%%65 years and over:,Population in Households%%65 years and over:%%Has a computer:,Population in Households%%65 years and over:%%Has a computer:%%With dial-up Internet subscription alone,Population in Households%%65 years and over:%%Has a computer:%%With a broadband Internet subscription,Population in Households%%65 years and over:%%Has a computer:%%Without an Internet subscription,Population in Households%%65 years and over:%%No computer,Household population 25 years and over,Household population 25 years and over%%Less than high school graduate or equivalency:,Household population 25 years and over%%Less than high school graduate or equivalency:%%Has a computer:,Household population 25 years and over%%Less than high school graduate or equivalency:%%Has a computer:%%With dial-up Internet subscription alone,Household population 25 years and over%%Less than high school graduate or equivalency:%%Has a computer:%%With a broadband Internet subscription,Household population 25 years and over%%Less than high school graduate or equivalency:%%Has a computer:%%Without an Internet subscription,Household population 25 years and over%%Less than high school graduate or equivalency:%%No computer,"Household population 25 years and over%%High school graduate (includes equivalency) , some college or associate's degree :","Household population 25 years and over%%High school graduate (includes equivalency) , some college or associate's degree :%%Has a computer:","Household population 25 years and over%%High school graduate (includes equivalency) , some college or associate's degree :%%Has a computer:%%With dial-up Internet subscription alone","Household population 25 years and over%%High school graduate (includes equivalency) , some college or associate's degree :%%Has a computer:%%With a broadband Internet subscription","Household population 25 years and over%%High school graduate (includes equivalency) , some college or associate's degree :%%Has a computer:%%Without an Internet subscription","Household population 25 years and over%%High school graduate (includes equivalency) , some college or associate's degree :%%No computer",Household population 25 years and over%%Bachelor's degree or higher:,Household population 25 years and over%%Bachelor's degree or higher:%%Has a computer:,Household population 25 years and over%%Bachelor's degree or higher:%%Has a computer:%%With dial-up Internet subscription alone,Household population 25 years and over%%Bachelor's degree or higher:%%Has a computer:%%With a broadband Internet subscription,Household population 25 years and over%%Bachelor's degree or higher:%%Has a computer:%%Without an Internet subscription,Household population 25 years and over%%Bachelor's degree or higher:%%No computer,Civilian household population 16 years and over,Civilian household population 16 years and over%%In the civilian labor force:,Civilian household population 16 years and over%%In the civilian labor force:%%Employed:,Civilian household population 16 years and over%%In the civilian labor force:%%Employed:%%Has a computer:,Civilian household population 16 years and over%%In the civilian labor force:%%Employed:%%Has a computer:%%With dial-up Internet subscription alone,Civilian household population 16 years and over%%In the civilian labor force:%%Employed:%%Has a computer:%%With a broadband Internet subscription,Civilian household population 16 years and over%%In the civilian labor force:%%Employed:%%Has a computer:%%Without an Internet subscription,Civilian household population 16 years and over%%In the civilian labor force:%%Employed:%%No computer,Civilian household population 16 years and over%%In the civilian labor force:%%Unemployed:,Civilian household population 16 years and over%%In the civilian labor force:%%Unemployed:%%Has a computer:,Civilian household population 16 years and over%%In the civilian labor force:%%Unemployed:%%Has a computer:%%With dial-up Internet subscription alone,Civilian household population 16 years and over%%In the civilian labor force:%%Unemployed:%%Has a computer:%%With a broadband Internet subscription,Civilian household population 16 years and over%%In the civilian labor force:%%Unemployed:%%Has a computer:%%Without an Internet subscription,Civilian household population 16 years and over%%In the civilian labor force:%%Unemployed:%%No computer,Civilian household population 16 years and over%%Not in labor force:,Civilian household population 16 years and over%%Not in labor force:%%Has a computer:,Civilian household population 16 years and over%%Not in labor force:%%Has a computer:%%With dial-up Internet subscription alone,Civilian household population 16 years and over%%Not in labor force:%%Has a computer:%%With a broadband Internet subscription,Civilian household population 16 years and over%%Not in labor force:%%Has a computer:%%Without an Internet subscription,Civilian household population 16 years and over%%Not in labor force:%%No computer,Population in Households,Population in Households%%Has a computer:,Population in Households%%Has a computer:%%With dial-up Internet subscription alone,Population in Households%%Has a computer:%%With a broadband subscription:,Population in Households%%Has a computer:%%With a broadband subscription:%%With a fixed broadband Internet subscription:,Population in Households%%Has a computer:%%With a broadband subscription:%%With a fixed broadband Internet subscription:%%With mobile broadband subscription,Population in Households%%Has a computer:%%With a broadband subscription:%%With a fixed broadband Internet subscription:%%Without mobile broadband subscription,Population in Households%%Has a computer:%%With a broadband subscription:%%Mobile broadband subscription alone or with dial-up,Population in Households%%Has a computer:%%Without Internet subscription,Population in Households%%No Computer,White alone household population,White alone household population%%Has a computer:,White alone household population%%Has a computer:%%With dial-up Internet subscription alone,White alone household population%%Has a computer:%%With a broadband Internet subscription,White alone household population%%Has a computer:%%Without an Internet subscription,White alone household population%%No Computer,Black or African Americn alone household population,Black or African Americn alone household population%%Has a computer:,Black or African Americn alone household population%%Has a computer:%%With dial-up Internet subscription alone,Black or African Americn alone household population%%Has a computer:%%With a broadband Internet subscription,Black or African Americn alone household population%%Has a computer:%%Without an Internet subscription,Black or African Americn alone household population%%No Computer,American Indian and Alaska Native alone household population,American Indian and Alaska Native alone household population%%Has a computer:,American Indian and Alaska Native alone household population%%Has a computer:%%With dial-up Internet subscription alone,American Indian and Alaska Native alone household population%%Has a computer:%%With a broadband Internet subscription,American Indian and Alaska Native alone household population%%Has a computer:%%Without an Internet subscription,American Indian and Alaska Native alone household population%%No Computer,Asian alone household population,Asian alone household population%%Has a computer:,Asian alone household population%%Has a computer:%%With dial-up Internet subscription alone,Asian alone household population%%Has a computer:%%With a broadband Internet subscription,Asian alone household population%%Has a computer:%%Without an Internet subscription,Asian alone household population%%No Computer,Native Hawaiian and Other Pacific Islander alone household population,Native Hawaiian and Other Pacific Islander alone household population%%Has a computer:,Native Hawaiian and Other Pacific Islander alone household population%%Has a computer:%%With dial-up Internet subscription alone,Native Hawaiian and Other Pacific Islander alone household population%%Has a computer:%%With a broadband Internet subscription,Native Hawaiian and Other Pacific Islander alone household population%%Has a computer:%%Without an Internet subscription,Native Hawaiian and Other Pacific Islander alone household population%%No Computer,Some other race alone household population,Some other race alone household population%%Has a computer:,Some other race alone household population%%Has a computer:%%With dial-up Internet subscription alone,Some other race alone household population%%Has a computer:%%With a broadband Internet subscription,Some other race alone household population%%Has a computer:%%Without an Internet subscription,Some other race alone household population%%No Computer,Two or more races household population,Two or more races household population%%Has a computer:,Two or more races household population%%Has a computer:%%With dial-up Internet subscription alone,Two or more races household population%%Has a computer:%%With a broadband Internet subscription,Two or more races household population%%Has a computer:%%Without an Internet subscription,Two or more races household population%%No Computer,"White alone, not Hispanic or Latino household population","White alone, not Hispanic or Latino household population%%Has a computer:","White alone, not Hispanic or Latino household population%%Has a computer:%%With dial-up Internet subscription alone","White alone, not Hispanic or Latino household population%%Has a computer:%%With a broadband Internet subscription","White alone, not Hispanic or Latino household population%%Has a computer:%%Without an Internet subscription","White alone, not Hispanic or Latino household population%%No Computer",Hispanic or Latino household population,Hispanic or Latino household population%%Has a computer:,Hispanic or Latino household population%%Has a computer:%%With dial-up Internet subscription alone,Hispanic or Latino household population%%Has a computer:%%With a broadband Internet subscription,Hispanic or Latino household population%%Has a computer:%%Without an Internet subscription,Hispanic or Latino household population%%No Computer,Geographic Identifier,Area Name
0,ACSSF,20130.0,dc,0,165,2,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860.0,229602.0,1907.0,179646.0,48049.0,66258.0,,,,,,,20981.0,20646.0,340.0,17906.0,2400.0,335.0,,,,,,,21451.0,16027.0,416.0,13607.0,2004.0,5424.0,19257.0,18675.0,24.0,17863.0,788.0,582.0,214813.0,210021.0,316.0,200364.0,9341.0,4792.0,63440.0,55323.0,901.0,48373.0,6049.0,8117.0,04001US11,District of Columbia -- Urban
1,ACSSF,20130.0,dc,0,165,3,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860.0,229602.0,1907.0,179646.0,48049.0,66258.0,,,,,,,20981.0,20646.0,340.0,17906.0,2400.0,335.0,,,,,,,21451.0,16027.0,416.0,13607.0,2004.0,5424.0,19257.0,18675.0,24.0,17863.0,788.0,582.0,214813.0,210021.0,316.0,200364.0,9341.0,4792.0,63440.0,55323.0,901.0,48373.0,6049.0,8117.0,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20130.0,dc,0,165,4,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860.0,229602.0,1907.0,179646.0,48049.0,66258.0,,,,,,,20981.0,20646.0,340.0,17906.0,2400.0,335.0,,,,,,,21451.0,16027.0,416.0,13607.0,2004.0,5424.0,19257.0,18675.0,24.0,17863.0,788.0,582.0,214813.0,210021.0,316.0,200364.0,9341.0,4792.0,63440.0,55323.0,901.0,48373.0,6049.0,8117.0,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20130.0,dc,0,165,5,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860.0,229602.0,1907.0,179646.0,48049.0,66258.0,,,,,,,20981.0,20646.0,340.0,17906.0,2400.0,335.0,,,,,,,21451.0,16027.0,416.0,13607.0,2004.0,5424.0,19257.0,18675.0,24.0,17863.0,788.0,582.0,214813.0,210021.0,316.0,200364.0,9341.0,4792.0,63440.0,55323.0,901.0,48373.0,6049.0,8117.0,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20130.0,dc,0,165,6,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860.0,229602.0,1907.0,179646.0,48049.0,66258.0,,,,,,,20981.0,20646.0,340.0,17906.0,2400.0,335.0,,,,,,,21451.0,16027.0,416.0,13607.0,2004.0,5424.0,19257.0,18675.0,24.0,17863.0,788.0,582.0,214813.0,210021.0,316.0,200364.0,9341.0,4792.0,63440.0,55323.0,901.0,48373.0,6049.0,8117.0,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20130.0,dc,0,165,7,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860.0,229602.0,1907.0,179646.0,48049.0,66258.0,,,,,,,20981.0,20646.0,340.0,17906.0,2400.0,335.0,,,,,,,21451.0,16027.0,416.0,13607.0,2004.0,5424.0,19257.0,18675.0,24.0,17863.0,788.0,582.0,214813.0,210021.0,316.0,200364.0,9341.0,4792.0,63440.0,55323.0,901.0,48373.0,6049.0,8117.0,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20130.0,dc,0,165,8,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860.0,229602.0,1907.0,179646.0,48049.0,66258.0,,,,,,,20981.0,20646.0,340.0,17906.0,2400.0,335.0,,,,,,,21451.0,16027.0,416.0,13607.0,2004.0,5424.0,19257.0,18675.0,24.0,17863.0,788.0,582.0,214813.0,210021.0,316.0,200364.0,9341.0,4792.0,63440.0,55323.0,901.0,48373.0,6049.0,8117.0,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20130.0,dc,0,165,9,271651,229804,215815,29855,198763,13025,24101,386,41847,271651,201173,1885,36784,17126,19658,108855,59331,49524,13608,7919,5689,3201,1006,2195,24561,14106,10455,12279,16271,54207,271651,229804,1561,198393,29850,41847,271651,29650,82,12246,17322,22787,217,9532,13038,27990,242,15166,12582,25316,179,15794,9343,40398,332,31184,8882,125510,833,115366,9311,606151,110603,97563,352,81644,15567,13040,424781,381025,1888,335063,44074,43756,70767,48037,908,41164,5965,22730,440560,41466,23882,389,17959,5534,17584,151971,113663,1095,89834,22734,38308,247123,241078,1059,227598,12421,6045,503720,358392,322096,301911,1564,271764,28583,20185,36296,29576,65,23333,6178,6720,145328,104740,1304,87268,16168,40588,606151,526625,3148,457871,430993,226271,204722,26878,65606,79526,247233,240354,461,227617,12276,6879,295860.0,229602.0,1907.0,179646.0,48049.0,66258.0,,,,,,,20981.0,20646.0,340.0,17906.0,2400.0,335.0,,,,,,,21451.0,16027.0,416.0,13607.0,2004.0,5424.0,19257.0,18675.0,24.0,17863.0,788.0,582.0,214813.0,210021.0,316.0,200364.0,9341.0,4792.0,63440.0,55323.0,901.0,48373.0,6049.0,8117.0,50000US1198,"Delegate District (at Large) (113th Congress), District of Columbia"
8,ACSSF,20130.0,dc,0,165,10,45413,43915,43530,4499,39139,281,5397,104,1498,45413,41606,271,5668,3100,2568,21995,12744,9251,5362,3633,1729,566,264,302,5577,3431,2146,2167,1274,2533,45413,43915,179,41300,2436,1498,45413,2306,0,1759,547,1275,59,847,369,2025,0,1482,543,3534,66,2613,855,4682,0,4416,266,31591,146,30218,1227,96608,16315,16315,0,16095,220,0,64513,64341,54,61019,3268,172,15780,14400,125,13767,508,1380,72360,1151,692,0,565,127,459,7780,7437,66,6916,455,343,63429,62679,113,60418,2148,750,81788,59543,57254,56906,54,54332,2520,348,2289,2289,0,2239,50,0,22245,21041,125,19710,1206,1204,96608,95056,179,90881,86909,54470,32439,3972,3996,1552,78213,76732,179,73766,2787,1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70522.0,69352.0,179.0,66386.0,2787.0,1170.0,,,,,,,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20130.0,dc,0,165,11,46286,38878,36553,6547,32033,2074,4282,160,7408,46286,35394,128,6373,3089,3284,18074,10286,7788,3628,1909,1719,196,155,41,4524,2905,1619,2471,1555,9337,46286,38878,128,35149,3601,7408,46286,3599,0,1620,1979,4164,0,2468,1696,6602,48,4049,2505,4548,57,3478,1013,8058,0,5930,2128,19315,23,17721,1571,119515,22318,20623,0,19180,1443,1695,82982,76187,57,69568,6562,6795,14215,9194,93,7752,1349,5021,87845,9922,7091,0,5802,1289,2831,36180,28966,71,25439,3456,7214,41743,40691,79,38654,1958,1052,98658,71500,65651,61086,57,56134,4895,4565,5849,4909,0,4501,408,940,27158,20847,93,18146,2608,6311,119515,106004,150,96500,89634,48616,41018,6866,9354,13511,39499,37646,0,34964,2682,1853,61400.0,52693.0,150.0,46949.0,5594.0,8707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29033.0,28153.0,0.0,26590.0,1563.0,880.0,24277.0,20074.0,0.0,18714.0,1360.0,4203.0,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
