,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-Occupied Housing Units% Total:,ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-Occupied Housing Units% Housing units with a mortgage:,ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-Occupied Housing Units% Housing units with a mortgage:% Selected monthly owner costs --% One or more items allocated,ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-Occupied Housing Units% Housing units with a mortgage:% Selected monthly owner costs --% No items allocated,ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-Occupied Housing Units% Housing units without a mortgage:,ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-Occupied Housing Units% Housing units without a mortgage:% Selected monthly owner costs --% One or more items allocated,ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-Occupied Housing Units% Housing units without a mortgage:% Selected monthly owner costs --% No items allocated,ALLOCATION OF SELECTED MONTHLY OWNER COSTS FOR OWNER-OCCUPIED HOUSING UNITS for Owner-Occupied Housing Units% Total:,ALLOCATION OF SELECTED MONTHLY OWNER COSTS FOR OWNER-OCCUPIED HOUSING UNITS for Owner-Occupied Housing Units% 1 or more items allocated,ALLOCATION OF SELECTED MONTHLY OWNER COSTS FOR OWNER-OCCUPIED HOUSING UNITS for Owner-Occupied Housing Units% Not allocated,ALLOCATION OF VACANCY STATUS for Vacant Housing Units% Total:,ALLOCATION OF VACANCY STATUS for Vacant Housing Units% Allocated,ALLOCATION OF VACANCY STATUS for Vacant Housing Units% Not allocated,ALLOCATION OF ROOMS for Housing Units% Total:,ALLOCATION OF ROOMS for Housing Units% Allocated,ALLOCATION OF ROOMS for Housing Units% Not allocated,ALLOCATION OF UNITS IN STRUCTURE for Housing Units% Total:,ALLOCATION OF UNITS IN STRUCTURE for Housing Units% Allocated,ALLOCATION OF UNITS IN STRUCTURE for Housing Units% Not allocated,ALLOCATION OF YEAR STRUCTURE BUILT for Housing Units% Total:,ALLOCATION OF YEAR STRUCTURE BUILT for Housing Units% Allocated,ALLOCATION OF YEAR STRUCTURE BUILT for Housing Units% Not allocated,ALLOCATION OF YEAR HOUSEHOLDER MOVED INTO UNIT for Occupied Housing Units% Total:,ALLOCATION OF YEAR HOUSEHOLDER MOVED INTO UNIT for Occupied Housing Units% Allocated,ALLOCATION OF YEAR HOUSEHOLDER MOVED INTO UNIT for Occupied Housing Units% Not allocated,ALLOCATION OF BEDROOMS for Housing Units% Total:,ALLOCATION OF BEDROOMS for Housing Units% Allocated,ALLOCATION OF BEDROOMS for Housing Units% Not allocated,ALLOCATION OF PLUMBING FACILITIES for Housing Units% Total:,ALLOCATION OF PLUMBING FACILITIES for Housing Units% Allocated,ALLOCATION OF PLUMBING FACILITIES for Housing Units% Not allocated,ALLOCATION OF HEALTH INSURANCE COVERAGE for Civilian Noninstitutionalized Population% Total:,ALLOCATION OF HEALTH INSURANCE COVERAGE for Civilian Noninstitutionalized Population% One or more health insurance items allocated,ALLOCATION OF HEALTH INSURANCE COVERAGE for Civilian Noninstitutionalized Population% No health insurance items allocated,ALLOCATION OF PRIVATE HEALTH INSURANCE for Civilian Noninstitutionalized Population% Total:,ALLOCATION OF PRIVATE HEALTH INSURANCE for Civilian Noninstitutionalized Population% One or more private health insurance items allocated,ALLOCATION OF PRIVATE HEALTH INSURANCE for Civilian Noninstitutionalized Population% No private health insurance items allocated,ALLOCATION OF PUBLIC HEALTH INSURANCE for Civilian Noninstitutionalized Population% Total:,ALLOCATION OF PUBLIC HEALTH INSURANCE for Civilian Noninstitutionalized Population% One or more public coverage items allocated,ALLOCATION OF PUBLIC HEALTH INSURANCE for Civilian Noninstitutionalized Population% No public coverage items allocated,ALLOCATION OF EMPLOYER-BASED HEALTH INSURANCE for Civilian Noninstitutionalized Population% Total:,ALLOCATION OF EMPLOYER-BASED HEALTH INSURANCE for Civilian Noninstitutionalized Population% Allocated,ALLOCATION OF EMPLOYER-BASED HEALTH INSURANCE for Civilian Noninstitutionalized Population% Not allocated,ALLOCATION OF DIRECT-PURCHASE HEALTH INSURANCE for Civilian Noninstitutionalized Population% Total:,ALLOCATION OF DIRECT-PURCHASE HEALTH INSURANCE for Civilian Noninstitutionalized Population% Allocated,ALLOCATION OF DIRECT-PURCHASE HEALTH INSURANCE for Civilian Noninstitutionalized Population% Not allocated,ALLOCATION OF MEDICARE COVERAGE for Civilian Noninstitutionalized Population% Total:,ALLOCATION OF MEDICARE COVERAGE for Civilian Noninstitutionalized Population% Allocated,ALLOCATION OF MEDICARE COVERAGE for Civilian Noninstitutionalized Population% Not allocated,ALLOCATION OF MEDICAID/MEANS-TESTED PUBLIC COVERAGE for Civilian Noninstitutionalized Population% Total:,ALLOCATION OF MEDICAID/MEANS-TESTED PUBLIC COVERAGE for Civilian Noninstitutionalized Population% Allocated,ALLOCATION OF MEDICAID/MEANS-TESTED PUBLIC COVERAGE for Civilian Noninstitutionalized Population% Not allocated,ALLOCATION OF TRICARE/MILITARY HEALTH COVERAGE for Civilian Noninstitutionalized Population% Total:,ALLOCATION OF TRICARE/MILITARY HEALTH COVERAGE for Civilian Noninstitutionalized Population% Allocated,ALLOCATION OF TRICARE/MILITARY HEALTH COVERAGE for Civilian Noninstitutionalized Population% Not allocated,ALLOCATION OF VA HEALTH CARE for Civilian Noninstitutionalized Population% Total:,ALLOCATION OF VA HEALTH CARE for Civilian Noninstitutionalized Population% Allocated,ALLOCATION OF VA HEALTH CARE for Civilian Noninstitutionalized Population% Not allocated,ALLOCATION OF HOUSEHOLD INTERNET ACCESS for Households% Total:,ALLOCATION OF HOUSEHOLD INTERNET ACCESS for Households% Allocated,ALLOCATION OF HOUSEHOLD INTERNET ACCESS for Households% Not allocated,ALLOCATION OF HOUSEHOLD COMPUTER TYPE for Households% Total:,ALLOCATION OF HOUSEHOLD COMPUTER TYPE for Households% Desktop or laptop:% Allocated,ALLOCATION OF HOUSEHOLD COMPUTER TYPE for Households% Desktop or laptop:% Not allocated,ALLOCATION OF HOUSEHOLD COMPUTER TYPE for Households% Smartphone:% Allocated,ALLOCATION OF HOUSEHOLD COMPUTER TYPE for Households% Smartphone:% Not allocated,ALLOCATION OF HOUSEHOLD COMPUTER TYPE for Households% Tablet or other portable wireless computer:% Allocated,ALLOCATION OF HOUSEHOLD COMPUTER TYPE for Households% Tablet or other portable wireless computer:% Not allocated,ALLOCATION OF HOUSEHOLD COMPUTER TYPE for Households% Other computer:% Allocated,ALLOCATION OF HOUSEHOLD COMPUTER TYPE for Households% Other computer:% Not allocated,ALLOCATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE for Households% Total:,ALLOCATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE for Households% Allocated:% Dial-up,"ALLOCATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE for Households% Allocated:% Broadband such as cable, fiberoptic, or DSL, satellite, and other service",ALLOCATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE for Households% Allocated:% Cellular data plan,ALLOCATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE for Households% Not allocated,Geographic Identifier,Area Name
0,ACSSF,20160.0,dc,0,166,2,110376,83523,25234,58289,26853,7055,19798,110376,32289,78087,32462,4850,27612,313703,19239,294464,313703,14863,298840,313703,93544,220159,281241,9774,271467,313703,18643,295060,313703,12761,300942,670985,110115,560870,670985,105388,565597,670985,103848,567137,670985,86463,584522,670985,92635,578350,670985,80672,590313,670985,94105,576880,670985,98591,572394,670985,97637,573348,281241,10447,270794,281241,4973,276268,5424,275817,5846,275395,5908,275333,281241,9404,9404,15728,262250,04001US11,District of Columbia -- Urban
1,ACSSF,20160.0,dc,0,166,3,110376,83523,25234,58289,26853,7055,19798,110376,32289,78087,32462,4850,27612,313703,19239,294464,313703,14863,298840,313703,93544,220159,281241,9774,271467,313703,18643,295060,313703,12761,300942,670985,110115,560870,670985,105388,565597,670985,103848,567137,670985,86463,584522,670985,92635,578350,670985,80672,590313,670985,94105,576880,670985,98591,572394,670985,97637,573348,281241,10447,270794,281241,4973,276268,5424,275817,5846,275395,5908,275333,281241,9404,9404,15728,262250,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20160.0,dc,0,166,4,110376,83523,25234,58289,26853,7055,19798,110376,32289,78087,32462,4850,27612,313703,19239,294464,313703,14863,298840,313703,93544,220159,281241,9774,271467,313703,18643,295060,313703,12761,300942,670985,110115,560870,670985,105388,565597,670985,103848,567137,670985,86463,584522,670985,92635,578350,670985,80672,590313,670985,94105,576880,670985,98591,572394,670985,97637,573348,281241,10447,270794,281241,4973,276268,5424,275817,5846,275395,5908,275333,281241,9404,9404,15728,262250,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20160.0,dc,0,166,5,110376,83523,25234,58289,26853,7055,19798,110376,32289,78087,32462,4850,27612,313703,19239,294464,313703,14863,298840,313703,93544,220159,281241,9774,271467,313703,18643,295060,313703,12761,300942,670985,110115,560870,670985,105388,565597,670985,103848,567137,670985,86463,584522,670985,92635,578350,670985,80672,590313,670985,94105,576880,670985,98591,572394,670985,97637,573348,281241,10447,270794,281241,4973,276268,5424,275817,5846,275395,5908,275333,281241,9404,9404,15728,262250,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20160.0,dc,0,166,6,110376,83523,25234,58289,26853,7055,19798,110376,32289,78087,32462,4850,27612,313703,19239,294464,313703,14863,298840,313703,93544,220159,281241,9774,271467,313703,18643,295060,313703,12761,300942,670985,110115,560870,670985,105388,565597,670985,103848,567137,670985,86463,584522,670985,92635,578350,670985,80672,590313,670985,94105,576880,670985,98591,572394,670985,97637,573348,281241,10447,270794,281241,4973,276268,5424,275817,5846,275395,5908,275333,281241,9404,9404,15728,262250,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20160.0,dc,0,166,7,110376,83523,25234,58289,26853,7055,19798,110376,32289,78087,32462,4850,27612,313703,19239,294464,313703,14863,298840,313703,93544,220159,281241,9774,271467,313703,18643,295060,313703,12761,300942,670985,110115,560870,670985,105388,565597,670985,103848,567137,670985,86463,584522,670985,92635,578350,670985,80672,590313,670985,94105,576880,670985,98591,572394,670985,97637,573348,281241,10447,270794,281241,4973,276268,5424,275817,5846,275395,5908,275333,281241,9404,9404,15728,262250,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20160.0,dc,0,166,8,110376,83523,25234,58289,26853,7055,19798,110376,32289,78087,32462,4850,27612,313703,19239,294464,313703,14863,298840,313703,93544,220159,281241,9774,271467,313703,18643,295060,313703,12761,300942,670985,110115,560870,670985,105388,565597,670985,103848,567137,670985,86463,584522,670985,92635,578350,670985,80672,590313,670985,94105,576880,670985,98591,572394,670985,97637,573348,281241,10447,270794,281241,4973,276268,5424,275817,5846,275395,5908,275333,281241,9404,9404,15728,262250,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20160.0,dc,0,166,9,110376,83523,25234,58289,26853,7055,19798,110376,32289,78087,32462,4850,27612,313703,19239,294464,313703,14863,298840,313703,93544,220159,281241,9774,271467,313703,18643,295060,313703,12761,300942,670985,110115,560870,670985,105388,565597,670985,103848,567137,670985,86463,584522,670985,92635,578350,670985,80672,590313,670985,94105,576880,670985,98591,572394,670985,97637,573348,281241,10447,270794,281241,4973,276268,5424,275817,5846,275395,5908,275333,281241,9404,9404,15728,262250,50000US1198,"Delegate District (at Large) (115th Congress), District of Columbia"
8,ACSSF,20160.0,dc,0,166,10,24639,18261,6002,12259,6378,1214,5164,24639,7216,17423,4039,216,3823,49852,1467,48385,49852,1689,48163,49852,4094,45758,45813,601,45212,49852,1623,48229,49852,856,48996,107444,21683,85761,107444,21214,86230,107444,20396,87048,107444,16496,90948,107444,17918,89526,107444,14735,92709,107444,19631,87813,107444,20262,87182,107444,19941,87503,45813,924,44889,45813,365,45448,365,45448,365,45448,365,45448,45813,800,800,2834,42886,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20160.0,dc,0,166,11,20816,16136,5598,10538,4680,1379,3301,20816,6977,13839,4783,351,4432,53043,2540,50503,53043,2925,50118,53043,12316,40727,48260,2350,45910,53043,2382,50661,53043,1046,51997,130020,23792,106228,130020,23245,106775,130020,22135,107885,130020,20121,109899,130020,21505,108515,130020,18086,111934,130020,19935,110085,130020,21304,108716,130020,21079,108941,48260,2864,45396,48260,922,47338,1029,47231,1197,47063,1241,47019,48260,2556,2556,3189,44022,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
10,ACSSF,20160.0,dc,0,166,12,23592,18614,5194,13420,4978,1186,3792,23592,6380,17212,5398,2169,3229,52728,4321,48407,52728,2425,50303,52728,18452,34276,47330,1599,45731,52728,4241,48487,52728,3525,49203,114859,17827,97032,114859,16803,98056,114859,17041,97818,114859,13279,101580,114859,15165,99694,114859,13238,101621,114859,15005,99854,114859,15956,98903,114859,15739,99120,47330,1653,45677,47330,878,46452,1109,46221,1146,46184,1145,46185,47330,1323,1323,2502,44290,79500US1100103,"District of Columbia (Northeast) PUMA, District of Columbia"
11,ACSSF,20160.0,dc,0,166,13,17136,12367,4459,7908,4769,1590,3179,17136,6049,11087,8426,715,7711,70661,5207,65454,70661,3833,66828,70661,37231,33430,62235,2534,59701,70661,5484,65177,70661,4346,66315,162675,18289,144386,162675,17382,145293,162675,17136,145539,162675,13998,148677,162675,15172,147503,162675,13273,149402,162675,14191,148484,162675,15677,146998,162675,15537,147138,62235,2283,59952,62235,944,61291,1057,61178,1246,60989,1239,60996,62235,1878,1878,2753,58812,79500US1100104,"District of Columbia (East) PUMA, District of Columbia"
12,ACSSF,20160.0,dc,0,166,14,24193,18145,3981,14164,6048,1686,4362,24193,5667,18526,9816,1399,8417,87419,5704,81715,87419,3991,83428,87419,21451,65968,77603,2690,74913,87419,4913,82506,87419,2988,84431,155987,28524,127463,155987,26744,129243,155987,27140,128847,155987,22569,133418,155987,22875,133112,155987,21340,134647,155987,25343,130644,155987,25392,130595,155987,25341,130646,77603,2723,74880,77603,1864,75739,1864,75739,1892,75711,1918,75685,77603,2847,2847,4450,72240,79500US1100105,"District of Columbia (Central) PUMA, District of Columbia"
