,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Total AIAN alone or in any combination population (the total groups tallied),"Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Apache","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Arapaho","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Blackfeet","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Canadian and French American Indian","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Central American Indian","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Cherokee","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Cheyenne","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Chickasaw","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Chippewa","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Choctaw","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Colville","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Comanche","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Cree","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Creek","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Crow","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Delaware","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Hopi","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Houma","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Iroquois","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Kiowa","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Lumbee","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Menominee","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Mexican American Indian","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Navajo","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Osage","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Ottawa","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Paiute","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Pima","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Potawatomi","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Pueblo","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Puget Sound Salish","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Seminole","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Shoshone","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Sioux","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%South American Indian","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Spanish American Indian","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Tohono O'Odham","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Ute","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Yakama","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Yaqui","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%Yuman","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, specified:%All other American Indian tribes (with only one tribe reported)","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian tribes, not specified","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%Alaska Native tribes, specified:","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%Alaska Native tribes, specified:%Alaskan Athabascan","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%Alaska Native tribes, specified:%Aleut","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%Alaska Native tribes, specified:%Inupiat","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%Alaska Native tribes, specified:%Tlingit-Haida","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%Alaska Native tribes, specified:%Tsimshian","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%Alaska Native tribes, specified:%Yup'ik","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%Alaska Native tribes, not specified","Total AIAN alone or in any combination population (the total groups tallied)Total Groups Tallied:%American Indian or Alaska Native tribes, not specified",Total Asian alone or in any combination population (the total groups tallied),Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Asian Indian,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Bangladeshi,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Bhutanese,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Burmese,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Cambodian,"Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Chinese, except Taiwanese",Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Filipino,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Hmong,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Indonesian,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Japanese,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Korean,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Laotian,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Malaysian,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Mongolian,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Nepalese,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Okinawan,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Pakistani,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Sri Lankan,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Taiwanese,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Thai,Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Vietnamese,"Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Other Asian, specified","Total Asian alone or in any combination population (the total groups tallied)Total Groups Tallied:%Other Asian, not specified",Total NHPI alone or in any combination population (the total groups tallied),Total NHPI alone or in any combination population (the total groups tallied)Total Groups Tallied:%Native Hawaiian,Total NHPI alone or in any combination population (the total groups tallied)Total Groups Tallied:%Samoan,Total NHPI alone or in any combination population (the total groups tallied)Total Groups Tallied:%Tongan,Total NHPI alone or in any combination population (the total groups tallied)Total Groups Tallied:%Other Polynesian,Total NHPI alone or in any combination population (the total groups tallied)Total Groups Tallied:%Guamanian or Chamorro,Total NHPI alone or in any combination population (the total groups tallied)Total Groups Tallied:%Marshallese,Total NHPI alone or in any combination population (the total groups tallied)Total Groups Tallied:%Other Micronesian,Total NHPI alone or in any combination population (the total groups tallied)Total Groups Tallied:%Fijian,Total NHPI alone or in any combination population (the total groups tallied)Total Groups Tallied:%Other Melanesian,"Total NHPI alone or in any combination population (the total groups tallied)Total Groups Tallied:%Other Pacific Islander, not specified",Geographic Identifier,Area Name
0,ACSSF,20110.0,dc,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04001US11,District of Columbia -- Urban
1,ACSSF,20110.0,dc,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20110.0,dc,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20110.0,dc,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20110.0,dc,0,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20110.0,dc,0,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20110.0,dc,0,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20110.0,dc,0,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000US1198,"Delegate District (at Large) (112th Congress), District of Columbia"
8,ACSSF,20110.0,dc,0,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100101,"PUMA5 00101, District of Columbia"
9,ACSSF,20110.0,dc,0,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100102,"PUMA5 00102, District of Columbia"
10,ACSSF,20110.0,dc,0,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100103,"PUMA5 00103, District of Columbia"
11,ACSSF,20110.0,dc,0,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100104,"PUMA5 00104, District of Columbia"
12,ACSSF,20110.0,dc,0,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100105,"PUMA5 00105, District of Columbia"
13,ACSSF,20110.0,dc,0,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97000US1100030,"District of Columbia Public Schools, District of Columbia"
