,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Civilian noninstitutionalized population 18 years and over,"Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Male:","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Male:%18 to 64 years:","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Male:%18 to 64 years:%With public coverage","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Male:%18 to 64 years:%No public coverage","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Male:%65 years and over:","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Male:%65 years and over:%With public coverage","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Male:%65 years and over:%No public coverage","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Female:","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Female:%18 to 64 years:","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Female:%18 to 64 years:%With public coverage","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Female:%18 to 64 years:%No public coverage","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Female:%65 years and over:","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Female:%65 years and over:%With public coverage","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%Female:%65 years and over:%No public coverage","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Male:","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Male:%18 to 64 years:","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Male:%18 to 64 years:%With public coverage","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Male:%18 to 64 years:%No public coverage","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Male:%65 years and over:","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Male:%65 years and over:%With public coverage","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Male:%65 years and over:%No public coverage","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Female:","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Female:%18 to 64 years:","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Female:%18 to 64 years:%With public coverage","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Female:%18 to 64 years:%No public coverage","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Female:%65 years and over:","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Female:%65 years and over:%With public coverage","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%Female:%65 years and over:%No public coverage",Civilian noninstitutionalized population 18 years and over%Did not work:,Civilian noninstitutionalized population 18 years and over%Did not work:%Male:,Civilian noninstitutionalized population 18 years and over%Did not work:%Male:%18 to 64 years:,Civilian noninstitutionalized population 18 years and over%Did not work:%Male:%18 to 64 years:%With public coverage,Civilian noninstitutionalized population 18 years and over%Did not work:%Male:%18 to 64 years:%No public coverage,Civilian noninstitutionalized population 18 years and over%Did not work:%Male:%65 years and over:,Civilian noninstitutionalized population 18 years and over%Did not work:%Male:%65 years and over:%With public coverage,Civilian noninstitutionalized population 18 years and over%Did not work:%Male:%65 years and over:%No public coverage,Civilian noninstitutionalized population 18 years and over%Did not work:%Female:,Civilian noninstitutionalized population 18 years and over%Did not work:%Female:%18 to 64 years:,Civilian noninstitutionalized population 18 years and over%Did not work:%Female:%18 to 64 years:%With public coverage,Civilian noninstitutionalized population 18 years and over%Did not work:%Female:%18 to 64 years:%No public coverage,Civilian noninstitutionalized population 18 years and over%Did not work:%Female:%65 years and over:,Civilian noninstitutionalized population 18 years and over%Did not work:%Female:%65 years and over:%With public coverage,Civilian noninstitutionalized population 18 years and over%Did not work:%Female:%65 years and over:%No public coverage,Civilian population living in households,"Civilian population living in households%Under $25,000:","Civilian population living in households%Under $25,000:%With health insurance coverage","Civilian population living in households%Under $25,000:%With health insurance coverage%With private health insurance","Civilian population living in households%Under $25,000:%With health insurance coverage%With public coverage","Civilian population living in households%Under $25,000:%No health insurance coverage","Civilian population living in households%$25,000 to $49,999:","Civilian population living in households%$25,000 to $49,999:%With health insurance coverage","Civilian population living in households%$25,000 to $49,999:%With health insurance coverage%With private health insurance","Civilian population living in households%$25,000 to $49,999:%With health insurance coverage%With public coverage","Civilian population living in households%$25,000 to $49,999:%No health insurance coverage","Civilian population living in households%$50,000 to $74,999:","Civilian population living in households%$50,000 to $74,999:%With health insurance coverage","Civilian population living in households%$50,000 to $74,999:%With health insurance coverage%With private health insurance","Civilian population living in households%$50,000 to $74,999:%With health insurance coverage%With public coverage","Civilian population living in households%$50,000 to $74,999:%No health insurance coverage","Civilian population living in households%$75,000 to $99,999:","Civilian population living in households%$75,000 to $99,999:%With health insurance coverage","Civilian population living in households%$75,000 to $99,999:%With health insurance coverage%With private health insurance","Civilian population living in households%$75,000 to $99,999:%With health insurance coverage%With public coverage","Civilian population living in households%$75,000 to $99,999:%No health insurance coverage","Civilian population living in households%$100,000 or more:","Civilian population living in households%$100,000 or more:%With health insurance coverage","Civilian population living in households%$100,000 or more:%With health insurance coverage%With private health insurance","Civilian population living in households%$100,000 or more:%With health insurance coverage%With public coverage","Civilian population living in households%$100,000 or more:%No health insurance coverage",Civilian noninstitutionalized population 18 years and over,"Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%18 to 64 years:","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%18 to 64 years:%With public coverage","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%18 to 64 years:%No public coverage","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%65 years and over:","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%65 years and over:%With public coverage","Civilian noninstitutionalized population 18 years and over%Worked full-time, year-round:%65 years and over:%No public coverage","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%18 to 64 years:","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%18 to 64 years:%With public coverage","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%18 to 64 years:%No public coverage","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%65 years and over:","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%65 years and over:%With public coverage","Civilian noninstitutionalized population 18 years and over%Worked less than full-time, year-round:%65 years and over:%No public coverage",Civilian noninstitutionalized population 18 years and over%Did not work:,Civilian noninstitutionalized population 18 years and over%Did not work:%18 to 64 years:,Civilian noninstitutionalized population 18 years and over%Did not work:%18 to 64 years:%With public coverage,Civilian noninstitutionalized population 18 years and over%Did not work:%18 to 64 years:%No public coverage,Civilian noninstitutionalized population 18 years and over%Did not work:%65 years and over:,Civilian noninstitutionalized population 18 years and over%Did not work:%65 years and over:%With public coverage,Civilian noninstitutionalized population 18 years and over%Did not work:%65 years and over:%No public coverage,Geographic Identifier,Area Name
0,ACSSF,20110.0,dc,0,170,2,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362,04001US11,District of Columbia -- Urban
1,ACSSF,20110.0,dc,0,170,3,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20110.0,dc,0,170,4,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20110.0,dc,0,170,5,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20110.0,dc,0,170,6,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20110.0,dc,0,170,7,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20110.0,dc,0,170,8,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20110.0,dc,0,170,9,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362,50000US1198,"Delegate District (at Large) (112th Congress), District of Columbia"
8,ACSSF,20110.0,dc,0,170,10,90505,43310,20825,18802,201,18601,2023,1718,305,22485,21123,231,20892,1362,1131,231,24542,9807,8640,69,8571,1167,1129,38,14735,13906,227,13679,829,829,0,22653,7628,4183,317,3866,3445,3198,247,15025,8470,512,7958,6555,6193,362,97080,8007,7206,6481,1639,801,7716,6707,5948,2107,1009,10891,9725,9617,1475,1166,6914,6377,6292,901,537,63552,62072,60435,9579,1480,90505,43310,39925,432,39493,3385,2849,536,24542,22546,296,22250,1996,1958,38,22653,12653,829,11824,10000,9391,609,79500US1100101,"PUMA5 00101, District of Columbia"
9,ACSSF,20110.0,dc,0,170,11,91375,48308,23994,23509,3607,19902,485,224,261,24314,23271,2267,21004,1043,769,274,17896,7598,7051,1506,5545,547,441,106,10298,9346,2871,6475,952,952,0,25171,11238,7748,4606,3142,3490,3361,129,13933,8107,4256,3851,5826,5459,367,112235,17570,14196,7268,11298,3374,18582,16562,10749,9583,2020,20389,18588,15176,7632,1801,11235,10631,9373,3196,604,44459,42098,38846,7882,2361,91375,48308,46780,5874,40906,1528,993,535,17896,16397,4377,12020,1499,1393,106,25171,15855,8862,6993,9316,8820,496,79500US1100102,"PUMA5 00102, District of Columbia"
10,ACSSF,20110.0,dc,0,170,12,100754,48630,22501,21640,1274,20366,861,681,180,26129,25289,1830,23459,840,785,55,22095,10566,10005,2258,7747,561,561,0,11529,10980,2612,8368,549,444,105,30029,13091,8874,4824,4050,4217,3777,440,16938,9106,5412,3694,7832,7310,522,112799,18665,16827,6459,14042,1838,17752,14791,10046,8639,2961,16217,15325,11766,6312,892,15080,14305,12527,3236,775,45085,43711,41221,6071,1374,100754,48630,46929,3104,43825,1701,1466,235,22095,20985,4870,16115,1110,1005,105,30029,17980,10236,7744,12049,11087,962,79500US1100103,"PUMA5 00103, District of Columbia"
