,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Afghan,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Albanian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Alsatian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%American,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Arab:,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Egyptian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Iraqi,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Jordanian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Lebanese,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Moroccan,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Palestinian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Syrian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Arab,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Other Arab,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Armenian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Assyrian/Chaldean/Syriac,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Australian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Austrian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Basque,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Belgian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Brazilian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%British,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Bulgarian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Cajun,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Canadian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Carpatho Rusyn,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Celtic,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Croatian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Cypriot,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Czech,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Czechoslovakian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Danish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Dutch,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Eastern European,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%English,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Estonian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%European,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Finnish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%French (except Basque),PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%French Canadian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%German,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%German Russian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Greek,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Guyanese,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Hungarian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Icelander,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Iranian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Irish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Israeli,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Italian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Latvian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Lithuanian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Luxemburger,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Macedonian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Maltese,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%New Zealander,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Northern European,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Norwegian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Pennsylvania German,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Polish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Portuguese,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Romanian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Russian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Scandinavian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Scotch-Irish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Scottish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Serbian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Slavic,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Slovak,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Slovene,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Soviet Union,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Subsaharan African:,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Cape Verdean,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Ethiopian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Ghanaian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Kenyan,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Liberian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Nigerian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Senegalese,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Sierra Leonean,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Somali,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%South African,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Sudanese,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Ugandan,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Zimbabwean,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%African,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Other Subsaharan African,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Swedish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Swiss,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Turkish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Ukrainian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Welsh,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%West Indian (except Hispanic groups):,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Bahamian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Barbadian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Belizean,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Bermudan,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%British West Indian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Dutch West Indian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Haitian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Jamaican,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Trinidadian and Tobagonian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%U.S. Virgin Islander,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%West Indian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Other West Indian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Yugoslavian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Other groups,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%American,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Arab,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%British,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Czech,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Danish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Dutch,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%English,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%European,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%French (except Basque),PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%French Canadian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%German,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Greek,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Hungarian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Irish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Italian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Lithuanian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Norwegian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Polish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Portuguese,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Russian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Scotch-Irish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Scottish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Slovak,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Subsaharan African,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Swedish,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Swiss,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Ukrainian,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%Welsh,PEOPLE REPORTING MULTIPLE ANCESTRY for People reporting multiple ancestries%West Indian (except Hispanic groups),Geographic Identifier,Area Name
0,ACSSF,20150.0,dc,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377.0,5542.0,1583.0,2271.0,1598.0,1090.0,3630.0,25178.0,3311.0,7795.0,2357.0,37174.0,1532.0,1736.0,32853.0,16723.0,1545.0,2941.0,9114.0,966.0,6353.0,2205.0,7227.0,1315.0,2456.0,4739.0,1259.0,1908.0,3081.0,2087.0,04001US11,District of Columbia -- Urban
1,ACSSF,20150.0,dc,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377.0,5542.0,1583.0,2271.0,1598.0,1090.0,3630.0,25178.0,3311.0,7795.0,2357.0,37174.0,1532.0,1736.0,32853.0,16723.0,1545.0,2941.0,9114.0,966.0,6353.0,2205.0,7227.0,1315.0,2456.0,4739.0,1259.0,1908.0,3081.0,2087.0,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20150.0,dc,0,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377.0,5542.0,1583.0,2271.0,1598.0,1090.0,3630.0,25178.0,3311.0,7795.0,2357.0,37174.0,1532.0,1736.0,32853.0,16723.0,1545.0,2941.0,9114.0,966.0,6353.0,2205.0,7227.0,1315.0,2456.0,4739.0,1259.0,1908.0,3081.0,2087.0,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20150.0,dc,0,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377.0,5542.0,1583.0,2271.0,1598.0,1090.0,3630.0,25178.0,3311.0,7795.0,2357.0,37174.0,1532.0,1736.0,32853.0,16723.0,1545.0,2941.0,9114.0,966.0,6353.0,2205.0,7227.0,1315.0,2456.0,4739.0,1259.0,1908.0,3081.0,2087.0,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20150.0,dc,0,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377.0,5542.0,1583.0,2271.0,1598.0,1090.0,3630.0,25178.0,3311.0,7795.0,2357.0,37174.0,1532.0,1736.0,32853.0,16723.0,1545.0,2941.0,9114.0,966.0,6353.0,2205.0,7227.0,1315.0,2456.0,4739.0,1259.0,1908.0,3081.0,2087.0,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20150.0,dc,0,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377.0,5542.0,1583.0,2271.0,1598.0,1090.0,3630.0,25178.0,3311.0,7795.0,2357.0,37174.0,1532.0,1736.0,32853.0,16723.0,1545.0,2941.0,9114.0,966.0,6353.0,2205.0,7227.0,1315.0,2456.0,4739.0,1259.0,1908.0,3081.0,2087.0,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20150.0,dc,0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377.0,5542.0,1583.0,2271.0,1598.0,1090.0,3630.0,25178.0,3311.0,7795.0,2357.0,37174.0,1532.0,1736.0,32853.0,16723.0,1545.0,2941.0,9114.0,966.0,6353.0,2205.0,7227.0,1315.0,2456.0,4739.0,1259.0,1908.0,3081.0,2087.0,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20150.0,dc,0,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377.0,5542.0,1583.0,2271.0,1598.0,1090.0,3630.0,25178.0,3311.0,7795.0,2357.0,37174.0,1532.0,1736.0,32853.0,16723.0,1545.0,2941.0,9114.0,966.0,6353.0,2205.0,7227.0,1315.0,2456.0,4739.0,1259.0,1908.0,3081.0,2087.0,50000US1198,"Delegate District (at Large) (114th Congress), District of Columbia"
8,ACSSF,20150.0,dc,0,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38041.0,801.0,394.0,551.0,392.0,226.0,1292.0,9143.0,663.0,2377.0,1143.0,12252.0,585.0,543.0,10983.0,4237.0,671.0,588.0,2858.0,419.0,2570.0,388.0,2970.0,246.0,45.0,1655.0,585.0,536.0,972.0,0.0,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20150.0,dc,0,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18859.0,489.0,335.0,485.0,348.0,166.0,224.0,1899.0,1079.0,795.0,360.0,5232.0,207.0,227.0,4692.0,2635.0,233.0,552.0,1350.0,86.0,693.0,475.0,497.0,234.0,859.0,622.0,270.0,286.0,353.0,695.0,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
10,ACSSF,20150.0,dc,0,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23748.0,1306.0,183.0,416.0,131.0,405.0,874.0,5905.0,514.0,1222.0,466.0,6366.0,155.0,192.0,6091.0,2537.0,227.0,676.0,1681.0,103.0,877.0,741.0,1122.0,118.0,428.0,960.0,280.0,377.0,759.0,517.0,79500US1100103,"District of Columbia (Northeast) PUMA, District of Columbia"
11,ACSSF,20150.0,dc,0,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100104,"District of Columbia (East) PUMA, District of Columbia"
12,ACSSF,20150.0,dc,0,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39199.0,1280.0,557.0,819.0,727.0,293.0,1092.0,7486.0,1055.0,3265.0,316.0,11944.0,585.0,737.0,10096.0,7245.0,414.0,1085.0,3225.0,358.0,2131.0,487.0,1898.0,688.0,655.0,1436.0,124.0,681.0,997.0,465.0,79500US1100105,"District of Columbia (Central) PUMA, District of Columbia"
13,ACSSF,20150.0,dc,0,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377.0,5542.0,1583.0,2271.0,1598.0,1090.0,3630.0,25178.0,3311.0,7795.0,2357.0,37174.0,1532.0,1736.0,32853.0,16723.0,1545.0,2941.0,9114.0,966.0,6353.0,2205.0,7227.0,1315.0,2456.0,4739.0,1259.0,1908.0,3081.0,2087.0,97000US1100030,"District of Columbia Public Schools, District of Columbia"
