,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,IMPUTATION OF SEX for Total population,IMPUTATION OF SEX for Total population% Imputed,IMPUTATION OF SEX for Total population% Not imputed,IMPUTATION OF AGE for Total population,IMPUTATION OF AGE for Total population% Imputed,IMPUTATION OF AGE for Total population% Not imputed,IMPUTATION OF RACE for Total population,IMPUTATION OF RACE for Total population% Imputed,IMPUTATION OF RACE for Total population% Not imputed,IMPUTATION OF HISPANIC OR LATINO ORIGIN for Total population,IMPUTATION OF HISPANIC OR LATINO ORIGIN for Total population% Imputed,IMPUTATION OF HISPANIC OR LATINO ORIGIN for Total population% Not imputed,IMPUTATION OF CITIZENSHIP STATUS for Total population,IMPUTATION OF CITIZENSHIP STATUS for Total population% Native:,IMPUTATION OF CITIZENSHIP STATUS for Total population% Native:% Imputed,IMPUTATION OF CITIZENSHIP STATUS for Total population% Native:% Not imputed,IMPUTATION OF CITIZENSHIP STATUS for Total population% Foreign born:,IMPUTATION OF CITIZENSHIP STATUS for Total population% Foreign born:% Imputed,IMPUTATION OF CITIZENSHIP STATUS for Total population% Foreign born:% Not imputed,IMPUTATION OF YEAR OF ENTRY for Population born outside the United States,IMPUTATION OF YEAR OF ENTRY for Population born outside the United States% Native:,IMPUTATION OF YEAR OF ENTRY for Population born outside the United States% Native:% Imputed,IMPUTATION OF YEAR OF ENTRY for Population born outside the United States% Native:% Not imputed,IMPUTATION OF YEAR OF ENTRY for Population born outside the United States% Foreign born:,IMPUTATION OF YEAR OF ENTRY for Population born outside the United States% Foreign born:% Imputed,IMPUTATION OF YEAR OF ENTRY for Population born outside the United States% Foreign born:% Not imputed,IMPUTATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO for Population born outside Puerto Rico,IMPUTATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO for Population born outside Puerto Rico% Native:,IMPUTATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO for Population born outside Puerto Rico% Native:% Imputed,IMPUTATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO for Population born outside Puerto Rico% Native:% Not imputed,IMPUTATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO for Population born outside Puerto Rico% Foreign born:,IMPUTATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO for Population born outside Puerto Rico% Foreign born:% Imputed,IMPUTATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO for Population born outside Puerto Rico% Foreign born:% Not imputed,IMPUTATION OF YEAR OF NATURALIZATION for Foreign-born naturalized citizens,IMPUTATION OF YEAR OF NATURALIZATION for Foreign-born naturalized citizens% Imputed,IMPUTATION OF YEAR OF NATURALIZATION for Foreign-born naturalized citizens% Not imputed,IMPUTATION OF PLACE OF BIRTH for Total population,IMPUTATION OF PLACE OF BIRTH for Total population% Imputed,IMPUTATION OF PLACE OF BIRTH for Total population% Not imputed,IMPUTATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER for Population 1 year and over,IMPUTATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER for Population 1 year and over% Imputed,IMPUTATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER for Population 1 year and over% Not imputed,IMPUTATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER for Population 1 year and over,IMPUTATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER for Population 1 year and over% Different house:,IMPUTATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER for Population 1 year and over% Different house:% Imputed:,IMPUTATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER for Population 1 year and over% Different house:% Imputed:% One or more but not all geographic parts imputed,IMPUTATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER for Population 1 year and over% Different house:% Imputed:% All geographic parts imputed,IMPUTATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER for Population 1 year and over% Different house:% Not imputed,IMPUTATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER for Population 1 year and over% Same house,IMPUTATION OF MEANS OF TRANSPORTATION TO WORK for Workers 16 years and over,IMPUTATION OF MEANS OF TRANSPORTATION TO WORK for Workers 16 years and over% Imputed,IMPUTATION OF MEANS OF TRANSPORTATION TO WORK for Workers 16 years and over% Not imputed,IMPUTATION OF PLACE OF WORK for Workers 16 years and over,IMPUTATION OF PLACE OF WORK for Workers 16 years and over% Imputed:,IMPUTATION OF PLACE OF WORK for Workers 16 years and over% Imputed:% One or more but not all geographic parts imputed,IMPUTATION OF PLACE OF WORK for Workers 16 years and over% Imputed:% All geographic parts imputed,IMPUTATION OF PLACE OF WORK for Workers 16 years and over% Not imputed,IMPUTATION OF PRIVATE VEHICLE OCCUPANCY for Workers 16 years and over,"IMPUTATION OF PRIVATE VEHICLE OCCUPANCY for Workers 16 years and over% Car, truck, or van:","IMPUTATION OF PRIVATE VEHICLE OCCUPANCY for Workers 16 years and over% Car, truck, or van:% Imputed","IMPUTATION OF PRIVATE VEHICLE OCCUPANCY for Workers 16 years and over% Car, truck, or van:% Not imputed",IMPUTATION OF PRIVATE VEHICLE OCCUPANCY for Workers 16 years and over% Other means (including those who worked at home),IMPUTATION OF TIME LEAVING HOME TO GO TO WORK for Workers 16 years and over,IMPUTATION OF TIME LEAVING HOME TO GO TO WORK for Workers 16 years and over% Did not work at home:,IMPUTATION OF TIME LEAVING HOME TO GO TO WORK for Workers 16 years and over% Did not work at home:% Time leaving home to go to work --% Imputed,IMPUTATION OF TIME LEAVING HOME TO GO TO WORK for Workers 16 years and over% Did not work at home:% Time leaving home to go to work --% Not imputed,IMPUTATION OF TIME LEAVING HOME TO GO TO WORK for Workers 16 years and over% Worked at home,IMPUTATION OF TRAVEL TIME TO WORK for Workers 16 years and over,IMPUTATION OF TRAVEL TIME TO WORK for Workers 16 years and over% Did not work at home:,IMPUTATION OF TRAVEL TIME TO WORK for Workers 16 years and over% Did not work at home:% Travel time to work --% Imputed,IMPUTATION OF TRAVEL TIME TO WORK for Workers 16 years and over% Did not work at home:% Travel time to work --% Not imputed,IMPUTATION OF TRAVEL TIME TO WORK for Workers 16 years and over% Worked at home,IMPUTATION OF VEHICLES AVAILABLE FOR WORKERS for Workers 16 years and over in households,IMPUTATION OF VEHICLES AVAILABLE FOR WORKERS for Workers 16 years and over in households% Imputed,IMPUTATION OF VEHICLES AVAILABLE FOR WORKERS for Workers 16 years and over in households% Not imputed,Geographic Identifier,Area Name
0,ACSSF,20150.0,dc,0,162,2,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132,04001US11,District of Columbia -- Urban
1,ACSSF,20150.0,dc,0,162,3,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20150.0,dc,0,162,4,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20150.0,dc,0,162,5,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20150.0,dc,0,162,6,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20150.0,dc,0,162,7,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20150.0,dc,0,162,8,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20150.0,dc,0,162,9,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132,50000US1198,"Delegate District (at Large) (114th Congress), District of Columbia"
8,ACSSF,20150.0,dc,0,162,10,110376,0,110376,110376,1049,109327,110376,4715,105661,110376,3839,106537,110376,89114,7338,81776,21262,2231,19031,24748,3486,506,2980,21262,2604,18658,,,,,,,,9503,1676,7827,110376,13577,96799,109847,9237,100610,109847,25985,5415,322,5093,20570,83862,61824,7131,54693,61824,7258,301,6957,54566,61824,27388,3553,23835,34436,61824,55689,10275,45414,6135,61824,55689,7489,48200,6135,58428,210,58218,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20150.0,dc,0,162,11,123880,36,123844,123880,4089,119791,123880,3737,120143,123880,2441,121439,123880,94253,8655,85598,29627,2646,26981,31776,2149,196,1953,29627,4257,25370,,,,,,,,12626,3499,9127,123880,24499,99381,122161,13097,109064,122161,18724,4038,576,3462,14686,103437,67852,9601,58251,67852,10651,1069,9582,57201,67852,28591,5060,23531,39261,67852,63198,13469,49729,4654,67852,63198,11279,51919,4654,67040,305,66735,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
10,ACSSF,20150.0,dc,0,162,12,114740,0,114740,114740,2720,112020,114740,1759,112981,114740,2966,111774,114740,104592,7793,96799,10148,779,9369,11649,1501,229,1272,10148,1627,8521,,,,,,,,5621,1278,4343,114740,14430,100310,112626,10396,102230,112626,20841,3138,337,2801,17703,91785,59757,8190,51567,59757,11122,385,10737,48635,59757,26759,4428,22331,32998,59757,56260,12044,44216,3497,59757,56260,10019,46241,3497,58122,72,58050,79500US1100103,"District of Columbia (Northeast) PUMA, District of Columbia"
11,ACSSF,20150.0,dc,0,162,13,162781,251,162530,162781,2010,160771,162781,1109,161672,162781,6823,155958,162781,158311,7023,151288,4470,177,4293,5795,1325,219,1106,4470,482,3988,,,,,,,,2465,533,1932,162781,14445,148336,159995,10508,149487,159995,20862,3235,383,2852,17627,139133,60144,8657,51487,60144,9946,887,9059,50198,60144,33400,4372,29028,26744,60144,58911,13163,45748,1233,60144,58911,12613,46298,1233,59181,632,58549,79500US1100104,"District of Columbia (East) PUMA, District of Columbia"
12,ACSSF,20150.0,dc,0,162,14,160451,31,160420,160451,2663,157788,160451,3207,157244,160451,2651,157800,160451,130841,11105,119736,29610,2136,27474,33985,4375,848,3527,29610,5027,24583,,,,,,,,11430,2579,8851,160451,20986,139465,158377,13846,144531,158377,51570,6782,1599,5183,44788,106807,108573,14820,93753,108573,18736,294,18442,89837,108573,22651,3080,19571,85922,108573,102563,21682,80881,6010,108573,102563,18848,83715,6010,103971,391,103580,79500US1100105,"District of Columbia (Central) PUMA, District of Columbia"
