,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Two or more races population 3 years and over,Two or more races population 3 years and over% Enrolled in school:,"Two or more races population 3 years and over% Enrolled in school:% Enrolled in nursery school, preschool",Two or more races population 3 years and over% Enrolled in school:% Enrolled in kindergarten,Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 1,Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 2,Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 3,Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 4,Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 5,Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 6,Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 7,Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 8,Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 9,Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 10,Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 11,Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 12,"Two or more races population 3 years and over% Enrolled in school:% Enrolled in college, undergraduate years",Two or more races population 3 years and over% Enrolled in school:% Graduate or professional school,Two or more races population 3 years and over% Not enrolled in school,"White alone, not Hispanic or Latino, population 3 years and over","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in nursery school, preschool","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in kindergarten","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 1","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 2","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 3","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 4","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 5","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 6","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 7","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 8","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 9","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 10","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 11","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 12","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in college, undergraduate years","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Graduate or professional school","White alone, not Hispanic or Latino, population 3 years and over% Not enrolled in school",Hispanic or Latino population 3 years and over,Hispanic or Latino population 3 years and over% Enrolled in school:,"Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in nursery school, preschool",Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in kindergarten,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 1,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 2,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 3,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 4,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 5,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 6,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 7,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 8,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 9,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 10,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 11,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 12,"Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in college, undergraduate years",Hispanic or Latino population 3 years and over% Enrolled in school:% Graduate or professional school,Hispanic or Latino population 3 years and over% Not enrolled in school,Two or more races population 3 years and over,Two or more races population 3 years and over% Enrolled in school:,"Two or more races population 3 years and over% Enrolled in school:% Enrolled in nursery school, preschool, kindergarten",Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 1 to grade 8,Two or more races population 3 years and over% Enrolled in school:% Enrolled in grade 9 to grade 12,Two or more races population 3 years and over% Enrolled in school:% Enrolled in college or graduate school,Two or more races population 3 years and over% Not enrolled in school,"White alone, not Hispanic or Latino, population 3 years and over","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in nursery school, preschool, kindergarten","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 1 to grade 8","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in grade 9 to grade 12","White alone, not Hispanic or Latino, population 3 years and over% Enrolled in school:% Enrolled in college or graduate school","White alone, not Hispanic or Latino, population 3 years and over% Not enrolled in school",Hispanic or Latino population 3 years and over,Hispanic or Latino population 3 years and over% Enrolled in school:,"Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in nursery school, preschool, kindergarten",Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 1 to grade 8,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in grade 9 to grade 12,Hispanic or Latino population 3 years and over% Enrolled in school:% Enrolled in college or graduate school,Hispanic or Latino population 3 years and over% Not enrolled in school,Geographic Identifier,Area Name
0,ACSSF,20100.0,dc,0,55,2,,,,,,,,,,,,,,,,,,,,204733.0,49503.0,2444.0,1318.0,654.0,1039.0,581.0,811.0,472.0,1051.0,440.0,1009.0,345.0,419.0,583.0,531.0,22668.0,15138.0,155230.0,52929.0,15980.0,1436.0,982.0,756.0,341.0,630.0,1231.0,373.0,347.0,562.0,477.0,778.0,591.0,991.0,921.0,3159.0,2405.0,36949.0,10435.0,3485.0,596.0,929.0,324.0,1636.0,6950.0,204733.0,49503.0,3762.0,6057.0,1878.0,37806.0,155230.0,52929.0,15980.0,2418.0,4717.0,3281.0,5564.0,36949.0,04001US11,District of Columbia -- Urban
1,ACSSF,20100.0,dc,0,55,3,,,,,,,,,,,,,,,,,,,,204733.0,49503.0,2444.0,1318.0,654.0,1039.0,581.0,811.0,472.0,1051.0,440.0,1009.0,345.0,419.0,583.0,531.0,22668.0,15138.0,155230.0,52929.0,15980.0,1436.0,982.0,756.0,341.0,630.0,1231.0,373.0,347.0,562.0,477.0,778.0,591.0,991.0,921.0,3159.0,2405.0,36949.0,10435.0,3485.0,596.0,929.0,324.0,1636.0,6950.0,204733.0,49503.0,3762.0,6057.0,1878.0,37806.0,155230.0,52929.0,15980.0,2418.0,4717.0,3281.0,5564.0,36949.0,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20100.0,dc,0,55,4,,,,,,,,,,,,,,,,,,,,204733.0,49503.0,2444.0,1318.0,654.0,1039.0,581.0,811.0,472.0,1051.0,440.0,1009.0,345.0,419.0,583.0,531.0,22668.0,15138.0,155230.0,52929.0,15980.0,1436.0,982.0,756.0,341.0,630.0,1231.0,373.0,347.0,562.0,477.0,778.0,591.0,991.0,921.0,3159.0,2405.0,36949.0,10435.0,3485.0,596.0,929.0,324.0,1636.0,6950.0,204733.0,49503.0,3762.0,6057.0,1878.0,37806.0,155230.0,52929.0,15980.0,2418.0,4717.0,3281.0,5564.0,36949.0,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20100.0,dc,0,55,5,,,,,,,,,,,,,,,,,,,,204733.0,49503.0,2444.0,1318.0,654.0,1039.0,581.0,811.0,472.0,1051.0,440.0,1009.0,345.0,419.0,583.0,531.0,22668.0,15138.0,155230.0,52929.0,15980.0,1436.0,982.0,756.0,341.0,630.0,1231.0,373.0,347.0,562.0,477.0,778.0,591.0,991.0,921.0,3159.0,2405.0,36949.0,10435.0,3485.0,596.0,929.0,324.0,1636.0,6950.0,204733.0,49503.0,3762.0,6057.0,1878.0,37806.0,155230.0,52929.0,15980.0,2418.0,4717.0,3281.0,5564.0,36949.0,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20100.0,dc,0,55,6,,,,,,,,,,,,,,,,,,,,204733.0,49503.0,2444.0,1318.0,654.0,1039.0,581.0,811.0,472.0,1051.0,440.0,1009.0,345.0,419.0,583.0,531.0,22668.0,15138.0,155230.0,52929.0,15980.0,1436.0,982.0,756.0,341.0,630.0,1231.0,373.0,347.0,562.0,477.0,778.0,591.0,991.0,921.0,3159.0,2405.0,36949.0,10435.0,3485.0,596.0,929.0,324.0,1636.0,6950.0,204733.0,49503.0,3762.0,6057.0,1878.0,37806.0,155230.0,52929.0,15980.0,2418.0,4717.0,3281.0,5564.0,36949.0,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20100.0,dc,0,55,7,,,,,,,,,,,,,,,,,,,,204733.0,49503.0,2444.0,1318.0,654.0,1039.0,581.0,811.0,472.0,1051.0,440.0,1009.0,345.0,419.0,583.0,531.0,22668.0,15138.0,155230.0,52929.0,15980.0,1436.0,982.0,756.0,341.0,630.0,1231.0,373.0,347.0,562.0,477.0,778.0,591.0,991.0,921.0,3159.0,2405.0,36949.0,10435.0,3485.0,596.0,929.0,324.0,1636.0,6950.0,204733.0,49503.0,3762.0,6057.0,1878.0,37806.0,155230.0,52929.0,15980.0,2418.0,4717.0,3281.0,5564.0,36949.0,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20100.0,dc,0,55,8,,,,,,,,,,,,,,,,,,,,204733.0,49503.0,2444.0,1318.0,654.0,1039.0,581.0,811.0,472.0,1051.0,440.0,1009.0,345.0,419.0,583.0,531.0,22668.0,15138.0,155230.0,52929.0,15980.0,1436.0,982.0,756.0,341.0,630.0,1231.0,373.0,347.0,562.0,477.0,778.0,591.0,991.0,921.0,3159.0,2405.0,36949.0,10435.0,3485.0,596.0,929.0,324.0,1636.0,6950.0,204733.0,49503.0,3762.0,6057.0,1878.0,37806.0,155230.0,52929.0,15980.0,2418.0,4717.0,3281.0,5564.0,36949.0,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20100.0,dc,0,55,9,,,,,,,,,,,,,,,,,,,,204733.0,49503.0,2444.0,1318.0,654.0,1039.0,581.0,811.0,472.0,1051.0,440.0,1009.0,345.0,419.0,583.0,531.0,22668.0,15138.0,155230.0,52929.0,15980.0,1436.0,982.0,756.0,341.0,630.0,1231.0,373.0,347.0,562.0,477.0,778.0,591.0,991.0,921.0,3159.0,2405.0,36949.0,10435.0,3485.0,596.0,929.0,324.0,1636.0,6950.0,204733.0,49503.0,3762.0,6057.0,1878.0,37806.0,155230.0,52929.0,15980.0,2418.0,4717.0,3281.0,5564.0,36949.0,50000US1198,"Delegate District (at Large) (111th Congress), District of Columbia"
8,ACSSF,20100.0,dc,0,55,10,,,,,,,,,,,,,,,,,,,,84655.0,24725.0,1420.0,586.0,539.0,675.0,468.0,434.0,356.0,863.0,370.0,914.0,311.0,327.0,468.0,531.0,11531.0,4932.0,59930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,84655.0,24725.0,2006.0,4619.0,1637.0,16463.0,59930.0,,,,,,,,79500US1100101,"PUMA5 00101, District of Columbia"
9,ACSSF,20100.0,dc,0,55,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24063.0,6075.0,785.0,359.0,171.0,188.0,413.0,1125.0,208.0,268.0,122.0,220.0,159.0,106.0,534.0,623.0,490.0,304.0,17988.0,1827.0,477.0,0.0,105.0,224.0,148.0,1350.0,24747.0,3384.0,546.0,322.0,53.0,2463.0,21363.0,24063.0,6075.0,1144.0,2715.0,1422.0,794.0,17988.0,79500US1100102,"PUMA5 00102, District of Columbia"
