,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Population 15 years and over,Population 15 years and over%Never married,"Population 15 years and over%Now married, except separated",Population 15 years and over%Divorced,Population 15 years and over%Separated,Population 15 years and over%Widowed,Population 15 years and over% Same house:,Population 15 years and over% Same house:% Never married,"Population 15 years and over% Same house:% Now married, except separated",Population 15 years and over% Same house:% Divorced,Population 15 years and over% Same house:% Separated,Population 15 years and over% Same house:% Widowed,Population 15 years and over% Moved within same municipio:,Population 15 years and over% Moved within same municipio:% Never married,"Population 15 years and over% Moved within same municipio:% Now married, except separated",Population 15 years and over% Moved within same municipio:% Divorced,Population 15 years and over% Moved within same municipio:% Separated,Population 15 years and over% Moved within same municipio:% Widowed,Population 15 years and over% Moved to different municipio:,Population 15 years and over% Moved to different municipio:% Never married,"Population 15 years and over% Moved to different municipio:% Now married, except separated",Population 15 years and over% Moved to different municipio:% Divorced,Population 15 years and over% Moved to different municipio:% Separated,Population 15 years and over% Moved to different municipio:% Widowed,Population 15 years and over% Moved to the United States:,Population 15 years and over% Moved to the United States:% Never married,"Population 15 years and over% Moved to the United States:% Now married, except separated",Population 15 years and over% Moved to the United States:% Divorced,Population 15 years and over% Moved to the United States:% Separated,Population 15 years and over% Moved to the United States:% Widowed,Population 25 years and over,Population 25 years and over%Less than high school graduate,Population 25 years and over%High school graduate (includes equivalency),Population 25 years and over%Some college or associate's degree,Population 25 years and over%Bachelor's degree,Population 25 years and over%Graduate or professional degree,Population 25 years and over% Same house:,Population 25 years and over% Same house:% Less than high school graduate,Population 25 years and over% Same house:% High school graduate (includes equivalency),Population 25 years and over% Same house:% Some college or associate's degree,Population 25 years and over% Same house:% Bachelor's degree,Population 25 years and over% Same house:% Graduate or professional degree,Population 25 years and over% Moved within same municipio:,Population 25 years and over% Moved within same municipio:% Less than high school graduate,Population 25 years and over% Moved within same municipio:% High school graduate (includes equivalency),Population 25 years and over% Moved within same municipio:% Some college or associate's degree,Population 25 years and over% Moved within same municipio:% Bachelor's degree,Population 25 years and over% Moved within same municipio:% Graduate or professional degree,Population 25 years and over% Moved to different municipio:,Population 25 years and over% Moved to different municipio:% Less than high school graduate,Population 25 years and over% Moved to different municipio:% High school graduate (includes equivalency),Population 25 years and over% Moved to different municipio:% Some college or associate's degree,Population 25 years and over% Moved to different municipio:% Bachelor's degree,Population 25 years and over% Moved to different municipio:% Graduate or professional degree,Population 25 years and over% Moved to the United States:,Population 25 years and over% Moved to the United States:% Less than high school graduate,Population 25 years and over% Moved to the United States:% High school graduate (includes equivalency),Population 25 years and over% Moved to the United States:% Some college or associate's degree,Population 25 years and over% Moved to the United States:% Bachelor's degree,Population 25 years and over% Moved to the United States:% Graduate or professional degree,Population 15 years and over,Population 15 years and over%No income,Population 15 years and over%With income:,"Population 15 years and over%$1 to $9,999 or loss","Population 15 years and over%$10,000 to $14,999","Population 15 years and over%$15,000 to $24,999","Population 15 years and over%$25,000 to $34,999","Population 15 years and over%$35,000 to $49,999","Population 15 years and over%$50,000 to $64,999","Population 15 years and over%$65,000 to $74,999","Population 15 years and over%$75,000 or more",Population 15 years and over% Same house:,Population 15 years and over% Same house:% No income,Population 15 years and over% Same house:% With income:,"Population 15 years and over% Same house:% With income:% $1 to $9,999 or loss","Population 15 years and over% Same house:% With income:% $10,000 to $14,999","Population 15 years and over% Same house:% With income:% $15,000 to $24,999","Population 15 years and over% Same house:% With income:% $25,000 to $34,999","Population 15 years and over% Same house:% With income:% $35,000 to $49,999","Population 15 years and over% Same house:% With income:% $50,000 to $64,999","Population 15 years and over% Same house:% With income:% $65,000 to $74,999","Population 15 years and over% Same house:% With income:% $75,000 or more",Population 15 years and over% Moved within same municipio:,Population 15 years and over% Moved within same municipio:% No income,Population 15 years and over% Moved within same municipio:% With income:,"Population 15 years and over% Moved within same municipio:% With income:% $1 to $9,999 or loss","Population 15 years and over% Moved within same municipio:% With income:% $10,000 to $14,999","Population 15 years and over% Moved within same municipio:% With income:% $15,000 to $24,999","Population 15 years and over% Moved within same municipio:% With income:% $25,000 to $34,999","Population 15 years and over% Moved within same municipio:% With income:% $35,000 to $49,999","Population 15 years and over% Moved within same municipio:% With income:% $50,000 to $64,999","Population 15 years and over% Moved within same municipio:% With income:% $65,000 to $74,999","Population 15 years and over% Moved within same municipio:% With income:% $75,000 or more",Population 15 years and over% Moved to different municipio:,Population 15 years and over% Moved to different municipio:% No income,Population 15 years and over% Moved to different municipio:% With income:,"Population 15 years and over% Moved to different municipio:% With income:% $1 to $9,999 or loss","Population 15 years and over% Moved to different municipio:% With income:% $10,000 to $14,999","Population 15 years and over% Moved to different municipio:% With income:% $15,000 to $24,999","Population 15 years and over% Moved to different municipio:% With income:% $25,000 to $34,999","Population 15 years and over% Moved to different municipio:% With income:% $35,000 to $49,999","Population 15 years and over% Moved to different municipio:% With income:% $50,000 to $64,999","Population 15 years and over% Moved to different municipio:% With income:% $65,000 to $74,999","Population 15 years and over% Moved to different municipio:% With income:% $75,000 or more",Population 15 years and over% Moved to the United States:,Population 15 years and over% Moved to the United States:% No income,Population 15 years and over% Moved to the United States:% With income:,"Population 15 years and over% Moved to the United States:% With income:% $1 to $9,999 or loss","Population 15 years and over% Moved to the United States:% With income:% $10,000 to $14,999","Population 15 years and over% Moved to the United States:% With income:% $15,000 to $24,999","Population 15 years and over% Moved to the United States:% With income:% $25,000 to $34,999","Population 15 years and over% Moved to the United States:% With income:% $35,000 to $49,999","Population 15 years and over% Moved to the United States:% With income:% $50,000 to $64,999","Population 15 years and over% Moved to the United States:% With income:% $65,000 to $74,999","Population 15 years and over% Moved to the United States:% With income:% $75,000 or more",Total living in area 1 year ago:,Total living in area 1 year ago:%Same house,Total living in area 1 year ago:%Moved within same municipio,Total living in area 1 year ago:%Moved to different municipio,Total living in area 1 year ago:%Moved to the United States,Population 1 year and over for whom poverty status is determined,Population 1 year and over for whom poverty status is determined%Below 100 percent of the poverty level,Population 1 year and over for whom poverty status is determined%100 to 149 percent of the poverty level,Population 1 year and over for whom poverty status is determined%At or above 150 percent of the poverty level,Population 1 year and over for whom poverty status is determined% Same house:,Population 1 year and over for whom poverty status is determined% Same house:% Below 100 percent of the poverty level,Population 1 year and over for whom poverty status is determined% Same house:% 100 to 149 percent of the poverty level,Population 1 year and over for whom poverty status is determined% Same house:% At or above 150 percent of the poverty level,Population 1 year and over for whom poverty status is determined% Moved within same municipio:,Population 1 year and over for whom poverty status is determined% Moved within same municipio:% Below 100 percent of the poverty level,Population 1 year and over for whom poverty status is determined% Moved within same municipio:% 100 to 149 percent of the poverty level,Population 1 year and over for whom poverty status is determined% Moved within same municipio:% At or above 150 percent of the poverty level,Population 1 year and over for whom poverty status is determined% Moved to different municipio:,Population 1 year and over for whom poverty status is determined% Moved to different municipio:% Below 100 percent of the poverty level,Population 1 year and over for whom poverty status is determined% Moved to different municipio:% 100 to 149 percent of the poverty level,Population 1 year and over for whom poverty status is determined% Moved to different municipio:% At or above 150 percent of the poverty level,Population 1 year and over for whom poverty status is determined% Moved to the United States:,Population 1 year and over for whom poverty status is determined% Moved to the United States:% Below 100 percent of the poverty level,Population 1 year and over for whom poverty status is determined% Moved to the United States:% 100 to 149 percent of the poverty level,Population 1 year and over for whom poverty status is determined% Moved to the United States:% At or above 150 percent of the poverty level,Population 1 year and over in households,Population 1 year and over in households%Householder lived in owner-occupied housing units,Population 1 year and over in households%Householder lived in renter-occupied housing units,Population 1 year and over in households% Same house 1 year ago:,Population 1 year and over in households% Same house 1 year ago:% Householder lived in owner-occupied housing units,Population 1 year and over in households% Same house 1 year ago:% Householder lived in renter-occupied housing units,Population 1 year and over in households% Moved within same municipio:,Population 1 year and over in households% Moved within same municipio:% Householder lived in owner-occupied housing units,Population 1 year and over in households% Moved within same municipio:% Householder lived in renter-occupied housing units,Population 1 year and over in households% Moved to different municipio:,Population 1 year and over in households% Moved to different municipio:% Householder lived in owner-occupied housing units,Population 1 year and over in households% Moved to different municipio:% Householder lived in renter-occupied housing units,Population 1 year and over in households% Moved to the United States:,Population 1 year and over in households% Moved to the United States:% Householder lived in owner-occupied housing units,Population 1 year and over in households% Moved to the United States:% Householder lived in renter-occupied housing units,Population 15 years and over,Population 15 years and over%Never married,"Population 15 years and over%Now married, except separated",Population 15 years and over%Divorced or separated,Population 15 years and over%Widowed,Population 15 years and over% Same house:,Population 15 years and over% Same house:% Never married,"Population 15 years and over% Same house:% Now married, except separated",Population 15 years and over% Same house:% Divorced or separated,Population 15 years and over% Same house:% Widowed,Population 15 years and over% Moved within same municipio:,Population 15 years and over% Moved within same municipio:% Never married,"Population 15 years and over% Moved within same municipio:% Now married, except separated",Population 15 years and over% Moved within same municipio:% Divorced  or separated,Population 15 years and over% Moved within same municipio:% Widowed,Population 15 years and over% Moved to different municipio:,Population 15 years and over% Moved to different municipio:% Never married,"Population 15 years and over% Moved to different municipio:% Now married, except separated",Population 15 years and over% Moved to different municipio:% Divorced  or separated,Population 15 years and over% Moved to different municipio:% Widowed,Population 15 years and over% Moved to the United States:,Population 15 years and over% Moved to the United States:% Never married,"Population 15 years and over% Moved to the United States:% Now married, except separated",Population 15 years and over% Moved to the United States:% Divorced  or separated,Population 15 years and over% Moved to the United States:% Widowed,Geographic Identifier,Area Name
0,ACSSF,20100.0,dc,0,170,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04001US11,District of Columbia -- Urban
1,ACSSF,20100.0,dc,0,170,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20100.0,dc,0,170,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20100.0,dc,0,170,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20100.0,dc,0,170,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20100.0,dc,0,170,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20100.0,dc,0,170,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20100.0,dc,0,170,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000US1198,"Delegate District (at Large) (111th Congress), District of Columbia"
8,ACSSF,20100.0,dc,0,170,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100101,"PUMA5 00101, District of Columbia"
9,ACSSF,20100.0,dc,0,170,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100102,"PUMA5 00102, District of Columbia"
10,ACSSF,20100.0,dc,0,170,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100103,"PUMA5 00103, District of Columbia"
11,ACSSF,20100.0,dc,0,170,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100104,"PUMA5 00104, District of Columbia"
12,ACSSF,20100.0,dc,0,170,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100105,"PUMA5 00105, District of Columbia"
13,ACSSF,20100.0,dc,0,170,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97000US1100030,"District of Columbia Public Schools, District of Columbia"
