,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Civilian noninstitutionalized population,Civilian noninstitutionalized population% Male:,Civilian noninstitutionalized population% Male:% Under 5 years:,Civilian noninstitutionalized population% Male:% Under 5 years:% With a disability,Civilian noninstitutionalized population% Male:% Under 5 years:% No disability,Civilian noninstitutionalized population% Male:% 5 to 17 years:,Civilian noninstitutionalized population% Male:% 5 to 17 years:% With a disability,Civilian noninstitutionalized population% Male:% 5 to 17 years:% No disability,Civilian noninstitutionalized population% Male:% 18 to 34 years:,Civilian noninstitutionalized population% Male:% 18 to 34 years:% With a disability,Civilian noninstitutionalized population% Male:% 18 to 34 years:% No disability,Civilian noninstitutionalized population% Male:% 35 to 64 years:,Civilian noninstitutionalized population% Male:% 35 to 64 years:% With a disability,Civilian noninstitutionalized population% Male:% 35 to 64 years:% No disability,Civilian noninstitutionalized population% Male:% 65 to 74 years:,Civilian noninstitutionalized population% Male:% 65 to 74 years:% With a disability,Civilian noninstitutionalized population% Male:% 65 to 74 years:% No disability,Civilian noninstitutionalized population% Male:% 75 years and over:,Civilian noninstitutionalized population% Male:% 75 years and over:% With a disability,Civilian noninstitutionalized population% Male:% 75 years and over:% No disability,Civilian noninstitutionalized population% Female:,Civilian noninstitutionalized population% Female:% Under 5 years:,Civilian noninstitutionalized population% Female:% Under 5 years:% With a disability,Civilian noninstitutionalized population% Female:% Under 5 years:% No disability,Civilian noninstitutionalized population% Female:% 5 to 17 years:,Civilian noninstitutionalized population% Female:% 5 to 17 years:% With a disability,Civilian noninstitutionalized population% Female:% 5 to 17 years:% No disability,Civilian noninstitutionalized population% Female:% 18 to 34 years:,Civilian noninstitutionalized population% Female:% 18 to 34 years:% With a disability,Civilian noninstitutionalized population% Female:% 18 to 34 years:% No disability,Civilian noninstitutionalized population% Female:% 35 to 64 years:,Civilian noninstitutionalized population% Female:% 35 to 64 years:% With a disability,Civilian noninstitutionalized population% Female:% 35 to 64 years:% No disability,Civilian noninstitutionalized population% Female:% 65 to 74 years:,Civilian noninstitutionalized population% Female:% 65 to 74 years:% With a disability,Civilian noninstitutionalized population% Female:% 65 to 74 years:% No disability,Civilian noninstitutionalized population% Female:% 75 years and over:,Civilian noninstitutionalized population% Female:% 75 years and over:% With a disability,Civilian noninstitutionalized population% Female:% 75 years and over:% No disability,White alone civilian noninstitutionalized population,White alone civilian noninstitutionalized population% Under 18 years:,White alone civilian noninstitutionalized population% Under 18 years:% With a disability,White alone civilian noninstitutionalized population% Under 18 years:% No disability,White alone civilian noninstitutionalized population% 18 to 64 years:,White alone civilian noninstitutionalized population% 18 to 64 years:% With a disability,White alone civilian noninstitutionalized population% 18 to 64 years:% No disability,White alone civilian noninstitutionalized population% 65 years and over:,White alone civilian noninstitutionalized population% 65 years and over:% With a disability,White alone civilian noninstitutionalized population% 65 years and over:% No disability,Black or African American alone civilian noninstitutionalized population,Black or African American alone civilian noninstitutionalized population% Under 18 years:,Black or African American alone civilian noninstitutionalized population% Under 18 years:% With a disability,Black or African American alone civilian noninstitutionalized population% Under 18 years:% No disability,Black or African American alone civilian noninstitutionalized population% 18 to 64 years:,Black or African American alone civilian noninstitutionalized population% 18 to 64 years:% With a disability,Black or African American alone civilian noninstitutionalized population% 18 to 64 years:% No disability,Black or African American alone civilian noninstitutionalized population% 65 years and over:,Black or African American alone civilian noninstitutionalized population% 65 years and over:% With a disability,Black or African American alone civilian noninstitutionalized population% 65 years and over:% No disability,American Indian and Alaska Native alone civilian noninstitutionalized population,American Indian and Alaska Native alone civilian noninstitutionalized population% Under 18 years:,American Indian and Alaska Native alone civilian noninstitutionalized population% Under 18 years:% With a disability,American Indian and Alaska Native alone civilian noninstitutionalized population% Under 18 years:% No disability,American Indian and Alaska Native alone civilian noninstitutionalized population% 18 to 64 years:,American Indian and Alaska Native alone civilian noninstitutionalized population% 18 to 64 years:% With a disability,American Indian and Alaska Native alone civilian noninstitutionalized population% 18 to 64 years:% No disability,American Indian and Alaska Native alone civilian noninstitutionalized population% 65 years and over:,American Indian and Alaska Native alone civilian noninstitutionalized population% 65 years and over:% With a disability,American Indian and Alaska Native alone civilian noninstitutionalized population% 65 years and over:% No disability,Asian alone civilian noninstitutionalized population,Asian alone civilian noninstitutionalized population% Under 18 years:,Asian alone civilian noninstitutionalized population% Under 18 years:% With a disability,Asian alone civilian noninstitutionalized population% Under 18 years:% No disability,Asian alone civilian noninstitutionalized population% 18 to 64 years:,Asian alone civilian noninstitutionalized population% 18 to 64 years:% With a disability,Asian alone civilian noninstitutionalized population% 18 to 64 years:% No disability,Asian alone civilian noninstitutionalized population% 65 years and over:,Asian alone civilian noninstitutionalized population% 65 years and over:% With a disability,Asian alone civilian noninstitutionalized population% 65 years and over:% No disability,Native Hawaiian and other Pacific Islander alone civilian noninstitutionalized population,Native Hawaiian and other Pacific Islander alone civilian noninstitutionalized population% Under 18 years:,Native Hawaiian and other Pacific Islander alone civilian noninstitutionalized population% Under 18 years:% With a disability,Native Hawaiian and other Pacific Islander alone civilian noninstitutionalized population% Under 18 years:% No disability,Native Hawaiian and other Pacific Islander alone civilian noninstitutionalized population% 18 to 64 years:,Native Hawaiian and other Pacific Islander alone civilian noninstitutionalized population% 18 to 64 years:% With a disability,Native Hawaiian and other Pacific Islander alone civilian noninstitutionalized population% 18 to 64 years:% No disability,Native Hawaiian and other Pacific Islander alone civilian noninstitutionalized population% 65 years and over:,Native Hawaiian and other Pacific Islander alone civilian noninstitutionalized population% 65 years and over:% With a disability,Native Hawaiian and other Pacific Islander alone civilian noninstitutionalized population% 65 years and over:% No disability,Some other race alone civilian noninstitutionalized population,Some other race alone civilian noninstitutionalized population% Under 18 years:,Some other race alone civilian noninstitutionalized population% Under 18 years:% With a disability,Some other race alone civilian noninstitutionalized population% Under 18 years:% No disability,Some other race alone civilian noninstitutionalized population% 18 to 64 years:,Some other race alone civilian noninstitutionalized population% 18 to 64 years:% With a disability,Some other race alone civilian noninstitutionalized population% 18 to 64 years:% No disability,Some other race alone civilian noninstitutionalized population% 65 years and over:,Some other race alone civilian noninstitutionalized population% 65 years and over:% With a disability,Some other race alone civilian noninstitutionalized population% 65 years and over:% No disability,Two or more races civilian noninstitutionalized population,Two or more races civilian noninstitutionalized population% Under 18 years:,Two or more races civilian noninstitutionalized population% Under 18 years:% With a disability,Two or more races civilian noninstitutionalized population% Under 18 years:% No disability,Two or more races civilian noninstitutionalized population% 18 to 64 years:,Two or more races civilian noninstitutionalized population% 18 to 64 years:% With a disability,Two or more races civilian noninstitutionalized population% 18 to 64 years:% No disability,Two or more races civilian noninstitutionalized population% 65 years and over:,Two or more races civilian noninstitutionalized population% 65 years and over:% With a disability,Two or more races civilian noninstitutionalized population% 65 years and over:% No disability,"White alone, not Hispanic or Latino civilian noninstitutionalized population","White alone, not Hispanic or Latino civilian noninstitutionalized population% Under 18 years:","White alone, not Hispanic or Latino civilian noninstitutionalized population% Under 18 years:% With a disability","White alone, not Hispanic or Latino civilian noninstitutionalized population% Under 18 years:% No disability","White alone, not Hispanic or Latino civilian noninstitutionalized population% 18 to 64 years:","White alone, not Hispanic or Latino civilian noninstitutionalized population% 18 to 64 years:% With a disability","White alone, not Hispanic or Latino civilian noninstitutionalized population% 18 to 64 years:% No disability","White alone, not Hispanic or Latino civilian noninstitutionalized population% 65 years and over:","White alone, not Hispanic or Latino civilian noninstitutionalized population% 65 years and over:% With a disability","White alone, not Hispanic or Latino civilian noninstitutionalized population% 65 years and over:% No disability",Hispanic or Latino civilian noninstitutionalized population,Hispanic or Latino civilian noninstitutionalized population% Under 18 years:,Hispanic or Latino civilian noninstitutionalized population% Under 18 years:% With a disability,Hispanic or Latino civilian noninstitutionalized population% Under 18 years:% No disability,Hispanic or Latino civilian noninstitutionalized population% 18 to 64 years:,Hispanic or Latino civilian noninstitutionalized population% 18 to 64 years:% With a disability,Hispanic or Latino civilian noninstitutionalized population% 18 to 64 years:% No disability,Hispanic or Latino civilian noninstitutionalized population% 65 years and over:,Hispanic or Latino civilian noninstitutionalized population% 65 years and over:% With a disability,Hispanic or Latino civilian noninstitutionalized population% 65 years and over:% No disability,Civilian noninstitutionalized population,Civilian noninstitutionalized population% Male:,Civilian noninstitutionalized population% Male:% Under 5 years:,Civilian noninstitutionalized population% Male:% Under 5 years:% With a hearing difficulty,Civilian noninstitutionalized population% Male:% Under 5 years:% No hearing difficulty,Civilian noninstitutionalized population% Male:% 5 to 17 years:,Civilian noninstitutionalized population% Male:% 5 to 17 years:% With a hearing difficulty,Civilian noninstitutionalized population% Male:% 5 to 17 years:% No hearing difficulty,Civilian noninstitutionalized population% Male:% 18 to 34 years:,Civilian noninstitutionalized population% Male:% 18 to 34 years:% With a hearing difficulty,Civilian noninstitutionalized population% Male:% 18 to 34 years:% No hearing difficulty,Civilian noninstitutionalized population% Male:% 35 to 64 years:,Civilian noninstitutionalized population% Male:% 35 to 64 years:% With a hearing difficulty,Civilian noninstitutionalized population% Male:% 35 to 64 years:% No hearing difficulty,Civilian noninstitutionalized population% Male:% 65 to 74 years:,Civilian noninstitutionalized population% Male:% 65 to 74 years:% With a hearing difficulty,Civilian noninstitutionalized population% Male:% 65 to 74 years:% No hearing difficulty,Civilian noninstitutionalized population% Male:% 75 years and over:,Civilian noninstitutionalized population% Male:% 75 years and over:% With a hearing difficulty,Civilian noninstitutionalized population% Male:% 75 years and over:% No hearing difficulty,Civilian noninstitutionalized population% Female:,Civilian noninstitutionalized population% Female:% Under 5 years:,Civilian noninstitutionalized population% Female:% Under 5 years:% With a hearing difficulty,Civilian noninstitutionalized population% Female:% Under 5 years:% No hearing difficulty,Civilian noninstitutionalized population% Female:% 5 to 17 years:,Civilian noninstitutionalized population% Female:% 5 to 17 years:% With a hearing difficulty,Civilian noninstitutionalized population% Female:% 5 to 17 years:% No hearing difficulty,Civilian noninstitutionalized population% Female:% 18 to 34 years:,Civilian noninstitutionalized population% Female:% 18 to 34 years:% With a hearing difficulty,Civilian noninstitutionalized population% Female:% 18 to 34 years:% No hearing difficulty,Civilian noninstitutionalized population% Female:% 35 to 64 years:,Civilian noninstitutionalized population% Female:% 35 to 64 years:% With a hearing difficulty,Civilian noninstitutionalized population% Female:% 35 to 64 years:% No hearing difficulty,Civilian noninstitutionalized population% Female:% 65 to 74 years:,Civilian noninstitutionalized population% Female:% 65 to 74 years:% With a hearing difficulty,Civilian noninstitutionalized population% Female:% 65 to 74 years:% No hearing difficulty,Civilian noninstitutionalized population% Female:% 75 years and over:,Civilian noninstitutionalized population% Female:% 75 years and over:% With a hearing difficulty,Civilian noninstitutionalized population% Female:% 75 years and over:% No hearing difficulty,Civilian noninstitutionalized population,Civilian noninstitutionalized population% Male:,Civilian noninstitutionalized population% Male:% Under 18 years:,Civilian noninstitutionalized population% Male:% Under 18 years:% With a disability,Civilian noninstitutionalized population% Male:% Under 18 years:% No disability,Civilian noninstitutionalized population% Male:% 18 to 64 years:,Civilian noninstitutionalized population% Male:% 18 to 64 years:% With a disability,Civilian noninstitutionalized population% Male:% 18 to 64 years:% No disability,Civilian noninstitutionalized population% Male:% 65 years and over:,Civilian noninstitutionalized population% Male:% 65 years and over:% With a disability,Civilian noninstitutionalized population% Male:% 65 years and over:% No disability,Civilian noninstitutionalized population% Female:,Civilian noninstitutionalized population% Female:% Under 18 years:,Civilian noninstitutionalized population% Female:% Under 18 years:% With a disability,Civilian noninstitutionalized population% Female:% Under 18 years:% No disability,Civilian noninstitutionalized population% Female:% 18 to 64 years:,Civilian noninstitutionalized population% Female:% 18 to 64 years:% With a disability,Civilian noninstitutionalized population% Female:% 18 to 64 years:% No disability,Civilian noninstitutionalized population% Female:% 65 years and over:,Civilian noninstitutionalized population% Female:% 65 years and over:% With a disability,Civilian noninstitutionalized population% Female:% 65 years and over:% No disability,Civilian noninstitutionalized population,Civilian noninstitutionalized population% Male:,Civilian noninstitutionalized population% Male:% Under 18 years:,Civilian noninstitutionalized population% Male:% Under 18 years:% With a hearing difficulty,Civilian noninstitutionalized population% Male:% Under 18 years:% No hearing difficulty,Civilian noninstitutionalized population% Male:% 18 to 64 years:,Civilian noninstitutionalized population% Male:% 18 to 64 years:% With a hearing difficulty,Civilian noninstitutionalized population% Male:% 18 to 64 years:% No hearing difficulty,Civilian noninstitutionalized population% Male:% 65 years and over:,Civilian noninstitutionalized population% Male:% 65 years and over:% With a hearing difficulty,Civilian noninstitutionalized population% Male:% 65 years and over:% No hearing difficulty,Civilian noninstitutionalized population% Female:,Civilian noninstitutionalized population% Female:% Under 18 years:,Civilian noninstitutionalized population% Female:% Under 18 years:% With a hearing difficulty,Civilian noninstitutionalized population% Female:% Under 18 years:% No hearing difficulty,Civilian noninstitutionalized population% Female:% 18 to 64 years:,Civilian noninstitutionalized population% Female:% 18 to 64 years:% With a hearing difficulty,Civilian noninstitutionalized population% Female:% 18 to 64 years:% No hearing difficulty,Civilian noninstitutionalized population% Female:% 65 years and over:,Civilian noninstitutionalized population% Female:% 65 years and over:% With a hearing difficulty,Civilian noninstitutionalized population% Female:% 65 years and over:% No hearing difficulty,Geographic Identifier,Area Name
0,ACSSF,20100.0,dc,0,74,2,594282,278370,16786,0,16786,34433,3560,30873,95396,5485,89911,105019,13388,91631,16043,3936,12107,10693,3174,7519,315912,16075,406,15669,33696,2150,31546,113623,4135,109488,112137,14227,97910,20849,4825,16024,19532,10901,8631,240292,24761,342,24419,192753,6086,186667,22778,5346,17432,302446,66780,5219,61561,194665,29117,165548,41001,16328,24673,,,,,,,,,,,21271.0,1816.0,92.0,1724.0,18146.0,498.0,17648.0,1309.0,290.0,1019.0,,,,,,,,,,,16499.0,4234.0,137.0,4097.0,11743.0,515.0,11228.0,522.0,121.0,401.0,11614.0,3230.0,157.0,3073.0,7349.0,732.0,6617.0,1035.0,512.0,523.0,207527.0,17495.0,270.0,17225.0,169094.0,5754.0,163340.0,20938.0,4759.0,16179.0,54795.0,12258.0,378.0,11880.0,39768.0,1254.0,38514.0,2769.0,1038.0,1731.0,594282,278370,16786,0,16786,34433,166,34267,95396,1671,93725,105019,2168,102851,16043,649,15394,10693,936,9757,315912,16075,206,15869,33696,434,33262,113623,455,113168,112137,1424,110713,20849,837,20012,19532,3608,15924,594282,278370,51219,3560,47659,200415,18873,181542,26736,7110,19626,315912,49771,2556,47215,225760,18362,207398,40381,15726,24655,594282,278370,51219,166,51053,200415,3839,196576,26736,1585,25151,315912,49771,640,49131,225760,1879,223881,40381,4445,35936,04001US11,District of Columbia -- Urban
1,ACSSF,20100.0,dc,0,74,3,594282,278370,16786,0,16786,34433,3560,30873,95396,5485,89911,105019,13388,91631,16043,3936,12107,10693,3174,7519,315912,16075,406,15669,33696,2150,31546,113623,4135,109488,112137,14227,97910,20849,4825,16024,19532,10901,8631,240292,24761,342,24419,192753,6086,186667,22778,5346,17432,302446,66780,5219,61561,194665,29117,165548,41001,16328,24673,,,,,,,,,,,21271.0,1816.0,92.0,1724.0,18146.0,498.0,17648.0,1309.0,290.0,1019.0,,,,,,,,,,,16499.0,4234.0,137.0,4097.0,11743.0,515.0,11228.0,522.0,121.0,401.0,11614.0,3230.0,157.0,3073.0,7349.0,732.0,6617.0,1035.0,512.0,523.0,207527.0,17495.0,270.0,17225.0,169094.0,5754.0,163340.0,20938.0,4759.0,16179.0,54795.0,12258.0,378.0,11880.0,39768.0,1254.0,38514.0,2769.0,1038.0,1731.0,594282,278370,16786,0,16786,34433,166,34267,95396,1671,93725,105019,2168,102851,16043,649,15394,10693,936,9757,315912,16075,206,15869,33696,434,33262,113623,455,113168,112137,1424,110713,20849,837,20012,19532,3608,15924,594282,278370,51219,3560,47659,200415,18873,181542,26736,7110,19626,315912,49771,2556,47215,225760,18362,207398,40381,15726,24655,594282,278370,51219,166,51053,200415,3839,196576,26736,1585,25151,315912,49771,640,49131,225760,1879,223881,40381,4445,35936,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20100.0,dc,0,74,4,594282,278370,16786,0,16786,34433,3560,30873,95396,5485,89911,105019,13388,91631,16043,3936,12107,10693,3174,7519,315912,16075,406,15669,33696,2150,31546,113623,4135,109488,112137,14227,97910,20849,4825,16024,19532,10901,8631,240292,24761,342,24419,192753,6086,186667,22778,5346,17432,302446,66780,5219,61561,194665,29117,165548,41001,16328,24673,,,,,,,,,,,21271.0,1816.0,92.0,1724.0,18146.0,498.0,17648.0,1309.0,290.0,1019.0,,,,,,,,,,,16499.0,4234.0,137.0,4097.0,11743.0,515.0,11228.0,522.0,121.0,401.0,11614.0,3230.0,157.0,3073.0,7349.0,732.0,6617.0,1035.0,512.0,523.0,207527.0,17495.0,270.0,17225.0,169094.0,5754.0,163340.0,20938.0,4759.0,16179.0,54795.0,12258.0,378.0,11880.0,39768.0,1254.0,38514.0,2769.0,1038.0,1731.0,594282,278370,16786,0,16786,34433,166,34267,95396,1671,93725,105019,2168,102851,16043,649,15394,10693,936,9757,315912,16075,206,15869,33696,434,33262,113623,455,113168,112137,1424,110713,20849,837,20012,19532,3608,15924,594282,278370,51219,3560,47659,200415,18873,181542,26736,7110,19626,315912,49771,2556,47215,225760,18362,207398,40381,15726,24655,594282,278370,51219,166,51053,200415,3839,196576,26736,1585,25151,315912,49771,640,49131,225760,1879,223881,40381,4445,35936,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20100.0,dc,0,74,5,594282,278370,16786,0,16786,34433,3560,30873,95396,5485,89911,105019,13388,91631,16043,3936,12107,10693,3174,7519,315912,16075,406,15669,33696,2150,31546,113623,4135,109488,112137,14227,97910,20849,4825,16024,19532,10901,8631,240292,24761,342,24419,192753,6086,186667,22778,5346,17432,302446,66780,5219,61561,194665,29117,165548,41001,16328,24673,,,,,,,,,,,21271.0,1816.0,92.0,1724.0,18146.0,498.0,17648.0,1309.0,290.0,1019.0,,,,,,,,,,,16499.0,4234.0,137.0,4097.0,11743.0,515.0,11228.0,522.0,121.0,401.0,11614.0,3230.0,157.0,3073.0,7349.0,732.0,6617.0,1035.0,512.0,523.0,207527.0,17495.0,270.0,17225.0,169094.0,5754.0,163340.0,20938.0,4759.0,16179.0,54795.0,12258.0,378.0,11880.0,39768.0,1254.0,38514.0,2769.0,1038.0,1731.0,594282,278370,16786,0,16786,34433,166,34267,95396,1671,93725,105019,2168,102851,16043,649,15394,10693,936,9757,315912,16075,206,15869,33696,434,33262,113623,455,113168,112137,1424,110713,20849,837,20012,19532,3608,15924,594282,278370,51219,3560,47659,200415,18873,181542,26736,7110,19626,315912,49771,2556,47215,225760,18362,207398,40381,15726,24655,594282,278370,51219,166,51053,200415,3839,196576,26736,1585,25151,315912,49771,640,49131,225760,1879,223881,40381,4445,35936,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20100.0,dc,0,74,6,594282,278370,16786,0,16786,34433,3560,30873,95396,5485,89911,105019,13388,91631,16043,3936,12107,10693,3174,7519,315912,16075,406,15669,33696,2150,31546,113623,4135,109488,112137,14227,97910,20849,4825,16024,19532,10901,8631,240292,24761,342,24419,192753,6086,186667,22778,5346,17432,302446,66780,5219,61561,194665,29117,165548,41001,16328,24673,,,,,,,,,,,21271.0,1816.0,92.0,1724.0,18146.0,498.0,17648.0,1309.0,290.0,1019.0,,,,,,,,,,,16499.0,4234.0,137.0,4097.0,11743.0,515.0,11228.0,522.0,121.0,401.0,11614.0,3230.0,157.0,3073.0,7349.0,732.0,6617.0,1035.0,512.0,523.0,207527.0,17495.0,270.0,17225.0,169094.0,5754.0,163340.0,20938.0,4759.0,16179.0,54795.0,12258.0,378.0,11880.0,39768.0,1254.0,38514.0,2769.0,1038.0,1731.0,594282,278370,16786,0,16786,34433,166,34267,95396,1671,93725,105019,2168,102851,16043,649,15394,10693,936,9757,315912,16075,206,15869,33696,434,33262,113623,455,113168,112137,1424,110713,20849,837,20012,19532,3608,15924,594282,278370,51219,3560,47659,200415,18873,181542,26736,7110,19626,315912,49771,2556,47215,225760,18362,207398,40381,15726,24655,594282,278370,51219,166,51053,200415,3839,196576,26736,1585,25151,315912,49771,640,49131,225760,1879,223881,40381,4445,35936,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20100.0,dc,0,74,7,594282,278370,16786,0,16786,34433,3560,30873,95396,5485,89911,105019,13388,91631,16043,3936,12107,10693,3174,7519,315912,16075,406,15669,33696,2150,31546,113623,4135,109488,112137,14227,97910,20849,4825,16024,19532,10901,8631,240292,24761,342,24419,192753,6086,186667,22778,5346,17432,302446,66780,5219,61561,194665,29117,165548,41001,16328,24673,,,,,,,,,,,21271.0,1816.0,92.0,1724.0,18146.0,498.0,17648.0,1309.0,290.0,1019.0,,,,,,,,,,,16499.0,4234.0,137.0,4097.0,11743.0,515.0,11228.0,522.0,121.0,401.0,11614.0,3230.0,157.0,3073.0,7349.0,732.0,6617.0,1035.0,512.0,523.0,207527.0,17495.0,270.0,17225.0,169094.0,5754.0,163340.0,20938.0,4759.0,16179.0,54795.0,12258.0,378.0,11880.0,39768.0,1254.0,38514.0,2769.0,1038.0,1731.0,594282,278370,16786,0,16786,34433,166,34267,95396,1671,93725,105019,2168,102851,16043,649,15394,10693,936,9757,315912,16075,206,15869,33696,434,33262,113623,455,113168,112137,1424,110713,20849,837,20012,19532,3608,15924,594282,278370,51219,3560,47659,200415,18873,181542,26736,7110,19626,315912,49771,2556,47215,225760,18362,207398,40381,15726,24655,594282,278370,51219,166,51053,200415,3839,196576,26736,1585,25151,315912,49771,640,49131,225760,1879,223881,40381,4445,35936,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20100.0,dc,0,74,8,594282,278370,16786,0,16786,34433,3560,30873,95396,5485,89911,105019,13388,91631,16043,3936,12107,10693,3174,7519,315912,16075,406,15669,33696,2150,31546,113623,4135,109488,112137,14227,97910,20849,4825,16024,19532,10901,8631,240292,24761,342,24419,192753,6086,186667,22778,5346,17432,302446,66780,5219,61561,194665,29117,165548,41001,16328,24673,,,,,,,,,,,21271.0,1816.0,92.0,1724.0,18146.0,498.0,17648.0,1309.0,290.0,1019.0,,,,,,,,,,,16499.0,4234.0,137.0,4097.0,11743.0,515.0,11228.0,522.0,121.0,401.0,11614.0,3230.0,157.0,3073.0,7349.0,732.0,6617.0,1035.0,512.0,523.0,207527.0,17495.0,270.0,17225.0,169094.0,5754.0,163340.0,20938.0,4759.0,16179.0,54795.0,12258.0,378.0,11880.0,39768.0,1254.0,38514.0,2769.0,1038.0,1731.0,594282,278370,16786,0,16786,34433,166,34267,95396,1671,93725,105019,2168,102851,16043,649,15394,10693,936,9757,315912,16075,206,15869,33696,434,33262,113623,455,113168,112137,1424,110713,20849,837,20012,19532,3608,15924,594282,278370,51219,3560,47659,200415,18873,181542,26736,7110,19626,315912,49771,2556,47215,225760,18362,207398,40381,15726,24655,594282,278370,51219,166,51053,200415,3839,196576,26736,1585,25151,315912,49771,640,49131,225760,1879,223881,40381,4445,35936,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20100.0,dc,0,74,9,594282,278370,16786,0,16786,34433,3560,30873,95396,5485,89911,105019,13388,91631,16043,3936,12107,10693,3174,7519,315912,16075,406,15669,33696,2150,31546,113623,4135,109488,112137,14227,97910,20849,4825,16024,19532,10901,8631,240292,24761,342,24419,192753,6086,186667,22778,5346,17432,302446,66780,5219,61561,194665,29117,165548,41001,16328,24673,,,,,,,,,,,21271.0,1816.0,92.0,1724.0,18146.0,498.0,17648.0,1309.0,290.0,1019.0,,,,,,,,,,,16499.0,4234.0,137.0,4097.0,11743.0,515.0,11228.0,522.0,121.0,401.0,11614.0,3230.0,157.0,3073.0,7349.0,732.0,6617.0,1035.0,512.0,523.0,207527.0,17495.0,270.0,17225.0,169094.0,5754.0,163340.0,20938.0,4759.0,16179.0,54795.0,12258.0,378.0,11880.0,39768.0,1254.0,38514.0,2769.0,1038.0,1731.0,594282,278370,16786,0,16786,34433,166,34267,95396,1671,93725,105019,2168,102851,16043,649,15394,10693,936,9757,315912,16075,206,15869,33696,434,33262,113623,455,113168,112137,1424,110713,20849,837,20012,19532,3608,15924,594282,278370,51219,3560,47659,200415,18873,181542,26736,7110,19626,315912,49771,2556,47215,225760,18362,207398,40381,15726,24655,594282,278370,51219,166,51053,200415,3839,196576,26736,1585,25151,315912,49771,640,49131,225760,1879,223881,40381,4445,35936,50000US1198,"Delegate District (at Large) (111th Congress), District of Columbia"
8,ACSSF,20100.0,dc,0,74,10,109582,49949,2452,0,2452,5564,169,5395,17798,456,17342,17178,555,16623,3812,419,3393,3145,835,2310,59633,1784,0,1784,4372,278,4094,22783,322,22461,20750,771,19979,5333,650,4683,4611,2656,1955,93725,11674,186,11488,67452,1882,65570,14599,3462,11137,5537,648,0,648,3385,86,3299,1504,875,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87034.0,10945.0,186.0,10759.0,62041.0,1882.0,60159.0,14048.0,3323.0,10725.0,,,,,,,,,,,109582,49949,2452,0,2452,5564,0,5564,17798,90,17708,17178,208,16970,3812,72,3740,3145,392,2753,59633,1784,0,1784,4372,139,4233,22783,0,22783,20750,67,20683,5333,181,5152,4611,964,3647,109582,49949,8016,169,7847,34976,1011,33965,6957,1254,5703,59633,6156,278,5878,43533,1093,42440,9944,3306,6638,109582,49949,8016,0,8016,34976,298,34678,6957,464,6493,59633,6156,139,6017,43533,67,43466,9944,1145,8799,79500US1100101,"PUMA5 00101, District of Columbia"
9,ACSSF,20100.0,dc,0,74,11,115844,54126,3388,0,3388,6123,445,5678,16752,75,16677,22815,3092,19723,2998,377,2621,2050,600,1450,61718,3065,0,3065,7914,48,7866,19286,1106,18180,24634,3771,20863,4088,1552,2536,2731,1633,1098,38989,5096,0,5096,31700,994,30706,2193,505,1688,63250,12267,493,11774,42231,6742,35489,8752,3482,5270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8900.0,2655.0,0.0,2655.0,5938.0,176.0,5762.0,307.0,0.0,307.0,1958.0,414.0,0.0,414.0,1155.0,0.0,1155.0,389.0,115.0,274.0,24900.0,1509.0,0.0,1509.0,21842.0,846.0,20996.0,1549.0,330.0,1219.0,25179.0,6199.0,0.0,6199.0,17803.0,375.0,17428.0,1177.0,440.0,737.0,115844,54126,3388,0,3388,6123,0,6123,16752,75,16677,22815,286,22529,2998,153,2845,2050,89,1961,61718,3065,0,3065,7914,48,7866,19286,115,19171,24634,329,24305,4088,202,3886,2731,685,2046,115844,54126,9511,445,9066,39567,3167,36400,5048,977,4071,61718,10979,48,10931,43920,4877,39043,6819,3185,3634,115844,54126,9511,0,9511,39567,361,39206,5048,242,4806,61718,10979,48,10931,43920,444,43476,6819,887,5932,79500US1100102,"PUMA5 00102, District of Columbia"
