,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,"Full-time, year-round civilian employed population 16 years and over with earnings%Veterinarians","Full-time, year-round civilian employed population 16 years and over with earnings%Registered nurses","Full-time, year-round civilian employed population 16 years and over with earnings%Nurse anesthetists","Full-time, year-round civilian employed population 16 years and over with earnings%Nurse midwives","Full-time, year-round civilian employed population 16 years and over with earnings%Nurse practitioners","Full-time, year-round civilian employed population 16 years and over with earnings%Health diagnosing and treating practitioners, all other","Full-time, year-round civilian employed population 16 years and over with earnings%Clinical laboratory technologists and technicians","Full-time, year-round civilian employed population 16 years and over with earnings%Dental hygienists","Full-time, year-round civilian employed population 16 years and over with earnings%Diagnostic related technologists and technicians","Full-time, year-round civilian employed population 16 years and over with earnings%Emergency medical technicians and paramedics","Full-time, year-round civilian employed population 16 years and over with earnings%Health practitioner support technologists and technicians","Full-time, year-round civilian employed population 16 years and over with earnings%Licensed practical and licensed vocational nurses","Full-time, year-round civilian employed population 16 years and over with earnings%Medical records and health information technicians","Full-time, year-round civilian employed population 16 years and over with earnings%Opticians, dispensing","Full-time, year-round civilian employed population 16 years and over with earnings%Miscellaneous health technologists and technicians","Full-time, year-round civilian employed population 16 years and over with earnings%Other healthcare practitioners and technical occupations","Full-time, year-round civilian employed population 16 years and over with earnings%Nursing, psychiatric, and home health aides","Full-time, year-round civilian employed population 16 years and over with earnings%Occupational therapy assistants and aides","Full-time, year-round civilian employed population 16 years and over with earnings%Physical therapist assistants and aides","Full-time, year-round civilian employed population 16 years and over with earnings%Massage therapists","Full-time, year-round civilian employed population 16 years and over with earnings%Dental assistants","Full-time, year-round civilian employed population 16 years and over with earnings%Medical assistants","Full-time, year-round civilian employed population 16 years and over with earnings%Medical transcriptionists","Full-time, year-round civilian employed population 16 years and over with earnings%Pharmacy aides","Full-time, year-round civilian employed population 16 years and over with earnings%Veterinary assistants and laboratory animal caretakers","Full-time, year-round civilian employed population 16 years and over with earnings%Phlebotomists","Full-time, year-round civilian employed population 16 years and over with earnings%Healthcare support workers, all other, including medical equipment preparers","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of correctional officers","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of police and detectives","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of fire fighting and prevention workers","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of protective service workers, all other","Full-time, year-round civilian employed population 16 years and over with earnings%Firefighters","Full-time, year-round civilian employed population 16 years and over with earnings%Fire inspectors","Full-time, year-round civilian employed population 16 years and over with earnings%Bailiffs, correctional officers, and jailers","Full-time, year-round civilian employed population 16 years and over with earnings%Detectives and criminal investigators","Full-time, year-round civilian employed population 16 years and over with earnings%Fish and game wardens","Full-time, year-round civilian employed population 16 years and over with earnings%Parking enforcement workers","Full-time, year-round civilian employed population 16 years and over with earnings%Police and sheriff's patrol officers","Full-time, year-round civilian employed population 16 years and over with earnings%Transit and railroad police","Full-time, year-round civilian employed population 16 years and over with earnings%Animal control workers","Full-time, year-round civilian employed population 16 years and over with earnings%Private detectives and investigators","Full-time, year-round civilian employed population 16 years and over with earnings%Security guards and gaming surveillance officers","Full-time, year-round civilian employed population 16 years and over with earnings%Crossing guards","Full-time, year-round civilian employed population 16 years and over with earnings%Transportation security screeners","Full-time, year-round civilian employed population 16 years and over with earnings%Lifeguards and other recreational, and all other protective service workers","Full-time, year-round civilian employed population 16 years and over with earnings%Chefs and head cooks","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of food preparation and serving workers","Full-time, year-round civilian employed population 16 years and over with earnings%Cooks","Full-time, year-round civilian employed population 16 years and over with earnings%Food preparation workers","Full-time, year-round civilian employed population 16 years and over with earnings%Bartenders","Full-time, year-round civilian employed population 16 years and over with earnings%Combined food preparation and serving workers, including fast food","Full-time, year-round civilian employed population 16 years and over with earnings%Counter attendants, cafeteria, food concession, and coffee shop","Full-time, year-round civilian employed population 16 years and over with earnings%Waiters and waitresses","Full-time, year-round civilian employed population 16 years and over with earnings%Food servers, nonrestaurant","Full-time, year-round civilian employed population 16 years and over with earnings%Dining room and cafeteria attendants and bartender helpers","Full-time, year-round civilian employed population 16 years and over with earnings%Dishwashers","Full-time, year-round civilian employed population 16 years and over with earnings%Hosts and hostesses, restaurant, lounge, and coffee shop","Full-time, year-round civilian employed population 16 years and over with earnings%Food preparation and serving related workers, all other","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of housekeeping and janitorial workers","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of landscaping, lawn service, and groundskeeping workers","Full-time, year-round civilian employed population 16 years and over with earnings%Janitors and building cleaners","Full-time, year-round civilian employed population 16 years and over with earnings%Maids and housekeeping cleaners","Full-time, year-round civilian employed population 16 years and over with earnings%Pest control workers","Full-time, year-round civilian employed population 16 years and over with earnings%Grounds maintenance workers","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of gaming workers","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of personal service workers","Full-time, year-round civilian employed population 16 years and over with earnings%Animal trainers","Full-time, year-round civilian employed population 16 years and over with earnings%Nonfarm animal caretakers","Full-time, year-round civilian employed population 16 years and over with earnings%Gaming services workers","Full-time, year-round civilian employed population 16 years and over with earnings%Motion picture projectionists","Full-time, year-round civilian employed population 16 years and over with earnings%Ushers, lobby attendants, and ticket takers","Full-time, year-round civilian employed population 16 years and over with earnings%Miscellaneous entertainment attendants and related workers","Full-time, year-round civilian employed population 16 years and over with earnings%Embalmers and funeral attendants","Full-time, year-round civilian employed population 16 years and over with earnings%Morticians, undertakers, and funeral directors","Full-time, year-round civilian employed population 16 years and over with earnings%Barbers","Full-time, year-round civilian employed population 16 years and over with earnings%Hairdressers, hairstylists, and cosmetologists","Full-time, year-round civilian employed population 16 years and over with earnings%Miscellaneous personal appearance workers","Full-time, year-round civilian employed population 16 years and over with earnings%Baggage porters, bellhops, and concierges","Full-time, year-round civilian employed population 16 years and over with earnings%Tour and travel guides","Full-time, year-round civilian employed population 16 years and over with earnings%Childcare workers","Full-time, year-round civilian employed population 16 years and over with earnings%Personal care aides","Full-time, year-round civilian employed population 16 years and over with earnings%Recreation and fitness workers","Full-time, year-round civilian employed population 16 years and over with earnings%Residential advisors","Full-time, year-round civilian employed population 16 years and over with earnings%Personal care and service workers, all other","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of retail sales workers","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of non-retail sales workers","Full-time, year-round civilian employed population 16 years and over with earnings%Cashiers","Full-time, year-round civilian employed population 16 years and over with earnings%Counter and rental clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Parts salespersons","Full-time, year-round civilian employed population 16 years and over with earnings%Retail salespersons","Full-time, year-round civilian employed population 16 years and over with earnings%Advertising sales agents","Full-time, year-round civilian employed population 16 years and over with earnings%Insurance sales agents","Full-time, year-round civilian employed population 16 years and over with earnings%Securities, commodities, and financial services sales agents","Full-time, year-round civilian employed population 16 years and over with earnings%Travel agents","Full-time, year-round civilian employed population 16 years and over with earnings%Sales representatives, services, all other","Full-time, year-round civilian employed population 16 years and over with earnings%Sales representatives, wholesale and manufacturing","Full-time, year-round civilian employed population 16 years and over with earnings%Models, demonstrators, and product promoters","Full-time, year-round civilian employed population 16 years and over with earnings%Real estate brokers and sales agents","Full-time, year-round civilian employed population 16 years and over with earnings%Sales engineers","Full-time, year-round civilian employed population 16 years and over with earnings%Telemarketers","Full-time, year-round civilian employed population 16 years and over with earnings%Door-to-door sales workers, news and street vendors, and related workers","Full-time, year-round civilian employed population 16 years and over with earnings%Sales and related workers, all other","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of office and administrative support workers","Full-time, year-round civilian employed population 16 years and over with earnings%Switchboard operators, including answering service","Full-time, year-round civilian employed population 16 years and over with earnings%Telephone operators","Full-time, year-round civilian employed population 16 years and over with earnings%Communications equipment operators, all other","Full-time, year-round civilian employed population 16 years and over with earnings%Bill and account collectors","Full-time, year-round civilian employed population 16 years and over with earnings%Billing and posting clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Bookkeeping, accounting, and auditing clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Gaming cage workers","Full-time, year-round civilian employed population 16 years and over with earnings%Payroll and timekeeping clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Procurement clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Tellers","Full-time, year-round civilian employed population 16 years and over with earnings%Financial clerks, all other","Full-time, year-round civilian employed population 16 years and over with earnings%Brokerage clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Correspondence clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Court, municipal, and license clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Credit authorizers, checkers, and clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Customer service representatives","Full-time, year-round civilian employed population 16 years and over with earnings%Eligibility interviewers, government programs","Full-time, year-round civilian employed population 16 years and over with earnings%File clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Hotel, motel, and resort desk clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Interviewers, except eligibility and loan","Full-time, year-round civilian employed population 16 years and over with earnings%Library assistants, clerical","Full-time, year-round civilian employed population 16 years and over with earnings%Loan interviewers and clerks","Full-time, year-round civilian employed population 16 years and over with earnings%New accounts clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Order clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Human resources assistants, except payroll and timekeeping","Full-time, year-round civilian employed population 16 years and over with earnings%Receptionists and information clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Reservation and transportation ticket agents and travel clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Information and record clerks, all other","Full-time, year-round civilian employed population 16 years and over with earnings%Cargo and freight agents","Full-time, year-round civilian employed population 16 years and over with earnings%Couriers and messengers","Full-time, year-round civilian employed population 16 years and over with earnings%Dispatchers","Full-time, year-round civilian employed population 16 years and over with earnings%Meter readers, utilities","Full-time, year-round civilian employed population 16 years and over with earnings%Postal service clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Postal service mail carriers","Full-time, year-round civilian employed population 16 years and over with earnings%Postal service mail sorters, processors, and processing machine operators","Full-time, year-round civilian employed population 16 years and over with earnings%Production, planning, and expediting clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Shipping, receiving, and traffic clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Stock clerks and order fillers","Full-time, year-round civilian employed population 16 years and over with earnings%Weighers, measurers, checkers, and samplers, recordkeeping","Full-time, year-round civilian employed population 16 years and over with earnings%Secretaries and administrative assistants","Full-time, year-round civilian employed population 16 years and over with earnings%Computer operators","Full-time, year-round civilian employed population 16 years and over with earnings%Data entry keyers","Full-time, year-round civilian employed population 16 years and over with earnings%Word processors and typists","Full-time, year-round civilian employed population 16 years and over with earnings%Desktop publishers","Full-time, year-round civilian employed population 16 years and over with earnings%Insurance claims and policy processing clerks","Full-time, year-round civilian employed population 16 years and over with earnings%Mail clerks and mail machine operators, except postal service","Full-time, year-round civilian employed population 16 years and over with earnings%Office clerks, general","Full-time, year-round civilian employed population 16 years and over with earnings%Office machine operators, except computer","Full-time, year-round civilian employed population 16 years and over with earnings%Proofreaders and copy markers","Full-time, year-round civilian employed population 16 years and over with earnings%Statistical assistants","Full-time, year-round civilian employed population 16 years and over with earnings%Office and administrative support workers, all other","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of farming, fishing, and forestry workers","Full-time, year-round civilian employed population 16 years and over with earnings%Agricultural inspectors","Full-time, year-round civilian employed population 16 years and over with earnings%Animal breeders","Full-time, year-round civilian employed population 16 years and over with earnings%Graders and sorters, agricultural products","Full-time, year-round civilian employed population 16 years and over with earnings%Miscellaneous agricultural workers","Full-time, year-round civilian employed population 16 years and over with earnings%Fishing and hunting workers","Full-time, year-round civilian employed population 16 years and over with earnings%Forest and conservation workers","Full-time, year-round civilian employed population 16 years and over with earnings%Logging workers","Full-time, year-round civilian employed population 16 years and over with earnings%First-line supervisors of construction trades and extraction workers","Full-time, year-round civilian employed population 16 years and over with earnings%Boilermakers","Full-time, year-round civilian employed population 16 years and over with earnings%Brickmasons, blockmasons, and stonemasons","Full-time, year-round civilian employed population 16 years and over with earnings%Carpenters","Full-time, year-round civilian employed population 16 years and over with earnings%Carpet, floor, and tile installers and finishers","Full-time, year-round civilian employed population 16 years and over with earnings%Cement masons, concrete finishers, and terrazzo workers","Full-time, year-round civilian employed population 16 years and over with earnings%Construction laborers","Full-time, year-round civilian employed population 16 years and over with earnings%Paving, surfacing, and tamping equipment operators","Full-time, year-round civilian employed population 16 years and over with earnings%Operating engineers and other construction equipment operators, including pile-driver operators","Full-time, year-round civilian employed population 16 years and over with earnings%Drywall installers, ceiling tile installers, and tapers","Full-time, year-round civilian employed population 16 years and over with earnings%Electricians","Full-time, year-round civilian employed population 16 years and over with earnings%Glaziers","Full-time, year-round civilian employed population 16 years and over with earnings%Insulation workers",Geographic Identifier,Area Name
0,ACSSF,20100.0,dc,0,127,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04001US11,District of Columbia -- Urban
1,ACSSF,20100.0,dc,0,127,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20100.0,dc,0,127,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20100.0,dc,0,127,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20100.0,dc,0,127,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20100.0,dc,0,127,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20100.0,dc,0,127,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20100.0,dc,0,127,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000US1198,"Delegate District (at Large) (111th Congress), District of Columbia"
8,ACSSF,20100.0,dc,0,127,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100101,"PUMA5 00101, District of Columbia"
9,ACSSF,20100.0,dc,0,127,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100102,"PUMA5 00102, District of Columbia"
10,ACSSF,20100.0,dc,0,127,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100103,"PUMA5 00103, District of Columbia"
11,ACSSF,20100.0,dc,0,127,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100104,"PUMA5 00104, District of Columbia"
12,ACSSF,20100.0,dc,0,127,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100105,"PUMA5 00105, District of Columbia"
13,ACSSF,20100.0,dc,0,127,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97000US1100030,"District of Columbia Public Schools, District of Columbia"
