,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Workers 16 years and over,"Workers 16 years and over% % Car, truck, or van:","Workers 16 years and over% % Car, truck, or van:% Drove alone","Workers 16 years and over% % Car, truck, or van:% Carpooled:","Workers 16 years and over% % Car, truck, or van:% Carpooled:% In 2-person carpool","Workers 16 years and over% % Car, truck, or van:% Carpooled:% In 3-person carpool","Workers 16 years and over% % Car, truck, or van:% Carpooled:% In 4-or-more-person carpool",Workers 16 years and over% % Public transportation (excluding taxicab):,Workers 16 years and over% % Public transportation (excluding taxicab):% Bus or trolley bus,Workers 16 years and over% % Public transportation (excluding taxicab):% Streetcar or trolley car (carro publico in Puerto Rico),Workers 16 years and over% % Public transportation (excluding taxicab):% Subway or elevated,Workers 16 years and over% % Public transportation (excluding taxicab):% Railroad,Workers 16 years and over% % Public transportation (excluding taxicab):% Ferryboat,Workers 16 years and over% % Bicycle,Workers 16 years and over% % Walked,"Workers 16 years and over% % Taxicab, motorcycle, or other means",Workers 16 years and over% % Worked at home,Workers 16 years and over% Male:,"Workers 16 years and over% Male:% Car, truck, or van:","Workers 16 years and over% Male:% Car, truck, or van:% Drove alone","Workers 16 years and over% Male:% Car, truck, or van:% Carpooled:","Workers 16 years and over% Male:% Car, truck, or van:% Carpooled:% In 2-person carpool","Workers 16 years and over% Male:% Car, truck, or van:% Carpooled:% In 3-person carpool","Workers 16 years and over% Male:% Car, truck, or van:% Carpooled:% In 4-or-more-person carpool",Workers 16 years and over% Male:% Public transportation (excluding taxicab):,Workers 16 years and over% Male:% Public transportation (excluding taxicab):% Bus or trolley bus,Workers 16 years and over% Male:% Public transportation (excluding taxicab):% Streetcar or trolley car (carro publico in Puerto Rico),Workers 16 years and over% Male:% Public transportation (excluding taxicab):% Subway or elevated,Workers 16 years and over% Male:% Public transportation (excluding taxicab):% Railroad,Workers 16 years and over% Male:% Public transportation (excluding taxicab):% Ferryboat,Workers 16 years and over% Male:% Bicycle,Workers 16 years and over% Male:% Walked,"Workers 16 years and over% Male:% Taxicab, motorcycle, or other means",Workers 16 years and over% Male:% Worked at home,Workers 16 years and over% Female:,"Workers 16 years and over% Female:% Car, truck, or van:","Workers 16 years and over% Female:% Car, truck, or van:% Drove alone","Workers 16 years and over% Female:% Car, truck, or van:% Carpooled:","Workers 16 years and over% Female:% Car, truck, or van:% Carpooled:% In 2-person carpool","Workers 16 years and over% Female:% Car, truck, or van:% Carpooled:% In 3-person carpool","Workers 16 years and over% Female:% Car, truck, or van:% Carpooled:% In 4-or-more-person carpool",Workers 16 years and over% Female:% Public transportation (excluding taxicab):,Workers 16 years and over% Female:% Public transportation (excluding taxicab):% Bus or trolley bus,Workers 16 years and over% Female:% Public transportation (excluding taxicab):% Streetcar or trolley car (carro publico in Puerto Rico),Workers 16 years and over% Female:% Public transportation (excluding taxicab):% Subway or elevated,Workers 16 years and over% Female:% Public transportation (excluding taxicab):% Railroad,Workers 16 years and over% Female:% Public transportation (excluding taxicab):% Ferryboat,Workers 16 years and over% Female:% Bicycle,Workers 16 years and over% Female:% Walked,"Workers 16 years and over% Female:% Taxicab, motorcycle, or other means",Workers 16 years and over% Female:% Worked at home,Workers 16 years and over,Workers 16 years and over% % Worked in state of residence:,Workers 16 years and over% % Worked in state of residence:% Worked in county of residence,Workers 16 years and over% % Worked in state of residence:% Worked outside county of residence,Workers 16 years and over% % Worked outside state of residence,Workers 16 years and over% Male:,Workers 16 years and over% Male:% Worked in state of residence:,Workers 16 years and over% Male:% Worked in state of residence:% Worked in county of residence,Workers 16 years and over% Male:% Worked in state of residence:% Worked outside county of residence,Workers 16 years and over% Male:% Worked outside state of residence,Workers 16 years and over% Female:,Workers 16 years and over% Female:% Worked in state of residence:,Workers 16 years and over% Female:% Worked in state of residence:% Worked in county of residence,Workers 16 years and over% Female:% Worked in state of residence:% Worked outside county of residence,Workers 16 years and over% Female:% Worked outside state of residence,Workers 16 years and over,Workers 16 years and over% % Living in a place:,Workers 16 years and over% % Living in a place:% Worked in place of residence,Workers 16 years and over% % Living in a place:% Worked outside place of residence,Workers 16 years and over% % Not living in a place,Workers 16 years and over% Male:,Workers 16 years and over% Male:% Living in a place:,Workers 16 years and over% Male:% Living in a place:% Worked in place of residence,Workers 16 years and over% Male:% Living in a place:% Worked outside place of residence,Workers 16 years and over% Male:% Not living in a place,Workers 16 years and over% Female:,Workers 16 years and over% Female:% Living in a place:,Workers 16 years and over% Female:% Living in a place:% Worked in place of residence,Workers 16 years and over% Female:% Living in a place:% Worked outside place of residence,Workers 16 years and over% Female:% Not living in a place,Workers 16 years and over,Workers 16 years and over% % Living in the 12 selected states:,Workers 16 years and over% % Living in the 12 selected states:% Worked in MCD of residence,Workers 16 years and over% % Living in the 12 selected states:% Worked outside MCD of residence,Workers 16 years and over% % Not living in the 12 selected states,Workers 16 years and over% Male:,Workers 16 years and over% Male:% Living in the 12 selected states:,Workers 16 years and over% Male:% Living in the 12 selected states:% Worked in MCD of residence,Workers 16 years and over% Male:% Living in the 12 selected states:% Worked outside MCD of residence,Workers 16 years and over% Male:% Not living in the 12 selected states,Workers 16 years and over% Female:,Workers 16 years and over% Female:% Living in the 12 selected states:,Workers 16 years and over% Female:% Living in the 12 selected states:% Worked in MCD of residence,Workers 16 years and over% Female:% Living in the 12 selected states:% Worked outside MCD of residence,Workers 16 years and over% Female:% Not living in the 12 selected states,Workers 16 years and over who did not work at home,Workers 16 years and over who did not work at home% % 12:00 a.m. to 4:59 a.m.,Workers 16 years and over who did not work at home% % 5:00 a.m. to 5:29 a.m.,Workers 16 years and over who did not work at home% % 5:30 a.m. to 5:59 a.m.,Workers 16 years and over who did not work at home% % 6:00 a.m. to 6:29 a.m.,Workers 16 years and over who did not work at home% % 6:30 a.m. to 6:59 a.m.,Workers 16 years and over who did not work at home% % 7:00 a.m. to 7:29 a.m.,Workers 16 years and over who did not work at home% % 7:30 a.m. to 7:59 a.m.,Workers 16 years and over who did not work at home% % 8:00 a.m. to 8:29 a.m.,Workers 16 years and over who did not work at home% % 8:30 a.m. to 8:59 a.m.,Workers 16 years and over who did not work at home% % 9:00 a.m. to 9:59 a.m.,Workers 16 years and over who did not work at home% % 10:00 a.m. to 10:59 a.m.,Workers 16 years and over who did not work at home% % 11:00 a.m. to 11:59 a.m.,Workers 16 years and over who did not work at home% % 12:00 p.m. to 3:59 p.m.,Workers 16 years and over who did not work at home% % 4:00 p.m. to 11:59 p.m.,Workers 16 years and over who did not work at home% Male:,Workers 16 years and over who did not work at home% Male:% 12:00 a.m. to 4:59 a.m.,Workers 16 years and over who did not work at home% Male:% 5:00 a.m. to 5:29 a.m.,Workers 16 years and over who did not work at home% Male:% 5:30 a.m. to 5:59 a.m.,Workers 16 years and over who did not work at home% Male:% 6:00 a.m. to 6:29 a.m.,Workers 16 years and over who did not work at home% Male:% 6:30 a.m. to 6:59 a.m.,Workers 16 years and over who did not work at home% Male:% 7:00 a.m. to 7:29 a.m.,Workers 16 years and over who did not work at home% Male:% 7:30 a.m. to 7:59 a.m.,Workers 16 years and over who did not work at home% Male:% 8:00 a.m. to 8:29 a.m.,Workers 16 years and over who did not work at home% Male:% 8:30 a.m. to 8:59 a.m.,Workers 16 years and over who did not work at home% Male:% 9:00 a.m. to 9:59 a.m.,Workers 16 years and over who did not work at home% Male:% 10:00 a.m. to 10:59 a.m.,Workers 16 years and over who did not work at home% Male:% 11:00 a.m. to 11:59 a.m.,Workers 16 years and over who did not work at home% Male:% 12:00 p.m. to 3:59 p.m.,Workers 16 years and over who did not work at home% Male:% 4:00 p.m. to 11:59 p.m.,Workers 16 years and over who did not work at home% Female:,Workers 16 years and over who did not work at home% Female:% 12:00 a.m. to 4:59 a.m.,Workers 16 years and over who did not work at home% Female:% 5:00 a.m. to 5:29 a.m.,Workers 16 years and over who did not work at home% Female:% 5:30 a.m. to 5:59 a.m.,Workers 16 years and over who did not work at home% Female:% 6:00 a.m. to 6:29 a.m.,Workers 16 years and over who did not work at home% Female:% 6:30 a.m. to 6:59 a.m.,Workers 16 years and over who did not work at home% Female:% 7:00 a.m. to 7:29 a.m.,Workers 16 years and over who did not work at home% Female:% 7:30 a.m. to 7:59 a.m.,Workers 16 years and over who did not work at home% Female:% 8:00 a.m. to 8:29 a.m.,Workers 16 years and over who did not work at home% Female:% 8:30 a.m. to 8:59 a.m.,Workers 16 years and over who did not work at home% Female:% 9:00 a.m. to 9:59 a.m.,Workers 16 years and over who did not work at home% Female:% 10:00 a.m. to 10:59 a.m.,Workers 16 years and over who did not work at home% Female:% 11:00 a.m. to 11:59 a.m.,Workers 16 years and over who did not work at home% Female:% 12:00 p.m. to 3:59 p.m.,Workers 16 years and over who did not work at home% Female:% 4:00 p.m. to 11:59 p.m.,Workers 16 years and over,"Workers 16 years and over% % Car, truck, or van:","Workers 16 years and over% % Car, truck, or van:% Drove alone","Workers 16 years and over% % Car, truck, or van:% Carpooled:","Workers 16 years and over% % Car, truck, or van:% Carpooled:% In 2-person carpool","Workers 16 years and over% % Car, truck, or van:% Carpooled:% In 3-person carpool","Workers 16 years and over% % Car, truck, or van:% Carpooled:% In 4-or-more-person carpool",Workers 16 years and over% % Public transportation (excluding taxicab),Workers 16 years and over% % Bicycle,Workers 16 years and over% % Walked,"Workers 16 years and over% % Taxicab, motorcycle, or other means",Workers 16 years and over% % Worked at home,Workers 16 years and over% Male:,"Workers 16 years and over% Male:% Car, truck, or van:","Workers 16 years and over% Male:% Car, truck, or van:% Drove alone","Workers 16 years and over% Male:% Car, truck, or van:% Carpooled:","Workers 16 years and over% Male:% Car, truck, or van:% Carpooled:% In 2-person carpool","Workers 16 years and over% Male:% Car, truck, or van:% Carpooled:% In 3-person carpool","Workers 16 years and over% Male:% Car, truck, or van:% Carpooled:% In 4-or-more-person carpool",Workers 16 years and over% Male:% Public transportation (excluding taxicab),Workers 16 years and over% Male:% Bicycle,Workers 16 years and over% Male:% Walked,"Workers 16 years and over% Male:% Taxicab, motorcycle, or other means",Workers 16 years and over% Male:% Worked at home,Workers 16 years and over% Female:,"Workers 16 years and over% Female:% Car, truck, or van:","Workers 16 years and over% Female:% Car, truck, or van:% Drove alone","Workers 16 years and over% Female:% Car, truck, or van:% Carpooled:","Workers 16 years and over% Female:% Car, truck, or van:% Carpooled:% In 2-person carpool","Workers 16 years and over% Female:% Car, truck, or van:% Carpooled:% In 3-person carpool","Workers 16 years and over% Female:% Car, truck, or van:% Carpooled:% In 4-or-more-person carpool",Workers 16 years and over% Female:% Public transportation (excluding taxicab),Workers 16 years and over% Female:% Bicycle,Workers 16 years and over% Female:% Walked,"Workers 16 years and over% Female:% Taxicab, motorcycle, or other means",Workers 16 years and over% Female:% Worked at home,Workers 16 years and over,Workers 16 years and over% % Worked in county of residence,Workers 16 years and over% % Worked outside county of residence,Workers 16 years and over% Male:,Workers 16 years and over% Male:% Worked in county of residence,Workers 16 years and over% Male:% Worked outside county of residence,Workers 16 years and over% Female:,Workers 16 years and over% Female:% Worked in county of residence,Workers 16 years and over% Female:% Worked outside county of residence,Workers 16 years and over who did not work at home,Workers 16 years and over who did not work at home% % 12:00 a.m. to 4:59 a.m.,Workers 16 years and over who did not work at home% % 5:00 a.m. to 5:29 a.m.,Workers 16 years and over who did not work at home% % 5:30 a.m. to 5:59 a.m.,Workers 16 years and over who did not work at home% % 6:00 a.m. to 6:29 a.m.,Workers 16 years and over who did not work at home% % 6:30 a.m. to 6:59 a.m.,Workers 16 years and over who did not work at home% % 7:00 a.m. to 7:29 a.m.,Workers 16 years and over who did not work at home% % 7:30 a.m. to 7:59 a.m.,Workers 16 years and over who did not work at home% % 8:00 a.m. to 8:29 a.m.,Workers 16 years and over who did not work at home% % 8:30 a.m. to 8:59 a.m.,Workers 16 years and over who did not work at home% % 9:00 a.m. to 11:59 p.m.,Workers 16 years and over who did not work at home% Male:,Workers 16 years and over who did not work at home% Male:% 12:00 a.m. to 4:59 a.m.,Workers 16 years and over who did not work at home% Male:% 5:00 a.m. to 5:29 a.m.,Workers 16 years and over who did not work at home% Male:% 5:30 a.m. to 5:59 a.m.,Workers 16 years and over who did not work at home% Male:% 6:00 a.m. to 6:29 a.m.,Workers 16 years and over who did not work at home% Male:% 6:30 a.m. to 6:59 a.m.,Workers 16 years and over who did not work at home% Male:% 7:00 a.m. to 7:29 a.m.,Workers 16 years and over who did not work at home% Male:% 7:30 a.m. to 7:59 a.m.,Workers 16 years and over who did not work at home% Male:% 8:00 a.m. to 8:29 a.m.,Workers 16 years and over who did not work at home% Male:% 8:30 a.m. to 8:59 a.m.,Workers 16 years and over who did not work at home% Male:% 9:00 a.m. to 11:59 p.m.,Workers 16 years and over who did not work at home% Female:,Workers 16 years and over who did not work at home% Female:% 12:00 a.m. to 4:59 a.m.,Workers 16 years and over who did not work at home% Female:% 5:00 a.m. to 5:29 a.m.,Workers 16 years and over who did not work at home% Female:% 5:30 a.m. to 5:59 a.m.,Workers 16 years and over who did not work at home% Female:% 6:00 a.m. to 6:29 a.m.,Workers 16 years and over who did not work at home% Female:% 6:30 a.m. to 6:59 a.m.,Workers 16 years and over who did not work at home% Female:% 7:00 a.m. to 7:29 a.m.,Workers 16 years and over who did not work at home% Female:% 7:30 a.m. to 7:59 a.m.,Workers 16 years and over who did not work at home% Female:% 8:00 a.m. to 8:29 a.m.,Workers 16 years and over who did not work at home% Female:% 8:30 a.m. to 8:59 a.m.,Workers 16 years and over who did not work at home% Female:% 9:00 a.m. to 11:59 p.m.,Geographic Identifier,Area Name
0,ACSSF,20120.0,dc,0,33,2,326143,129484,111088,18396,13645,3076,1675,125890,52963,882,70781,1264,0,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,21983,619,32657,832,0,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,30980,263,38124,432,0,4816,18777,1357,7905,326143,246634,246634,0,79509,158512,115456,115456,0,43056,167631,131178,131178,0,36453,326143,326143,246634,79509,0,158512,158512,115456,43056,0,167631,167631,131178,36453,0,,,,,,,,,,,,,,,,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,17538,5227,1934,8294,6111,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,17374,5706,2002,8754,6415,326143,129484,111088,18396,13645,3076,1675,125890,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,4816,18777,1357,7905,326143,246634,79509,158512,115456,43056,167631,131178,36453,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,39104,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,40251,04001US11,District of Columbia -- Urban
1,ACSSF,20120.0,dc,0,33,3,326143,129484,111088,18396,13645,3076,1675,125890,52963,882,70781,1264,0,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,21983,619,32657,832,0,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,30980,263,38124,432,0,4816,18777,1357,7905,326143,246634,246634,0,79509,158512,115456,115456,0,43056,167631,131178,131178,0,36453,326143,326143,246634,79509,0,158512,158512,115456,43056,0,167631,167631,131178,36453,0,,,,,,,,,,,,,,,,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,17538,5227,1934,8294,6111,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,17374,5706,2002,8754,6415,326143,129484,111088,18396,13645,3076,1675,125890,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,4816,18777,1357,7905,326143,246634,79509,158512,115456,43056,167631,131178,36453,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,39104,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,40251,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20120.0,dc,0,33,4,326143,129484,111088,18396,13645,3076,1675,125890,52963,882,70781,1264,0,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,21983,619,32657,832,0,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,30980,263,38124,432,0,4816,18777,1357,7905,326143,246634,246634,0,79509,158512,115456,115456,0,43056,167631,131178,131178,0,36453,326143,326143,246634,79509,0,158512,158512,115456,43056,0,167631,167631,131178,36453,0,,,,,,,,,,,,,,,,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,17538,5227,1934,8294,6111,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,17374,5706,2002,8754,6415,326143,129484,111088,18396,13645,3076,1675,125890,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,4816,18777,1357,7905,326143,246634,79509,158512,115456,43056,167631,131178,36453,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,39104,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,40251,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20120.0,dc,0,33,5,326143,129484,111088,18396,13645,3076,1675,125890,52963,882,70781,1264,0,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,21983,619,32657,832,0,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,30980,263,38124,432,0,4816,18777,1357,7905,326143,246634,246634,0,79509,158512,115456,115456,0,43056,167631,131178,131178,0,36453,326143,326143,246634,79509,0,158512,158512,115456,43056,0,167631,167631,131178,36453,0,,,,,,,,,,,,,,,,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,17538,5227,1934,8294,6111,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,17374,5706,2002,8754,6415,326143,129484,111088,18396,13645,3076,1675,125890,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,4816,18777,1357,7905,326143,246634,79509,158512,115456,43056,167631,131178,36453,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,39104,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,40251,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20120.0,dc,0,33,6,326143,129484,111088,18396,13645,3076,1675,125890,52963,882,70781,1264,0,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,21983,619,32657,832,0,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,30980,263,38124,432,0,4816,18777,1357,7905,326143,246634,246634,0,79509,158512,115456,115456,0,43056,167631,131178,131178,0,36453,326143,326143,246634,79509,0,158512,158512,115456,43056,0,167631,167631,131178,36453,0,,,,,,,,,,,,,,,,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,17538,5227,1934,8294,6111,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,17374,5706,2002,8754,6415,326143,129484,111088,18396,13645,3076,1675,125890,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,4816,18777,1357,7905,326143,246634,79509,158512,115456,43056,167631,131178,36453,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,39104,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,40251,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20120.0,dc,0,33,7,326143,129484,111088,18396,13645,3076,1675,125890,52963,882,70781,1264,0,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,21983,619,32657,832,0,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,30980,263,38124,432,0,4816,18777,1357,7905,326143,246634,246634,0,79509,158512,115456,115456,0,43056,167631,131178,131178,0,36453,326143,326143,246634,79509,0,158512,158512,115456,43056,0,167631,167631,131178,36453,0,,,,,,,,,,,,,,,,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,17538,5227,1934,8294,6111,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,17374,5706,2002,8754,6415,326143,129484,111088,18396,13645,3076,1675,125890,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,4816,18777,1357,7905,326143,246634,79509,158512,115456,43056,167631,131178,36453,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,39104,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,40251,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20120.0,dc,0,33,8,326143,129484,111088,18396,13645,3076,1675,125890,52963,882,70781,1264,0,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,21983,619,32657,832,0,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,30980,263,38124,432,0,4816,18777,1357,7905,326143,246634,246634,0,79509,158512,115456,115456,0,43056,167631,131178,131178,0,36453,326143,326143,246634,79509,0,158512,158512,115456,43056,0,167631,167631,131178,36453,0,,,,,,,,,,,,,,,,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,17538,5227,1934,8294,6111,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,17374,5706,2002,8754,6415,326143,129484,111088,18396,13645,3076,1675,125890,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,4816,18777,1357,7905,326143,246634,79509,158512,115456,43056,167631,131178,36453,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,39104,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,40251,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20120.0,dc,0,33,9,326143,129484,111088,18396,13645,3076,1675,125890,52963,882,70781,1264,0,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,21983,619,32657,832,0,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,30980,263,38124,432,0,4816,18777,1357,7905,326143,246634,246634,0,79509,158512,115456,115456,0,43056,167631,131178,131178,0,36453,326143,326143,246634,79509,0,158512,158512,115456,43056,0,167631,167631,131178,36453,0,,,,,,,,,,,,,,,,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,17538,5227,1934,8294,6111,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,17374,5706,2002,8754,6415,326143,129484,111088,18396,13645,3076,1675,125890,13493,38795,3352,15129,158512,64507,55707,8800,6353,1960,487,56091,8677,20018,1995,7224,167631,64977,55381,9596,7292,1116,1188,69799,4816,18777,1357,7905,326143,246634,79509,158512,115456,43056,167631,131178,36453,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,151288,3061,4801,4941,9151,7069,17670,19070,26479,19942,39104,159726,1831,2080,3668,8704,10418,17724,20348,29557,25145,40251,50000US1198,"Delegate District (at Large) (113th Congress), District of Columbia"
8,ACSSF,20120.0,dc,0,33,10,60952,27039,23293,3746,3086,290,370,21098,5031,451,15257,359,0,1438,6298,244,4835,27603,12916,11372,1544,1248,195,101,8670,1835,356,6194,285,0,1228,2366,137,2286,33349,14123,11921,2202,1838,95,269,12428,3196,95,9063,74,0,210,3932,107,2549,60952,47029,47029,0,13923,27603,20428,20428,0,7175,33349,26601,26601,0,6748,60952,60952,47029,13923,0,27603,27603,20428,7175,0,33349,33349,26601,6748,0,,,,,,,,,,,,,,,,56117,242,448,436,1196,1894,5709,7599,13753,11955,7909,1432,479,1883,1182,25317,242,390,119,663,652,2920,3723,6210,4838,3122,912,139,924,463,30800,0,58,317,533,1242,2789,3876,7543,7117,4787,520,340,959,719,60952,27039,23293,3746,3086,290,370,21098,1438,6298,244,4835,27603,12916,11372,1544,1248,195,101,8670,1228,2366,137,2286,33349,14123,11921,2202,1838,95,269,12428,210,3932,107,2549,60952,47029,13923,27603,20428,7175,33349,26601,6748,56117,242,448,436,1196,1894,5709,7599,13753,11955,12885,25317,242,390,119,663,652,2920,3723,6210,4838,5560,30800,0,58,317,533,1242,2789,3876,7543,7117,7325,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20120.0,dc,0,33,11,66698,28521,23840,4681,2823,1392,466,29018,16215,147,12482,174,0,2353,2645,1107,3054,31750,14406,11688,2718,1348,1229,141,13159,6921,105,6021,112,0,990,1265,707,1223,34948,14115,12152,1963,1475,163,325,15859,9294,42,6461,62,0,1363,1380,400,1831,66698,50621,50621,0,16077,31750,22942,22942,0,8808,34948,27679,27679,0,7269,66698,66698,50621,16077,0,31750,31750,22942,8808,0,34948,34948,27679,7269,0,,,,,,,,,,,,,,,,63644,1411,1641,2180,4255,4030,8150,8732,10053,6269,6589,2981,775,3653,2925,30527,747,1061,1188,2550,2029,4011,3552,4914,3296,3096,924,292,1534,1333,33117,664,580,992,1705,2001,4139,5180,5139,2973,3493,2057,483,2119,1592,66698,28521,23840,4681,2823,1392,466,29018,2353,2645,1107,3054,31750,14406,11688,2718,1348,1229,141,13159,990,1265,707,1223,34948,14115,12152,1963,1475,163,325,15859,1363,1380,400,1831,66698,50621,16077,31750,22942,8808,34948,27679,7269,63644,1411,1641,2180,4255,4030,8150,8732,10053,6269,16923,30527,747,1061,1188,2550,2029,4011,3552,4914,3296,7179,33117,664,580,992,1705,2001,4139,5180,5139,2973,9744,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
