,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,"Full-time, year-round civilian employed population 16 years and over with earnings","Full-time, year-round civilian employed population 16 years and over with earnings% Agriculture, forestry, fishing and hunting, and mining:","Full-time, year-round civilian employed population 16 years and over with earnings% Agriculture, forestry, fishing and hunting, and mining:% Agriculture, forestry, fishing and hunting","Full-time, year-round civilian employed population 16 years and over with earnings% Agriculture, forestry, fishing and hunting, and mining:% Mining, quarrying, and oil and gas extraction","Full-time, year-round civilian employed population 16 years and over with earnings% Construction","Full-time, year-round civilian employed population 16 years and over with earnings% Manufacturing","Full-time, year-round civilian employed population 16 years and over with earnings% Wholesale trade","Full-time, year-round civilian employed population 16 years and over with earnings% Retail trade","Full-time, year-round civilian employed population 16 years and over with earnings% Transportation and warehousing, and utilities:","Full-time, year-round civilian employed population 16 years and over with earnings% Transportation and warehousing, and utilities:% Transportation and warehousing","Full-time, year-round civilian employed population 16 years and over with earnings% Transportation and warehousing, and utilities:% Utilities","Full-time, year-round civilian employed population 16 years and over with earnings% Information","Full-time, year-round civilian employed population 16 years and over with earnings% Finance and insurance, and real estate and rental and leasing:","Full-time, year-round civilian employed population 16 years and over with earnings% Finance and insurance, and real estate and rental and leasing:% Finance and insurance","Full-time, year-round civilian employed population 16 years and over with earnings% Finance and insurance, and real estate and rental and leasing:% Real estate and rental and leasing","Full-time, year-round civilian employed population 16 years and over with earnings% Professional, scientific, and management, and administrative and waste management services:","Full-time, year-round civilian employed population 16 years and over with earnings% Professional, scientific, and management, and administrative and waste management services:% Professional, scientific, and technical services","Full-time, year-round civilian employed population 16 years and over with earnings% Professional, scientific, and management, and administrative and waste management services:% Management of companies and enterprises","Full-time, year-round civilian employed population 16 years and over with earnings% Professional, scientific, and management, and administrative and waste management services:% Administrative and support and waste management services","Full-time, year-round civilian employed population 16 years and over with earnings% Educational services, and health care and social assistance:","Full-time, year-round civilian employed population 16 years and over with earnings% Educational services, and health care and social assistance:% Educational services","Full-time, year-round civilian employed population 16 years and over with earnings% Educational services, and health care and social assistance:% Health care and social assistance","Full-time, year-round civilian employed population 16 years and over with earnings% Arts, entertainment, and recreation, and accommodation and food services:","Full-time, year-round civilian employed population 16 years and over with earnings% Arts, entertainment, and recreation, and accommodation and food services:% Arts, entertainment, and recreation","Full-time, year-round civilian employed population 16 years and over with earnings% Arts, entertainment, and recreation, and accommodation and food services:% Accommodation and food services","Full-time, year-round civilian employed population 16 years and over with earnings% Other services except public administration","Full-time, year-round civilian employed population 16 years and over with earnings% Public administration","Full-time, year-round civilian employed population 16 years and over with earnings% Male:","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Agriculture, forestry, fishing and hunting, and mining:","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Agriculture, forestry, fishing and hunting, and mining:% Agriculture, forestry, fishing and hunting","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Agriculture, forestry, fishing and hunting, and mining:% Mining, quarrying, and oil and gas extraction","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Construction","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Manufacturing","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Wholesale trade","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Retail trade","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Transportation and warehousing, and utilities:","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Transportation and warehousing, and utilities:% Transportation and warehousing","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Transportation and warehousing, and utilities:% Utilities","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Information","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Finance and insurance, and real estate and rental and leasing:","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Finance and insurance, and real estate and rental and leasing:% Finance and insurance","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Finance and insurance, and real estate and rental and leasing:% Real estate and rental and leasing","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Professional, scientific, and management, and administrative and waste management services:","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Professional, scientific, and management, and administrative and waste management services:% Professional, scientific, and technical services","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Professional, scientific, and management, and administrative and waste management services:% Management of companies and enterprises","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Professional, scientific, and management, and administrative and waste management services:% Administrative and support and waste management services","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Educational services, and health care and social assistance:","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Educational services, and health care and social assistance:% Educational services","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Educational services, and health care and social assistance:% Health care and social assistance","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Arts, entertainment, and recreation, and accommodation and food services:","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Arts, entertainment, and recreation, and accommodation and food services:% Arts, entertainment, and recreation","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Arts, entertainment, and recreation, and accommodation and food services:% Accommodation and food services","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Other services, except public administration","Full-time, year-round civilian employed population 16 years and over with earnings% Male:% Public administration","Full-time, year-round civilian employed population 16 years and over with earnings% Female:","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Agriculture, forestry, fishing and hunting, and mining:","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Agriculture, forestry, fishing and hunting, and mining:% Agriculture, forestry, fishing and hunting","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Agriculture, forestry, fishing and hunting, and mining:% Mining, quarrying, and oil and gas extraction","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Construction","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Manufacturing","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Wholesale trade","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Retail trade","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Transportation and warehousing, and utilities:","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Transportation and warehousing, and utilities:% Transportation and warehousing","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Transportation and warehousing, and utilities:% Utilities","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Information","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Finance and insurance, and real estate and rental and leasing:","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Finance and insurance, and real estate and rental and leasing:% Finance and insurance","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Finance and insurance, and real estate and rental and leasing:% Real estate and rental and leasing","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Professional, scientific, and management, and administrative and waste management services:","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Professional, scientific, and management, and administrative and waste management services:% Professional, scientific, and technical services","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Professional, scientific, and management, and administrative and waste management services:% Management of companies and enterprises","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Professional, scientific, and management, and administrative and waste management services:% Administrative and support and waste management services","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Educational services, and health care and social assistance:","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Educational services, and health care and social assistance:% Educational services","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Educational services, and health care and social assistance:% Health care and social assistance","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Arts, entertainment, and recreation, and accommodation and food services:","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Arts, entertainment, and recreation, and accommodation and food services:% Arts, entertainment, and recreation","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Arts, entertainment, and recreation, and accommodation and food services:% Accommodation and food services","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Other services, except public administration","Full-time, year-round civilian employed population 16 years and over with earnings% Female:% Public administration","Full-time, year-round civilian employed population 16 years and over","Full-time, year-round civilian employed population 16 years and over% Male:","Full-time, year-round civilian employed population 16 years and over% Male:% Agriculture, forestry, fishing and hunting, and mining:","Full-time, year-round civilian employed population 16 years and over% Male:% Agriculture, forestry, fishing and hunting, and mining:% Agriculture, forestry, fishing and hunting","Full-time, year-round civilian employed population 16 years and over% Male:% Agriculture, forestry, fishing and hunting, and mining:% Mining, quarrying, and oil and gas extraction","Full-time, year-round civilian employed population 16 years and over% Male:% Construction","Full-time, year-round civilian employed population 16 years and over% Male:% Manufacturing","Full-time, year-round civilian employed population 16 years and over% Male:% Wholesale trade","Full-time, year-round civilian employed population 16 years and over% Male:% Retail trade","Full-time, year-round civilian employed population 16 years and over% Male:% Transportation and warehousing, and utilities:","Full-time, year-round civilian employed population 16 years and over% Male:% Transportation and warehousing, and utilities:% Transportation and warehousing","Full-time, year-round civilian employed population 16 years and over% Male:% Transportation and warehousing, and utilities:% Utilities","Full-time, year-round civilian employed population 16 years and over% Male:% Information","Full-time, year-round civilian employed population 16 years and over% Male:% Finance and insurance, and real estate and rental and leasing:","Full-time, year-round civilian employed population 16 years and over% Male:% Finance and insurance, and real estate and rental and leasing:% Finance and insurance","Full-time, year-round civilian employed population 16 years and over% Male:% Finance and insurance, and real estate and rental and leasing:% Real estate and rental and leasing","Full-time, year-round civilian employed population 16 years and over% Male:% Professional, scientific, and management, and administrative and waste management services:","Full-time, year-round civilian employed population 16 years and over% Male:% Professional, scientific, and management, and administrative and waste management services:% Professional, scientific, and technical services","Full-time, year-round civilian employed population 16 years and over% Male:% Professional, scientific, and management, and administrative and waste management services:% Management of companies and enterprises","Full-time, year-round civilian employed population 16 years and over% Male:% Professional, scientific, and management, and administrative and waste management services:% Administrative and support and waste management services","Full-time, year-round civilian employed population 16 years and over% Male:% Educational services, and health care and social assistance:","Full-time, year-round civilian employed population 16 years and over% Male:% Educational services, and health care and social assistance:% Educational services","Full-time, year-round civilian employed population 16 years and over% Male:% Educational services, and health care and social assistance:% Health care and social assistance","Full-time, year-round civilian employed population 16 years and over% Male:% Arts, entertainment, and recreation, and accommodation and food services:","Full-time, year-round civilian employed population 16 years and over% Male:% Arts, entertainment, and recreation, and accommodation and food services:% Arts, entertainment, and recreation","Full-time, year-round civilian employed population 16 years and over% Male:% Arts, entertainment, and recreation, and accommodation and food services:% Accommodation and food services","Full-time, year-round civilian employed population 16 years and over% Male:% Other services, except public administration","Full-time, year-round civilian employed population 16 years and over% Male:% Public administration","Full-time, year-round civilian employed population 16 years and over% Female:","Full-time, year-round civilian employed population 16 years and over% Female:% Agriculture, forestry, fishing and hunting, and mining:","Full-time, year-round civilian employed population 16 years and over% Female:% Agriculture, forestry, fishing and hunting, and mining:% Agriculture, forestry, fishing and hunting","Full-time, year-round civilian employed population 16 years and over% Female:% Agriculture, forestry, fishing and hunting, and mining:% Mining, quarrying, and oil and gas extraction","Full-time, year-round civilian employed population 16 years and over% Female:% Construction","Full-time, year-round civilian employed population 16 years and over% Female:% Manufacturing","Full-time, year-round civilian employed population 16 years and over% Female:% Wholesale trade","Full-time, year-round civilian employed population 16 years and over% Female:% Retail trade","Full-time, year-round civilian employed population 16 years and over% Female:% Transportation and warehousing, and utilities:","Full-time, year-round civilian employed population 16 years and over% Female:% Transportation and warehousing, and utilities:% Transportation and warehousing","Full-time, year-round civilian employed population 16 years and over% Female:% Transportation and warehousing, and utilities:% Utilities","Full-time, year-round civilian employed population 16 years and over% Female:% Information","Full-time, year-round civilian employed population 16 years and over% Female:% Finance and insurance, and real estate and rental and leasing:","Full-time, year-round civilian employed population 16 years and over% Female:% Finance and insurance, and real estate and rental and leasing:% Finance and insurance","Full-time, year-round civilian employed population 16 years and over% Female:% Finance and insurance, and real estate and rental and leasing:% Real estate and rental and leasing","Full-time, year-round civilian employed population 16 years and over% Female:% Professional, scientific, and management, and administrative and waste management services:","Full-time, year-round civilian employed population 16 years and over% Female:% Professional, scientific, and management, and administrative and waste management services:% Professional, scientific, and technical services","Full-time, year-round civilian employed population 16 years and over% Female:% Professional, scientific, and management, and administrative and waste management services:% Management of companies and enterprises","Full-time, year-round civilian employed population 16 years and over% Female:% Professional, scientific, and management, and administrative and waste management services:% Administrative and support and waste management services","Full-time, year-round civilian employed population 16 years and over% Female:% Educational services, and health care and social assistance:","Full-time, year-round civilian employed population 16 years and over% Female:% Educational services, and health care and social assistance:% Educational services","Full-time, year-round civilian employed population 16 years and over% Female:% Educational services, and health care and social assistance:% Health care and social assistance","Full-time, year-round civilian employed population 16 years and over% Female:% Arts, entertainment, and recreation, and accommodation and food services:","Full-time, year-round civilian employed population 16 years and over% Female:% Arts, entertainment, and recreation, and accommodation and food services:% Arts, entertainment, and recreation","Full-time, year-round civilian employed population 16 years and over% Female:% Arts, entertainment, and recreation, and accommodation and food services:% Accommodation and food services","Full-time, year-round civilian employed population 16 years and over% Female:% Other services, except public administration","Full-time, year-round civilian employed population 16 years and over% Female:% Public administration",Geographic Identifier,Area Name
0,ACSSF,20120.0,dc,0,127,2,62292,35807,35807,.,36180,62045,56500,40006,42063,41078,83710,75082,76248,95208,50639,76541,81984,72132,39581,50070,52204,45639,35911,51997,26423,58834,88366,68014,14327,14327,.,35592,52385,82873,36490,40956,40705,61451,80981,77500,100890,41412,84891,90995,.,47205,52458,51374,60470,38123,61569,27144,61207,100530,60273,.,.,.,61687,77700,42005,40938,48662,41819,95969,70338,73321,76306,68519,66771,71779,71691,31989,48092,52497,41748,35018,45343,25925,56959,79344,243294,121646,76,76,0,6012,2550,563,4832,4588,4418,170,5797,8916,4886,4030,31054,27207,24,3823,14081,7511,6570,10694,2603,8091,9820,22663,121648,79,79,0,778,674,527,4235,3038,2476,562,6599,5757,3337,2420,23614,19435,196,3983,28998,12808,16190,8997,3442,5555,13814,24538,04001US11,District of Columbia -- Urban
1,ACSSF,20120.0,dc,0,127,3,62292,35807,35807,.,36180,62045,56500,40006,42063,41078,83710,75082,76248,95208,50639,76541,81984,72132,39581,50070,52204,45639,35911,51997,26423,58834,88366,68014,14327,14327,.,35592,52385,82873,36490,40956,40705,61451,80981,77500,100890,41412,84891,90995,.,47205,52458,51374,60470,38123,61569,27144,61207,100530,60273,.,.,.,61687,77700,42005,40938,48662,41819,95969,70338,73321,76306,68519,66771,71779,71691,31989,48092,52497,41748,35018,45343,25925,56959,79344,243294,121646,76,76,0,6012,2550,563,4832,4588,4418,170,5797,8916,4886,4030,31054,27207,24,3823,14081,7511,6570,10694,2603,8091,9820,22663,121648,79,79,0,778,674,527,4235,3038,2476,562,6599,5757,3337,2420,23614,19435,196,3983,28998,12808,16190,8997,3442,5555,13814,24538,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20120.0,dc,0,127,4,62292,35807,35807,.,36180,62045,56500,40006,42063,41078,83710,75082,76248,95208,50639,76541,81984,72132,39581,50070,52204,45639,35911,51997,26423,58834,88366,68014,14327,14327,.,35592,52385,82873,36490,40956,40705,61451,80981,77500,100890,41412,84891,90995,.,47205,52458,51374,60470,38123,61569,27144,61207,100530,60273,.,.,.,61687,77700,42005,40938,48662,41819,95969,70338,73321,76306,68519,66771,71779,71691,31989,48092,52497,41748,35018,45343,25925,56959,79344,243294,121646,76,76,0,6012,2550,563,4832,4588,4418,170,5797,8916,4886,4030,31054,27207,24,3823,14081,7511,6570,10694,2603,8091,9820,22663,121648,79,79,0,778,674,527,4235,3038,2476,562,6599,5757,3337,2420,23614,19435,196,3983,28998,12808,16190,8997,3442,5555,13814,24538,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20120.0,dc,0,127,5,62292,35807,35807,.,36180,62045,56500,40006,42063,41078,83710,75082,76248,95208,50639,76541,81984,72132,39581,50070,52204,45639,35911,51997,26423,58834,88366,68014,14327,14327,.,35592,52385,82873,36490,40956,40705,61451,80981,77500,100890,41412,84891,90995,.,47205,52458,51374,60470,38123,61569,27144,61207,100530,60273,.,.,.,61687,77700,42005,40938,48662,41819,95969,70338,73321,76306,68519,66771,71779,71691,31989,48092,52497,41748,35018,45343,25925,56959,79344,243294,121646,76,76,0,6012,2550,563,4832,4588,4418,170,5797,8916,4886,4030,31054,27207,24,3823,14081,7511,6570,10694,2603,8091,9820,22663,121648,79,79,0,778,674,527,4235,3038,2476,562,6599,5757,3337,2420,23614,19435,196,3983,28998,12808,16190,8997,3442,5555,13814,24538,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20120.0,dc,0,127,6,62292,35807,35807,.,36180,62045,56500,40006,42063,41078,83710,75082,76248,95208,50639,76541,81984,72132,39581,50070,52204,45639,35911,51997,26423,58834,88366,68014,14327,14327,.,35592,52385,82873,36490,40956,40705,61451,80981,77500,100890,41412,84891,90995,.,47205,52458,51374,60470,38123,61569,27144,61207,100530,60273,.,.,.,61687,77700,42005,40938,48662,41819,95969,70338,73321,76306,68519,66771,71779,71691,31989,48092,52497,41748,35018,45343,25925,56959,79344,243294,121646,76,76,0,6012,2550,563,4832,4588,4418,170,5797,8916,4886,4030,31054,27207,24,3823,14081,7511,6570,10694,2603,8091,9820,22663,121648,79,79,0,778,674,527,4235,3038,2476,562,6599,5757,3337,2420,23614,19435,196,3983,28998,12808,16190,8997,3442,5555,13814,24538,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20120.0,dc,0,127,7,62292,35807,35807,.,36180,62045,56500,40006,42063,41078,83710,75082,76248,95208,50639,76541,81984,72132,39581,50070,52204,45639,35911,51997,26423,58834,88366,68014,14327,14327,.,35592,52385,82873,36490,40956,40705,61451,80981,77500,100890,41412,84891,90995,.,47205,52458,51374,60470,38123,61569,27144,61207,100530,60273,.,.,.,61687,77700,42005,40938,48662,41819,95969,70338,73321,76306,68519,66771,71779,71691,31989,48092,52497,41748,35018,45343,25925,56959,79344,243294,121646,76,76,0,6012,2550,563,4832,4588,4418,170,5797,8916,4886,4030,31054,27207,24,3823,14081,7511,6570,10694,2603,8091,9820,22663,121648,79,79,0,778,674,527,4235,3038,2476,562,6599,5757,3337,2420,23614,19435,196,3983,28998,12808,16190,8997,3442,5555,13814,24538,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20120.0,dc,0,127,8,62292,35807,35807,.,36180,62045,56500,40006,42063,41078,83710,75082,76248,95208,50639,76541,81984,72132,39581,50070,52204,45639,35911,51997,26423,58834,88366,68014,14327,14327,.,35592,52385,82873,36490,40956,40705,61451,80981,77500,100890,41412,84891,90995,.,47205,52458,51374,60470,38123,61569,27144,61207,100530,60273,.,.,.,61687,77700,42005,40938,48662,41819,95969,70338,73321,76306,68519,66771,71779,71691,31989,48092,52497,41748,35018,45343,25925,56959,79344,243294,121646,76,76,0,6012,2550,563,4832,4588,4418,170,5797,8916,4886,4030,31054,27207,24,3823,14081,7511,6570,10694,2603,8091,9820,22663,121648,79,79,0,778,674,527,4235,3038,2476,562,6599,5757,3337,2420,23614,19435,196,3983,28998,12808,16190,8997,3442,5555,13814,24538,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20120.0,dc,0,127,9,62292,35807,35807,.,36180,62045,56500,40006,42063,41078,83710,75082,76248,95208,50639,76541,81984,72132,39581,50070,52204,45639,35911,51997,26423,58834,88366,68014,14327,14327,.,35592,52385,82873,36490,40956,40705,61451,80981,77500,100890,41412,84891,90995,.,47205,52458,51374,60470,38123,61569,27144,61207,100530,60273,.,.,.,61687,77700,42005,40938,48662,41819,95969,70338,73321,76306,68519,66771,71779,71691,31989,48092,52497,41748,35018,45343,25925,56959,79344,243294,121646,76,76,0,6012,2550,563,4832,4588,4418,170,5797,8916,4886,4030,31054,27207,24,3823,14081,7511,6570,10694,2603,8091,9820,22663,121648,79,79,0,778,674,527,4235,3038,2476,562,6599,5757,3337,2420,23614,19435,196,3983,28998,12808,16190,8997,3442,5555,13814,24538,50000US1198,"Delegate District (at Large) (113th Congress), District of Columbia"
8,ACSSF,20120.0,dc,0,127,10,90653,.,.,.,60777,52337,81096,91925,51064,37264,.,91447,131465,166750,80929,100710,101188,.,72382,79323,71045,96003,64230,82015,61931,61802,108502,101797,.,.,.,40516,51575,122188,101019,.,.,.,85877,159055,186282,90842,110884,120335,.,71841,90557,60868,145127,63386,101760,61708,68087,121200,80244,.,.,.,61723,.,80015,91597,50465,36503,.,95643,115878,150223,73068,77466,77884,.,140909,71697,76842,63107,75130,76136,65851,61719,101117,46169,22303,24,24,0,518,155,134,591,45,45,0,1594,2372,1701,671,6813,6436,0,377,1746,1076,670,1409,393,1016,2411,4491,23866,0,0,0,266,75,161,514,351,257,94,1648,2041,982,1059,5043,4785,68,190,4384,2226,2158,932,736,196,5009,3442,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20120.0,dc,0,127,11,50710,.,.,.,32227,34295,40781,32423,48699,48699,86250,54911,51305,66738,34243,63245,72702,.,34420,48539,53248,42230,25624,37526,25227,47912,79225,46151,.,.,.,30820,34107,82544,32475,50108,50927,.,71314,33229,62108,31945,66061,79909,.,57300,47471,47998,41965,25471,61316,25044,44023,83900,54733,.,.,.,79446,.,40764,32250,47500,46780,.,51758,78526,71684,80335,56891,70068,.,26123,50731,55730,42470,25765,36522,25376,48238,77117,48382,24441,0,0,0,2139,885,112,1512,1263,1225,38,735,1599,494,1105,5324,4009,0,1315,2800,1635,1165,2766,310,2456,2100,3206,23941,79,79,0,265,47,200,560,274,236,38,1073,902,504,398,4842,3410,40,1392,6913,2791,4122,2109,327,1782,2884,3793,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
10,ACSSF,20120.0,dc,0,127,12,64282,.,.,.,44616,87302,12242,35165,31319,30460,83266,76875,76700,77073,70278,86623,86869,.,61375,46055,50935,39825,41112,50828,21836,62066,84322,73863,.,.,.,44616,96234,.,37401,29620,29384,.,86200,77445,76836,79219,91987,92374,.,43580,50659,56830,33145,50179,61981,31330,76066,91698,60189,.,.,.,.,86159,.,21907,35605,35033,83790,69138,74926,90145,51462,78474,78653,.,62156,45367,46538,41793,36416,47038,20726,60484,76615,40865,19207,52,52,0,969,391,73,768,529,516,13,1262,953,294,659,4192,3753,0,439,2217,1134,1083,1562,733,829,1726,4513,21658,0,0,0,0,176,92,746,807,721,86,1732,938,755,183,3226,2791,0,435,5323,2340,2983,1995,1189,806,1584,5039,79500US1100103,"District of Columbia (Northeast) PUMA, District of Columbia"
11,ACSSF,20120.0,dc,0,127,13,41766,.,.,.,36354,51714,39951,26190,41450,41245,61265,55712,39674,49881,35478,41497,50503,.,37238,36425,56887,33688,40447,52338,30824,48679,64725,41972,.,.,.,37769,65861,.,25429,40649,40349,.,65104,39134,77267,30873,41804,51656,.,40464,41743,55000,36683,46388,60655,33723,62544,65507,41631,.,.,.,33185,35531,.,30188,49531,49505,95024,49615,40382,46177,38537,41344,50145,.,36788,35108,56887,31614,34523,42238,29555,48607,64566,33299,15472,0,0,0,1036,476,77,1197,2259,2178,81,458,958,352,606,1903,1011,0,892,3183,1372,1811,1526,709,817,606,1793,17827,0,0,0,180,212,74,711,1160,1057,103,276,443,179,264,2403,1267,52,1084,5789,1365,4424,1607,588,1019,739,4233,79500US1100104,"District of Columbia (East) PUMA, District of Columbia"
12,ACSSF,20120.0,dc,0,127,14,71380,.,.,.,35231,100250,141431,41544,67031,50997,123706,73042,75463,92167,55615,80349,81493,102083,31266,54337,48359,65625,39816,45690,37621,66278,91187,80692,.,.,.,34948,101694,141431,61043,41795,40577,.,76774,81532,100051,55740,83271,83328,.,46899,70591,45130,101783,38594,75775,36181,90057,100472,61747,.,.,.,100107,90588,.,41098,76582,51840,124126,61954,56911,57035,47194,70845,75714,.,26606,51530,49479,58733,41029,41798,40417,60014,82768,74579,40223,0,0,0,1350,643,167,764,492,454,38,1748,3034,2045,989,12822,11998,24,800,4135,2294,1841,3431,458,2973,2977,8660,34356,0,0,0,67,164,0,1704,446,205,241,1870,1433,917,516,8100,7182,36,882,6589,4086,2503,2354,602,1752,3598,8031,79500US1100105,"District of Columbia (Central) PUMA, District of Columbia"
13,ACSSF,20120.0,dc,0,127,15,62292,35807,35807,.,36180,62045,56500,40006,42063,41078,83710,75082,76248,95208,50639,76541,81984,72132,39581,50070,52204,45639,35911,51997,26423,58834,88366,68014,14327,14327,.,35592,52385,82873,36490,40956,40705,61451,80981,77500,100890,41412,84891,90995,.,47205,52458,51374,60470,38123,61569,27144,61207,100530,60273,.,.,.,61687,77700,42005,40938,48662,41819,95969,70338,73321,76306,68519,66771,71779,71691,31989,48092,52497,41748,35018,45343,25925,56959,79344,243294,121646,76,76,0,6012,2550,563,4832,4588,4418,170,5797,8916,4886,4030,31054,27207,24,3823,14081,7511,6570,10694,2603,8091,9820,22663,121648,79,79,0,778,674,527,4235,3038,2476,562,6599,5757,3337,2420,23614,19435,196,3983,28998,12808,16190,8997,3442,5555,13814,24538,97000US1100030,"District of Columbia Public Schools, District of Columbia"
