,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Workers 16 years and over in households,Workers 16 years and over in households%%No vehicle available,Workers 16 years and over in households%%1 vehicle available,Workers 16 years and over in households%%2 vehicles available,Workers 16 years and over in households%%3 or more vehicles available,"Workers 16 years and over in households%%Car, truck, or van - drove alone:","Workers 16 years and over in households%%Car, truck, or van - drove alone:%%No vehicle available","Workers 16 years and over in households%%Car, truck, or van - drove alone:%%1 vehicle available","Workers 16 years and over in households%%Car, truck, or van - drove alone:%%2 vehicles available","Workers 16 years and over in households%%Car, truck, or van - drove alone:%%3 or more vehicles available","Workers 16 years and over in households%%Car, truck, or van - carpooled:","Workers 16 years and over in households%%Car, truck, or van - carpooled:%%No vehicle available","Workers 16 years and over in households%%Car, truck, or van - carpooled:%%1 vehicle available","Workers 16 years and over in households%%Car, truck, or van - carpooled:%%2 vehicles available","Workers 16 years and over in households%%Car, truck, or van - carpooled:%%3 or more vehicles available",Workers 16 years and over in households%%Public transportation (excluding taxicab):,Workers 16 years and over in households%%Public transportation (excluding taxicab):%%No vehicle available,Workers 16 years and over in households%%Public transportation (excluding taxicab):%%1 vehicle available,Workers 16 years and over in households%%Public transportation (excluding taxicab):%%2 vehicles available,Workers 16 years and over in households%%Public transportation (excluding taxicab):%%3 or more vehicles available,Workers 16 years and over in households%%Walked:,Workers 16 years and over in households%%Walked:%%No vehicle available,Workers 16 years and over in households%%Walked:%%1 vehicle available,Workers 16 years and over in households%%Walked:%%2 vehicles available,Workers 16 years and over in households%%Walked:%%3 or more vehicles available,"Workers 16 years and over in households%%Taxicab, motorcycle, bicycle, or other means:","Workers 16 years and over in households%%Taxicab, motorcycle, bicycle, or other means:%%No vehicle available","Workers 16 years and over in households%%Taxicab, motorcycle, bicycle, or other means:%%1 vehicle available","Workers 16 years and over in households%%Taxicab, motorcycle, bicycle, or other means:%%2 vehicles available","Workers 16 years and over in households%%Taxicab, motorcycle, bicycle, or other means:%%3 or more vehicles available",Workers 16 years and over in households%%Worked at home:,Workers 16 years and over in households%%Worked at home:%%No vehicle available,Workers 16 years and over in households%%Worked at home:%%1 vehicle available,Workers 16 years and over in households%%Worked at home:%%2 vehicles available,Workers 16 years and over in households%%Worked at home:%%3 or more vehicles available,Workers 16 years and over,"Workers 16 years and over%%Car, truck, or van:","Workers 16 years and over%%Car, truck, or van:%%Drove alone","Workers 16 years and over%%Car, truck, or van:%%Carpooled:","Workers 16 years and over%%Car, truck, or van:%%Carpooled:%%In 2-person carpool","Workers 16 years and over%%Car, truck, or van:%%Carpooled:%%In 3-person carpool","Workers 16 years and over%%Car, truck, or van:%%Carpooled:%%In 4-person carpool","Workers 16 years and over%%Car, truck, or van:%%Carpooled:%%In 5- or 6-person carpool","Workers 16 years and over%%Car, truck, or van:%%Carpooled:%%In 7-or-more-person carpool",Workers 16 years and over%%Public transportation (excluding taxicab):,Workers 16 years and over%%Public transportation (excluding taxicab):%%Bus or trolley bus,Workers 16 years and over%%Public transportation (excluding taxicab):%%Streetcar or trolley car (carro publico in Puerto Rico),Workers 16 years and over%%Public transportation (excluding taxicab):%%Subway or elevated,Workers 16 years and over%%Public transportation (excluding taxicab):%%Railroad,Workers 16 years and over%%Public transportation (excluding taxicab):%%Ferryboat,Workers 16 years and over%%Taxicab,Workers 16 years and over%%Motorcycle,Workers 16 years and over%%Bicycle,Workers 16 years and over%%Walked,Workers 16 years and over%%Other means,Workers 16 years and over%%Worked at home,Workers 16 years and over who did not work at home,Workers 16 years and over who did not work at home%%12:00 am to 4:59 am,Workers 16 years and over who did not work at home%%5:00 am to 5:29 am,Workers 16 years and over who did not work at home%%5:30 am to 5:59 am,Workers 16 years and over who did not work at home%%6:00 am to 6:29 am,Workers 16 years and over who did not work at home%%6:30 am to 6:59 am,Workers 16 years and over who did not work at home%%7:00 am to 7:29 am,Workers 16 years and over who did not work at home%%7:30 am to 7:59 am,Workers 16 years and over who did not work at home%%8:00 am to 8:29 am,Workers 16 years and over who did not work at home%%8:30 am to 8:59 am,Workers 16 years and over who did not work at home%%9:00 am to 9:59 am,Workers 16 years and over who did not work at home%%10:00 am to 10:59 am,Workers 16 years and over who did not work at home%%11:00 am to 11:59 am,Workers 16 years and over who did not work at home%%12:00 pm to 3:59 pm,Workers 16 years and over who did not work at home%%4:00 pm to 11:59 pm,Workers 16 years and over who did not work at home,Workers 16 years and over who did not work at home%%Less than 5 minutes,Workers 16 years and over who did not work at home%%5 to 9 minutes,Workers 16 years and over who did not work at home%%10 to 14 minutes,Workers 16 years and over who did not work at home%%15 to 19 minutes,Workers 16 years and over who did not work at home%%20 to 24 minutes,Workers 16 years and over who did not work at home%%25 to 29 minutes,Workers 16 years and over who did not work at home%%30 to 34 minutes,Workers 16 years and over who did not work at home%%35 to 39 minutes,Workers 16 years and over who did not work at home%%40 to 44 minutes,Workers 16 years and over who did not work at home%%45 to 59 minutes,Workers 16 years and over who did not work at home%%60 to 89 minutes,Workers 16 years and over who did not work at home%%90 or more minutes,Workers 16 years and over,Workers 16 years and over in households,Workers 16 years and over in households%%No vehicle available,Workers 16 years and over in households%%1 vehicle available,Workers 16 years and over in households%%2 vehicles available,Workers 16 years and over in households%%3 or more vehicles available,"Workers 16 years and over in households%%Car, truck, or van - drove alone:","Workers 16 years and over in households%%Car, truck, or van - drove alone:%%No vehicle available","Workers 16 years and over in households%%Car, truck, or van - drove alone:%%1 vehicle available","Workers 16 years and over in households%%Car, truck, or van - drove alone:%%2 vehicles available","Workers 16 years and over in households%%Car, truck, or van - drove alone:%%3 or more vehicles available","Workers 16 years and over in households%%Car, truck, or van - carpooled:","Workers 16 years and over in households%%Car, truck, or van - carpooled:%%No vehicle available","Workers 16 years and over in households%%Car, truck, or van - carpooled:%%1 vehicle available","Workers 16 years and over in households%%Car, truck, or van - carpooled:%%2 vehicles available","Workers 16 years and over in households%%Car, truck, or van - carpooled:%%3 or more vehicles available",Workers 16 years and over in households%%Public transportation (excluding taxicab):,Workers 16 years and over in households%%Public transportation (excluding taxicab):%%No vehicle available,Workers 16 years and over in households%%Public transportation (excluding taxicab):%%1 vehicle available,Workers 16 years and over in households%%Public transportation (excluding taxicab):%%2 vehicles available,Workers 16 years and over in households%%Public transportation (excluding taxicab):%%3 or more vehicles available,"Workers 16 years and over in households%%Taxicab, motorcycle, bicycle, walked, or other means:","Workers 16 years and over in households%%Taxicab, motorcycle, bicycle, walked, or other means:%%No vehicle available","Workers 16 years and over in households%%Taxicab, motorcycle, bicycle, walked, or other means:%%1 vehicle available","Workers 16 years and over in households%%Taxicab, motorcycle, bicycle, walked, or other means:%%2 vehicles available","Workers 16 years and over in households%%Taxicab, motorcycle, bicycle, walked, or other means:%%3 or more vehicles available",Workers 16 years and over in households%%Worked at home:,Workers 16 years and over in households%%Worked at home:%%No vehicle available,Workers 16 years and over in households%%Worked at home:%%1 vehicle available,Workers 16 years and over in households%%Worked at home:%%2 vehicles available,Workers 16 years and over in households%%Worked at home:%%3 or more vehicles available,Workers 16 years and over,"Workers 16 years and over%%Car, truck, or van:","Workers 16 years and over%%Car, truck, or van:%%Drove alone","Workers 16 years and over%%Car, truck, or van:%%Carpooled:","Workers 16 years and over%%Car, truck, or van:%%Carpooled:%%In 2-person carpool","Workers 16 years and over%%Car, truck, or van:%%Carpooled:%%In 3-person carpool","Workers 16 years and over%%Car, truck, or van:%%Carpooled:%%In 4-or-more-person carpool",Workers 16 years and over%%Public transportation (excluding taxicab),Workers 16 years and over%%Walked,"Workers 16 years and over%%Taxicab, motorcycle, bicycle, or other means",Workers 16 years and over%%Worked at home,Workers 16 years and over who did not work at home,Workers 16 years and over who did not work at home%%12:00 am to 4:59 am,Workers 16 years and over who did not work at home%%5:00 am to 5:29 am,Workers 16 years and over who did not work at home%%5:30 am to 5:59 am,Workers 16 years and over who did not work at home%%6:00 am to 6:29 am,Workers 16 years and over who did not work at home%%6:30 am to 6:59 am,Workers 16 years and over who did not work at home%%7:00 am to 7:29 am,Workers 16 years and over who did not work at home%%7:30 am to 7:59 am,Workers 16 years and over who did not work at home%%8:00 am to 8:29 am,Workers 16 years and over who did not work at home%%8:30 am to 8:59 am,Workers 16 years and over who did not work at home%%9:00 am to 11:59 pm,Workers 16 years and over who did not work at home,Workers 16 years and over who did not work at home%%Less than 10 minutes,Workers 16 years and over who did not work at home%%10 to 14 minutes,Workers 16 years and over who did not work at home%%15 to 19 minutes,Workers 16 years and over who did not work at home%%20 to 24 minutes,Workers 16 years and over who did not work at home%%25 to 29 minutes,Workers 16 years and over who did not work at home%%30 to 34 minutes,Workers 16 years and over who did not work at home%%35 to 44 minutes,Workers 16 years and over who did not work at home%%45 to 59 minutes,Workers 16 years and over who did not work at home%%60 or more minutes,Geographic Identifier,Area Name
0,ACSSF,20130.0,dc,0,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04001US11,District of Columbia -- Urban
1,ACSSF,20130.0,dc,0,49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20130.0,dc,0,49,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20130.0,dc,0,49,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20130.0,dc,0,49,6,786667.0,99530.0,248075.0,273161.0,165901.0,332226.0,4749.0,91872.0,142934.0,92671.0,71935.0,2576.0,18683.0,29883.0,20793.0,302723.0,63486.0,107344.0,85857.0,46036.0,39958.0,17990.0,15053.0,4863.0,2052.0,26556.0,7813.0,10082.0,5820.0,2841.0,13269.0,2916.0,5041.0,3804.0,1508.0,799166.0,405392.0,333043.0,72349.0,49167.0,13917.0,4917.0,1485.0,2863.0,306122.0,87294.0,1247.0,192601.0,24905.0,75.0,1973.0,1567.0,17816.0,46392.0,5430.0,14474.0,784692.0,13499.0,11808.0,25707.0,38573.0,54971.0,79034.0,98511.0,110548.0,120743.0,126242.0,28266.0,9909.0,31090.0,35791.0,784692.0,7785.0,15222.0,29449.0,52577.0,74618.0,42239.0,131003.0,35904.0,55333.0,141137.0,138427.0,60998.0,799166.0,786667.0,99530.0,248075.0,273161.0,165901.0,332226.0,4749.0,91872.0,142934.0,92671.0,71935.0,2576.0,18683.0,29883.0,20793.0,302723.0,63486.0,107344.0,85857.0,46036.0,66514.0,25803.0,25135.0,10683.0,4893.0,13269.0,2916.0,5041.0,3804.0,1508.0,799166.0,405392.0,333043.0,72349.0,49167.0,13917.0,9265.0,306122.0,46392.0,26786.0,14474.0,784692.0,13499.0,11808.0,25707.0,38573.0,54971.0,79034.0,98511.0,110548.0,120743.0,231298.0,784692.0,23007.0,29449.0,52577.0,74618.0,42239.0,131003.0,91237.0,141137.0,199425.0,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20130.0,dc,0,49,7,786667.0,99530.0,248075.0,273161.0,165901.0,332226.0,4749.0,91872.0,142934.0,92671.0,71935.0,2576.0,18683.0,29883.0,20793.0,302723.0,63486.0,107344.0,85857.0,46036.0,39958.0,17990.0,15053.0,4863.0,2052.0,26556.0,7813.0,10082.0,5820.0,2841.0,13269.0,2916.0,5041.0,3804.0,1508.0,799166.0,405392.0,333043.0,72349.0,49167.0,13917.0,4917.0,1485.0,2863.0,306122.0,87294.0,1247.0,192601.0,24905.0,75.0,1973.0,1567.0,17816.0,46392.0,5430.0,14474.0,784692.0,13499.0,11808.0,25707.0,38573.0,54971.0,79034.0,98511.0,110548.0,120743.0,126242.0,28266.0,9909.0,31090.0,35791.0,784692.0,7785.0,15222.0,29449.0,52577.0,74618.0,42239.0,131003.0,35904.0,55333.0,141137.0,138427.0,60998.0,799166.0,786667.0,99530.0,248075.0,273161.0,165901.0,332226.0,4749.0,91872.0,142934.0,92671.0,71935.0,2576.0,18683.0,29883.0,20793.0,302723.0,63486.0,107344.0,85857.0,46036.0,66514.0,25803.0,25135.0,10683.0,4893.0,13269.0,2916.0,5041.0,3804.0,1508.0,799166.0,405392.0,333043.0,72349.0,49167.0,13917.0,9265.0,306122.0,46392.0,26786.0,14474.0,784692.0,13499.0,11808.0,25707.0,38573.0,54971.0,79034.0,98511.0,110548.0,120743.0,231298.0,784692.0,23007.0,29449.0,52577.0,74618.0,42239.0,131003.0,91237.0,141137.0,199425.0,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20130.0,dc,0,49,8,786667.0,99530.0,248075.0,273161.0,165901.0,332226.0,4749.0,91872.0,142934.0,92671.0,71935.0,2576.0,18683.0,29883.0,20793.0,302723.0,63486.0,107344.0,85857.0,46036.0,39958.0,17990.0,15053.0,4863.0,2052.0,26556.0,7813.0,10082.0,5820.0,2841.0,13269.0,2916.0,5041.0,3804.0,1508.0,799166.0,405392.0,333043.0,72349.0,49167.0,13917.0,4917.0,1485.0,2863.0,306122.0,87294.0,1247.0,192601.0,24905.0,75.0,1973.0,1567.0,17816.0,46392.0,5430.0,14474.0,784692.0,13499.0,11808.0,25707.0,38573.0,54971.0,79034.0,98511.0,110548.0,120743.0,126242.0,28266.0,9909.0,31090.0,35791.0,784692.0,7785.0,15222.0,29449.0,52577.0,74618.0,42239.0,131003.0,35904.0,55333.0,141137.0,138427.0,60998.0,799166.0,786667.0,99530.0,248075.0,273161.0,165901.0,332226.0,4749.0,91872.0,142934.0,92671.0,71935.0,2576.0,18683.0,29883.0,20793.0,302723.0,63486.0,107344.0,85857.0,46036.0,66514.0,25803.0,25135.0,10683.0,4893.0,13269.0,2916.0,5041.0,3804.0,1508.0,799166.0,405392.0,333043.0,72349.0,49167.0,13917.0,9265.0,306122.0,46392.0,26786.0,14474.0,784692.0,13499.0,11808.0,25707.0,38573.0,54971.0,79034.0,98511.0,110548.0,120743.0,231298.0,784692.0,23007.0,29449.0,52577.0,74618.0,42239.0,131003.0,91237.0,141137.0,199425.0,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20130.0,dc,0,49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000US1198,"Delegate District (at Large) (113th Congress), District of Columbia"
8,ACSSF,20130.0,dc,0,49,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20130.0,dc,0,49,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
10,ACSSF,20130.0,dc,0,49,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100103,"District of Columbia (Northeast) PUMA, District of Columbia"
11,ACSSF,20130.0,dc,0,49,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100104,"District of Columbia (East) PUMA, District of Columbia"
12,ACSSF,20130.0,dc,0,49,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100105,"District of Columbia (Central) PUMA, District of Columbia"
