,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Population 1 year and over in the United States,Population 1 year and over in the United States% % 1 to 4 years,Population 1 year and over in the United States% % 5 to 17 years,Population 1 year and over in the United States% % 18 and 19 years,Population 1 year and over in the United States% % 20 to 24 years,Population 1 year and over in the United States% % 25 to 29 years,Population 1 year and over in the United States% % 30 to 34 years,Population 1 year and over in the United States% % 35 to 39 years,Population 1 year and over in the United States% % 40 to 44 years,Population 1 year and over in the United States% % 45 to 49 years,Population 1 year and over in the United States% % 50 to 54 years,Population 1 year and over in the United States% % 55 to 59 years,Population 1 year and over in the United States% % 60 to 64 years,Population 1 year and over in the United States% % 65 to 69 years,Population 1 year and over in the United States% % 70 to 74 years,Population 1 year and over in the United States% % 75 years and over,Population 1 year and over in the United States% Same house 1 year ago:,Population 1 year and over in the United States% Same house 1 year ago:% 1 to 4 years,Population 1 year and over in the United States% Same house 1 year ago:% 5 to 17 years,Population 1 year and over in the United States% Same house 1 year ago:% 18 and 19 years,Population 1 year and over in the United States% Same house 1 year ago:% 20 to 24 years,Population 1 year and over in the United States% Same house 1 year ago:% 25 to 29 years,Population 1 year and over in the United States% Same house 1 year ago:% 30 to 34 years,Population 1 year and over in the United States% Same house 1 year ago:% 35 to 39 years,Population 1 year and over in the United States% Same house 1 year ago:% 40 to 44 years,Population 1 year and over in the United States% Same house 1 year ago:% 45 to 49 years,Population 1 year and over in the United States% Same house 1 year ago:% 50 to 54 years,Population 1 year and over in the United States% Same house 1 year ago:% 55 to 59 years,Population 1 year and over in the United States% Same house 1 year ago:% 60 to 64 years,Population 1 year and over in the United States% Same house 1 year ago:% 65 to 69 years,Population 1 year and over in the United States% Same house 1 year ago:% 70 to 74 years,Population 1 year and over in the United States% Same house 1 year ago:% 75 years and over,Population 1 year and over in the United States% Moved within same county:,Population 1 year and over in the United States% Moved within same county:% 1 to 4 years,Population 1 year and over in the United States% Moved within same county:% 5 to 17 years,Population 1 year and over in the United States% Moved within same county:% 18 and 19 years,Population 1 year and over in the United States% Moved within same county:% 20 to 24 years,Population 1 year and over in the United States% Moved within same county:% 25 to 29 years,Population 1 year and over in the United States% Moved within same county:% 30 to 34 years,Population 1 year and over in the United States% Moved within same county:% 35 to 39 years,Population 1 year and over in the United States% Moved within same county:% 40 to 44 years,Population 1 year and over in the United States% Moved within same county:% 45 to 49 years,Population 1 year and over in the United States% Moved within same county:% 50 to 54 years,Population 1 year and over in the United States% Moved within same county:% 55 to 59 years,Population 1 year and over in the United States% Moved within same county:% 60 to 64 years,Population 1 year and over in the United States% Moved within same county:% 65 to 69 years,Population 1 year and over in the United States% Moved within same county:% 70 to 74 years,Population 1 year and over in the United States% Moved within same county:% 75 years and over,Population 1 year and over in the United States% Moved from different county within same state:,Population 1 year and over in the United States% Moved from different county within same state:% 1 to 4 years,Population 1 year and over in the United States% Moved from different county within same state:% 5 to 17 years,Population 1 year and over in the United States% Moved from different county within same state:% 18 and 19 years,Population 1 year and over in the United States% Moved from different county within same state:% 20 to 24 years,Population 1 year and over in the United States% Moved from different county within same state:% 25 to 29 years,Population 1 year and over in the United States% Moved from different county within same state:% 30 to 34 years,Population 1 year and over in the United States% Moved from different county within same state:% 35 to 39 years,Population 1 year and over in the United States% Moved from different county within same state:% 40 to 44 years,Population 1 year and over in the United States% Moved from different county within same state:% 45 to 49 years,Population 1 year and over in the United States% Moved from different county within same state:% 50 to 54 years,Population 1 year and over in the United States% Moved from different county within same state:% 55 to 59 years,Population 1 year and over in the United States% Moved from different county within same state:% 60 to 64 years,Population 1 year and over in the United States% Moved from different county within same state:% 65 to 69 years,Population 1 year and over in the United States% Moved from different county within same state:% 70 to 74 years,Population 1 year and over in the United States% Moved from different county within same state:% 75 years and over,Population 1 year and over in the United States% Moved from different state:,Population 1 year and over in the United States% Moved from different state:% 1 to 4 years,Population 1 year and over in the United States% Moved from different state:% 5 to 17 years,Population 1 year and over in the United States% Moved from different state:% 18 and 19 years,Population 1 year and over in the United States% Moved from different state:% 20 to 24 years,Population 1 year and over in the United States% Moved from different state:% 25 to 29 years,Population 1 year and over in the United States% Moved from different state:% 30 to 34 years,Population 1 year and over in the United States% Moved from different state:% 35 to 39 years,Population 1 year and over in the United States% Moved from different state:% 40 to 44 years,Population 1 year and over in the United States% Moved from different state:% 45 to 49 years,Population 1 year and over in the United States% Moved from different state:% 50 to 54 years,Population 1 year and over in the United States% Moved from different state:% 55 to 59 years,Population 1 year and over in the United States% Moved from different state:% 60 to 64 years,Population 1 year and over in the United States% Moved from different state:% 65 to 69 years,Population 1 year and over in the United States% Moved from different state:% 70 to 74 years,Population 1 year and over in the United States% Moved from different state:% 75 years and over,Population 1 year and over in the United States% Moved from abroad:,Population 1 year and over in the United States% Moved from abroad:% 1 to 4 years,Population 1 year and over in the United States% Moved from abroad:% 5 to 17 years,Population 1 year and over in the United States% Moved from abroad:% 18 and 19 years,Population 1 year and over in the United States% Moved from abroad:% 20 to 24 years,Population 1 year and over in the United States% Moved from abroad:% 25 to 29 years,Population 1 year and over in the United States% Moved from abroad:% 30 to 34 years,Population 1 year and over in the United States% Moved from abroad:% 35 to 39 years,Population 1 year and over in the United States% Moved from abroad:% 40 to 44 years,Population 1 year and over in the United States% Moved from abroad:% 45 to 49 years,Population 1 year and over in the United States% Moved from abroad:% 50 to 54 years,Population 1 year and over in the United States% Moved from abroad:% 55 to 59 years,Population 1 year and over in the United States% Moved from abroad:% 60 to 64 years,Population 1 year and over in the United States% Moved from abroad:% 65 to 69 years,Population 1 year and over in the United States% Moved from abroad:% 70 to 74 years,Population 1 year and over in the United States% Moved from abroad:% 75 years and over,Population 1 year and over in the United States,Population 1 year and over in the United States% % 1 to 4 years,Population 1 year and over in the United States% % 5 to 17 years,Population 1 year and over in the United States% % 18 to 24 years,Population 1 year and over in the United States% % 25 to 34 years,Population 1 year and over in the United States% % 35 to 44 years,Population 1 year and over in the United States% % 45 to 54 years,Population 1 year and over in the United States% % 55 to 64 years,Population 1 year and over in the United States% % 65 to 74 years,Population 1 year and over in the United States% % 75 years and over,Population 1 year and over in the United States% Same house 1 year ago:,Population 1 year and over in the United States% Same house 1 year ago:% 1 to 4 years,Population 1 year and over in the United States% Same house 1 year ago:% 5 to 17 years,Population 1 year and over in the United States% Same house 1 year ago:% 18 to 24 years,Population 1 year and over in the United States% Same house 1 year ago:% 25 to 34 years,Population 1 year and over in the United States% Same house 1 year ago:% 35 to 44 years,Population 1 year and over in the United States% Same house 1 year ago:% 45 to 54 years,Population 1 year and over in the United States% Same house 1 year ago:% 55 to 64 years,Population 1 year and over in the United States% Same house 1 year ago:% 65 to 74 years,Population 1 year and over in the United States% Same house 1 year ago:% 75 years and over,Population 1 year and over in the United States% Moved within same county:,Population 1 year and over in the United States% Moved within same county:% 1 to 4 years,Population 1 year and over in the United States% Moved within same county:% 5 to 17 years,Population 1 year and over in the United States% Moved within same county:% 18 to 24 years,Population 1 year and over in the United States% Moved within same county:% 25 to 34 years,Population 1 year and over in the United States% Moved within same county:% 35 to 44 years,Population 1 year and over in the United States% Moved within same county:% 45 to 54 years,Population 1 year and over in the United States% Moved within same county:% 55 to 64 years,Population 1 year and over in the United States% Moved within same county:% 65 to 74 years,Population 1 year and over in the United States% Moved within same county:% 75 years and over,Population 1 year and over in the United States% Moved from different county within same state:,Population 1 year and over in the United States% Moved from different county within same state:% 1 to 4 years,Population 1 year and over in the United States% Moved from different county within same state:% 5 to 17 years,Population 1 year and over in the United States% Moved from different county within same state:% 18 to 24 years,Population 1 year and over in the United States% Moved from different county within same state:% 25 to 34 years,Population 1 year and over in the United States% Moved from different county within same state:% 35 to 44 years,Population 1 year and over in the United States% Moved from different county within same state:% 45 to 54 years,Population 1 year and over in the United States% Moved from different county within same state:% 55 to 64 years,Population 1 year and over in the United States% Moved from different county within same state:% 65 to 74 years,Population 1 year and over in the United States% Moved from different county within same state:% 75 years and over,Population 1 year and over in the United States% Moved from different state:,Population 1 year and over in the United States% Moved from different state:% 1 to 4 years,Population 1 year and over in the United States% Moved from different state:% 5 to 17 years,Population 1 year and over in the United States% Moved from different state:% 18 to 24 years,Population 1 year and over in the United States% Moved from different state:% 25 to 34 years,Population 1 year and over in the United States% Moved from different state:% 35 to 44 years,Population 1 year and over in the United States% Moved from different state:% 45 to 54 years,Population 1 year and over in the United States% Moved from different state:% 55 to 64 years,Population 1 year and over in the United States% Moved from different state:% 65 to 74 years,Population 1 year and over in the United States% Moved from different state:% 75 years and over,Population 1 year and over in the United States% Moved from abroad:,Population 1 year and over in the United States% Moved from abroad:% 1 to 4 years,Population 1 year and over in the United States% Moved from abroad:% 5 to 17 years,Population 1 year and over in the United States% Moved from abroad:% 18 to 24 years,Population 1 year and over in the United States% Moved from abroad:% 25 to 34 years,Population 1 year and over in the United States% Moved from abroad:% 35 to 44 years,Population 1 year and over in the United States% Moved from abroad:% 45 to 54 years,Population 1 year and over in the United States% Moved from abroad:% 55 to 64 years,Population 1 year and over in the United States% Moved from abroad:% 65 to 74 years,Population 1 year and over in the United States% Moved from abroad:% 75 years and over,Geographic Identifier,Area Name
0,ACSSF,20120.0,dc,0,23,2,624847.0,31526.0,70450.0,23631.0,59709.0,75158.0,63720.0,44527.0,41069.0,37918.0,37710.0,34811.0,32717.0,22363.0,17492.0,32046.0,500267.0,25201.0,62548.0,13686.0,32352.0,50499.0,49050.0,36154.0,34773.0,33764.0,33689.0,29750.0,29694.0,21461.0,16729.0,30917.0,61992.0,4190.0,5164.0,2292.0,13081.0,11565.0,7309.0,4179.0,3487.0,2069.0,2097.0,3190.0,1864.0,455.0,305.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53830.0,1802.0,2506.0,7291.0,12814.0,10444.0,5749.0,3694.0,2648.0,1639.0,1869.0,1485.0,895.0,447.0,261.0,286.0,8758.0,333.0,232.0,362.0,1462.0,2650.0,1612.0,500.0,161.0,446.0,55.0,386.0,264.0,0.0,197.0,98.0,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98,04001US11,District of Columbia -- Urban
1,ACSSF,20120.0,dc,0,23,3,624847.0,31526.0,70450.0,23631.0,59709.0,75158.0,63720.0,44527.0,41069.0,37918.0,37710.0,34811.0,32717.0,22363.0,17492.0,32046.0,500267.0,25201.0,62548.0,13686.0,32352.0,50499.0,49050.0,36154.0,34773.0,33764.0,33689.0,29750.0,29694.0,21461.0,16729.0,30917.0,61992.0,4190.0,5164.0,2292.0,13081.0,11565.0,7309.0,4179.0,3487.0,2069.0,2097.0,3190.0,1864.0,455.0,305.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53830.0,1802.0,2506.0,7291.0,12814.0,10444.0,5749.0,3694.0,2648.0,1639.0,1869.0,1485.0,895.0,447.0,261.0,286.0,8758.0,333.0,232.0,362.0,1462.0,2650.0,1612.0,500.0,161.0,446.0,55.0,386.0,264.0,0.0,197.0,98.0,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20120.0,dc,0,23,4,624847.0,31526.0,70450.0,23631.0,59709.0,75158.0,63720.0,44527.0,41069.0,37918.0,37710.0,34811.0,32717.0,22363.0,17492.0,32046.0,500267.0,25201.0,62548.0,13686.0,32352.0,50499.0,49050.0,36154.0,34773.0,33764.0,33689.0,29750.0,29694.0,21461.0,16729.0,30917.0,61992.0,4190.0,5164.0,2292.0,13081.0,11565.0,7309.0,4179.0,3487.0,2069.0,2097.0,3190.0,1864.0,455.0,305.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53830.0,1802.0,2506.0,7291.0,12814.0,10444.0,5749.0,3694.0,2648.0,1639.0,1869.0,1485.0,895.0,447.0,261.0,286.0,8758.0,333.0,232.0,362.0,1462.0,2650.0,1612.0,500.0,161.0,446.0,55.0,386.0,264.0,0.0,197.0,98.0,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20120.0,dc,0,23,5,624847.0,31526.0,70450.0,23631.0,59709.0,75158.0,63720.0,44527.0,41069.0,37918.0,37710.0,34811.0,32717.0,22363.0,17492.0,32046.0,500267.0,25201.0,62548.0,13686.0,32352.0,50499.0,49050.0,36154.0,34773.0,33764.0,33689.0,29750.0,29694.0,21461.0,16729.0,30917.0,61992.0,4190.0,5164.0,2292.0,13081.0,11565.0,7309.0,4179.0,3487.0,2069.0,2097.0,3190.0,1864.0,455.0,305.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53830.0,1802.0,2506.0,7291.0,12814.0,10444.0,5749.0,3694.0,2648.0,1639.0,1869.0,1485.0,895.0,447.0,261.0,286.0,8758.0,333.0,232.0,362.0,1462.0,2650.0,1612.0,500.0,161.0,446.0,55.0,386.0,264.0,0.0,197.0,98.0,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20120.0,dc,0,23,6,624847.0,31526.0,70450.0,23631.0,59709.0,75158.0,63720.0,44527.0,41069.0,37918.0,37710.0,34811.0,32717.0,22363.0,17492.0,32046.0,500267.0,25201.0,62548.0,13686.0,32352.0,50499.0,49050.0,36154.0,34773.0,33764.0,33689.0,29750.0,29694.0,21461.0,16729.0,30917.0,61992.0,4190.0,5164.0,2292.0,13081.0,11565.0,7309.0,4179.0,3487.0,2069.0,2097.0,3190.0,1864.0,455.0,305.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53830.0,1802.0,2506.0,7291.0,12814.0,10444.0,5749.0,3694.0,2648.0,1639.0,1869.0,1485.0,895.0,447.0,261.0,286.0,8758.0,333.0,232.0,362.0,1462.0,2650.0,1612.0,500.0,161.0,446.0,55.0,386.0,264.0,0.0,197.0,98.0,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20120.0,dc,0,23,7,624847.0,31526.0,70450.0,23631.0,59709.0,75158.0,63720.0,44527.0,41069.0,37918.0,37710.0,34811.0,32717.0,22363.0,17492.0,32046.0,500267.0,25201.0,62548.0,13686.0,32352.0,50499.0,49050.0,36154.0,34773.0,33764.0,33689.0,29750.0,29694.0,21461.0,16729.0,30917.0,61992.0,4190.0,5164.0,2292.0,13081.0,11565.0,7309.0,4179.0,3487.0,2069.0,2097.0,3190.0,1864.0,455.0,305.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53830.0,1802.0,2506.0,7291.0,12814.0,10444.0,5749.0,3694.0,2648.0,1639.0,1869.0,1485.0,895.0,447.0,261.0,286.0,8758.0,333.0,232.0,362.0,1462.0,2650.0,1612.0,500.0,161.0,446.0,55.0,386.0,264.0,0.0,197.0,98.0,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20120.0,dc,0,23,8,624847.0,31526.0,70450.0,23631.0,59709.0,75158.0,63720.0,44527.0,41069.0,37918.0,37710.0,34811.0,32717.0,22363.0,17492.0,32046.0,500267.0,25201.0,62548.0,13686.0,32352.0,50499.0,49050.0,36154.0,34773.0,33764.0,33689.0,29750.0,29694.0,21461.0,16729.0,30917.0,61992.0,4190.0,5164.0,2292.0,13081.0,11565.0,7309.0,4179.0,3487.0,2069.0,2097.0,3190.0,1864.0,455.0,305.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53830.0,1802.0,2506.0,7291.0,12814.0,10444.0,5749.0,3694.0,2648.0,1639.0,1869.0,1485.0,895.0,447.0,261.0,286.0,8758.0,333.0,232.0,362.0,1462.0,2650.0,1612.0,500.0,161.0,446.0,55.0,386.0,264.0,0.0,197.0,98.0,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20120.0,dc,0,23,9,624847.0,31526.0,70450.0,23631.0,59709.0,75158.0,63720.0,44527.0,41069.0,37918.0,37710.0,34811.0,32717.0,22363.0,17492.0,32046.0,500267.0,25201.0,62548.0,13686.0,32352.0,50499.0,49050.0,36154.0,34773.0,33764.0,33689.0,29750.0,29694.0,21461.0,16729.0,30917.0,61992.0,4190.0,5164.0,2292.0,13081.0,11565.0,7309.0,4179.0,3487.0,2069.0,2097.0,3190.0,1864.0,455.0,305.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53830.0,1802.0,2506.0,7291.0,12814.0,10444.0,5749.0,3694.0,2648.0,1639.0,1869.0,1485.0,895.0,447.0,261.0,286.0,8758.0,333.0,232.0,362.0,1462.0,2650.0,1612.0,500.0,161.0,446.0,55.0,386.0,264.0,0.0,197.0,98.0,624847,31526,70450,83340,138878,85596,75628,67528,39855,32046,500267,25201,62548,46038,99549,70927,67453,59444,38190,30917,61992,4190,5164,15373,18874,7666,4166,5054,760,745,0,0,0,0,0,0,0,0,0,0,53830,1802,2506,20105,16193,6342,3508,2380,708,286,8758,333,232,1824,4262,661,501,650,197,98,50000US1198,"Delegate District (at Large) (113th Congress), District of Columbia"
8,ACSSF,20120.0,dc,0,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107387,5005,10255,18278,18664,13756,13061,11257,8746,8365,82149,3938,9485,5992,13261,11227,11430,10586,8225,8005,9673,555,600,4507,1967,1249,312,370,0,113,0,0,0,0,0,0,0,0,0,0,13388,512,149,7202,2194,1212,1281,110,481,247,2177,0,21,577,1242,68,38,191,40,0,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20120.0,dc,0,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121454,6423,14522,12138,27233,17190,15542,13139,7957,7310,102327,6182,12648,8104,19587,15023,14514,11629,7569,7071,9457,15,1320,1513,3707,1353,581,672,96,200,0,0,0,0,0,0,0,0,0,0,8827,26,499,2512,3843,590,366,777,175,39,843,200,55,9,96,224,81,61,117,0,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
