,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Civilian noninstitutionalized population 18 years and over,"Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Male:","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Male:%%18 to 64 years:","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Male:%%18 to 64 years:%%With public coverage","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Male:%%18 to 64 years:%%No public coverage","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Male:%%65 years and over:","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Male:%%65 years and over:%%With public coverage","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Male:%%65 years and over:%%No public coverage","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Female:","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Female:%%18 to 64 years:","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Female:%%18 to 64 years:%%With public coverage","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Female:%%18 to 64 years:%%No public coverage","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Female:%%65 years and over:","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Female:%%65 years and over:%%With public coverage","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%Female:%%65 years and over:%%No public coverage","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Male:","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Male:%%18 to 64 years:","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Male:%%18 to 64 years:%%With public coverage","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Male:%%18 to 64 years:%%No public coverage","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Male:%%65 years and over:","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Male:%%65 years and over:%%With public coverage","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Male:%%65 years and over:%%No public coverage","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Female:","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Female:%%18 to 64 years:","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Female:%%18 to 64 years:%%With public coverage","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Female:%%18 to 64 years:%%No public coverage","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Female:%%65 years and over:","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Female:%%65 years and over:%%With public coverage","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%Female:%%65 years and over:%%No public coverage",Civilian noninstitutionalized population 18 years and over%%Did not work:,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Male:,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Male:%%18 to 64 years:,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Male:%%18 to 64 years:%%With public coverage,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Male:%%18 to 64 years:%%No public coverage,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Male:%%65 years and over:,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Male:%%65 years and over:%%With public coverage,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Male:%%65 years and over:%%No public coverage,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Female:,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Female:%%18 to 64 years:,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Female:%%18 to 64 years:%%With public coverage,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Female:%%18 to 64 years:%%No public coverage,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Female:%%65 years and over:,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Female:%%65 years and over:%%With public coverage,Civilian noninstitutionalized population 18 years and over%%Did not work:%%Female:%%65 years and over:%%No public coverage,Civilian population living in households,"Civilian population living in households%%Under $25,000:","Civilian population living in households%%Under $25,000:%%With health insurance coverage","Civilian population living in households%%Under $25,000:%%With health insurance coverage%%With private health insurance","Civilian population living in households%%Under $25,000:%%With health insurance coverage%%With public coverage","Civilian population living in households%%Under $25,000:%%No health insurance coverage","Civilian population living in households%%$25,000 to $49,999:","Civilian population living in households%%$25,000 to $49,999:%%With health insurance coverage","Civilian population living in households%%$25,000 to $49,999:%%With health insurance coverage%%With private health insurance","Civilian population living in households%%$25,000 to $49,999:%%With health insurance coverage%%With public coverage","Civilian population living in households%%$25,000 to $49,999:%%No health insurance coverage","Civilian population living in households%%$50,000 to $74,999:","Civilian population living in households%%$50,000 to $74,999:%%With health insurance coverage","Civilian population living in households%%$50,000 to $74,999:%%With health insurance coverage%%With private health insurance","Civilian population living in households%%$50,000 to $74,999:%%With health insurance coverage%%With public coverage","Civilian population living in households%%$50,000 to $74,999:%%No health insurance coverage","Civilian population living in households%%$75,000 to $99,999:","Civilian population living in households%%$75,000 to $99,999:%%With health insurance coverage","Civilian population living in households%%$75,000 to $99,999:%%With health insurance coverage%%With private health insurance","Civilian population living in households%%$75,000 to $99,999:%%With health insurance coverage%%With public coverage","Civilian population living in households%%$75,000 to $99,999:%%No health insurance coverage","Civilian population living in households%%$100,000 or more:","Civilian population living in households%%$100,000 or more:%%With health insurance coverage","Civilian population living in households%%$100,000 or more:%%With health insurance coverage%%With private health insurance","Civilian population living in households%%$100,000 or more:%%With health insurance coverage%%With public coverage","Civilian population living in households%%$100,000 or more:%%No health insurance coverage",Civilian noninstitutionalized population 18 years and over,"Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%18 to 64 years:","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%18 to 64 years:%%With public coverage","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%18 to 64 years:%%No public coverage","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%65 years and over:","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%65 years and over:%%With public coverage","Civilian noninstitutionalized population 18 years and over%%Worked full-time, year-round:%%65 years and over:%%No public coverage","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%18 to 64 years:","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%18 to 64 years:%%With public coverage","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%18 to 64 years:%%No public coverage","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%65 years and over:","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%65 years and over:%%With public coverage","Civilian noninstitutionalized population 18 years and over%%Worked less than full-time, year-round:%%65 years and over:%%No public coverage",Civilian noninstitutionalized population 18 years and over%%Did not work:,Civilian noninstitutionalized population 18 years and over%%Did not work:%%18 to 64 years:,Civilian noninstitutionalized population 18 years and over%%Did not work:%%18 to 64 years:%%With public coverage,Civilian noninstitutionalized population 18 years and over%%Did not work:%%18 to 64 years:%%No public coverage,Civilian noninstitutionalized population 18 years and over%%Did not work:%%65 years and over:,Civilian noninstitutionalized population 18 years and over%%Did not work:%%65 years and over:%%With public coverage,Civilian noninstitutionalized population 18 years and over%%Did not work:%%65 years and over:%%No public coverage,Geographic Identifier,Area Name
0,ACSSF,20130.0,dc,0,161,2,524546,249938,125956,120661,10194,110467,5295,4150,1145,123982,120166,9957,110209,3816,2783,1033,127053,57664,53170,11712,41458,4494,4354,140,69389,64184,17430,46754,5205,4925,280,147555,58825,39392,21205,18187,19433,18402,1031,88730,55580,31540,24040,33150,31056,2094,604618,118319,110168,35729,88002,8151,98248,88159,51572,53257,10089,85348,77425,59610,29732,7923,56633,51832,44304,12647,4801,246070,237192,223738,34459,8878,524546,249938,240827,20151,220676,9111,6933,2178,127053,117354,29142,88212,9699,9279,420,147555,94972,52745,42227,52583,49458,3125,04001US11,District of Columbia -- Urban
1,ACSSF,20130.0,dc,0,161,3,524546,249938,125956,120661,10194,110467,5295,4150,1145,123982,120166,9957,110209,3816,2783,1033,127053,57664,53170,11712,41458,4494,4354,140,69389,64184,17430,46754,5205,4925,280,147555,58825,39392,21205,18187,19433,18402,1031,88730,55580,31540,24040,33150,31056,2094,604618,118319,110168,35729,88002,8151,98248,88159,51572,53257,10089,85348,77425,59610,29732,7923,56633,51832,44304,12647,4801,246070,237192,223738,34459,8878,524546,249938,240827,20151,220676,9111,6933,2178,127053,117354,29142,88212,9699,9279,420,147555,94972,52745,42227,52583,49458,3125,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20130.0,dc,0,161,4,524546,249938,125956,120661,10194,110467,5295,4150,1145,123982,120166,9957,110209,3816,2783,1033,127053,57664,53170,11712,41458,4494,4354,140,69389,64184,17430,46754,5205,4925,280,147555,58825,39392,21205,18187,19433,18402,1031,88730,55580,31540,24040,33150,31056,2094,604618,118319,110168,35729,88002,8151,98248,88159,51572,53257,10089,85348,77425,59610,29732,7923,56633,51832,44304,12647,4801,246070,237192,223738,34459,8878,524546,249938,240827,20151,220676,9111,6933,2178,127053,117354,29142,88212,9699,9279,420,147555,94972,52745,42227,52583,49458,3125,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20130.0,dc,0,161,5,524546,249938,125956,120661,10194,110467,5295,4150,1145,123982,120166,9957,110209,3816,2783,1033,127053,57664,53170,11712,41458,4494,4354,140,69389,64184,17430,46754,5205,4925,280,147555,58825,39392,21205,18187,19433,18402,1031,88730,55580,31540,24040,33150,31056,2094,604618,118319,110168,35729,88002,8151,98248,88159,51572,53257,10089,85348,77425,59610,29732,7923,56633,51832,44304,12647,4801,246070,237192,223738,34459,8878,524546,249938,240827,20151,220676,9111,6933,2178,127053,117354,29142,88212,9699,9279,420,147555,94972,52745,42227,52583,49458,3125,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20130.0,dc,0,161,6,524546,249938,125956,120661,10194,110467,5295,4150,1145,123982,120166,9957,110209,3816,2783,1033,127053,57664,53170,11712,41458,4494,4354,140,69389,64184,17430,46754,5205,4925,280,147555,58825,39392,21205,18187,19433,18402,1031,88730,55580,31540,24040,33150,31056,2094,604618,118319,110168,35729,88002,8151,98248,88159,51572,53257,10089,85348,77425,59610,29732,7923,56633,51832,44304,12647,4801,246070,237192,223738,34459,8878,524546,249938,240827,20151,220676,9111,6933,2178,127053,117354,29142,88212,9699,9279,420,147555,94972,52745,42227,52583,49458,3125,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20130.0,dc,0,161,7,524546,249938,125956,120661,10194,110467,5295,4150,1145,123982,120166,9957,110209,3816,2783,1033,127053,57664,53170,11712,41458,4494,4354,140,69389,64184,17430,46754,5205,4925,280,147555,58825,39392,21205,18187,19433,18402,1031,88730,55580,31540,24040,33150,31056,2094,604618,118319,110168,35729,88002,8151,98248,88159,51572,53257,10089,85348,77425,59610,29732,7923,56633,51832,44304,12647,4801,246070,237192,223738,34459,8878,524546,249938,240827,20151,220676,9111,6933,2178,127053,117354,29142,88212,9699,9279,420,147555,94972,52745,42227,52583,49458,3125,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20130.0,dc,0,161,8,524546,249938,125956,120661,10194,110467,5295,4150,1145,123982,120166,9957,110209,3816,2783,1033,127053,57664,53170,11712,41458,4494,4354,140,69389,64184,17430,46754,5205,4925,280,147555,58825,39392,21205,18187,19433,18402,1031,88730,55580,31540,24040,33150,31056,2094,604618,118319,110168,35729,88002,8151,98248,88159,51572,53257,10089,85348,77425,59610,29732,7923,56633,51832,44304,12647,4801,246070,237192,223738,34459,8878,524546,249938,240827,20151,220676,9111,6933,2178,127053,117354,29142,88212,9699,9279,420,147555,94972,52745,42227,52583,49458,3125,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20130.0,dc,0,161,9,524546,249938,125956,120661,10194,110467,5295,4150,1145,123982,120166,9957,110209,3816,2783,1033,127053,57664,53170,11712,41458,4494,4354,140,69389,64184,17430,46754,5205,4925,280,147555,58825,39392,21205,18187,19433,18402,1031,88730,55580,31540,24040,33150,31056,2094,604618,118319,110168,35729,88002,8151,98248,88159,51572,53257,10089,85348,77425,59610,29732,7923,56633,51832,44304,12647,4801,246070,237192,223738,34459,8878,524546,249938,240827,20151,220676,9111,6933,2178,127053,117354,29142,88212,9699,9279,420,147555,94972,52745,42227,52583,49458,3125,50000US1198,"Delegate District (at Large) (113th Congress), District of Columbia"
8,ACSSF,20130.0,dc,0,161,10,88388,45250,21547,19288,0,19288,2259,1960,299,23703,22510,82,22428,1193,979,214,25307,11061,9616,900,8716,1445,1421,24,14246,12381,805,11576,1865,1769,96,17831,6201,2870,177,2693,3331,3126,205,11630,5925,667,5258,5705,5212,493,96482,7171,6545,5594,2267,626,7375,6829,6166,1806,546,7088,6577,6228,1573,511,6261,6261,5995,1298,0,68587,66021,64313,9664,2566,88388,45250,41798,82,41716,3452,2939,513,25307,21997,1705,20292,3310,3190,120,17831,8795,844,7951,9036,8338,698,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20130.0,dc,0,161,11,99962,49951,27786,27138,3808,23330,648,462,186,22165,21266,2976,18290,899,657,242,22438,10472,9538,2807,6731,934,897,37,11966,11241,4399,6842,725,684,41,27573,11363,7210,2839,4371,4153,4072,81,16210,9333,5212,4121,6877,6436,441,119463,16241,13999,6705,10905,2242,24626,21879,13153,16171,2747,21304,19105,12408,9860,2199,11030,9237,7594,2948,1793,46262,43209,39251,7389,3053,99962,49951,48404,6784,41620,1547,1119,428,22438,20779,7206,13573,1659,1581,78,27573,16543,8051,8492,11030,10508,522,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
10,ACSSF,20130.0,dc,0,161,12,89864,43397,21623,20841,1669,19172,782,556,226,21774,21355,602,20753,419,358,61,19686,9188,8624,1756,6868,564,521,43,10498,9618,2582,7036,880,846,34,26781,10523,6349,3863,2486,4174,3798,376,16258,9531,6138,3393,6727,6368,359,105560,19627,18425,5613,15490,1202,12217,11213,6696,7411,1004,13504,12545,10682,4020,959,12419,11230,9010,3415,1189,47793,46374,44047,6465,1419,89864,43397,42196,2271,39925,1201,914,287,19686,18242,4338,13904,1444,1367,77,26781,15880,10001,5879,10901,10166,735,79500US1100103,"District of Columbia (Northeast) PUMA, District of Columbia"
11,ACSSF,20130.0,dc,0,161,13,107037,34380,13562,13123,3352,9771,439,390,49,20818,20092,4988,15104,726,488,238,21773,9440,8998,3945,5053,442,442,0,12333,11731,6864,4867,602,553,49,50884,20835,15948,11642,4306,4887,4611,276,30049,21631,16589,5042,8418,7893,525,143581,51980,50155,7637,45669,1825,36789,33309,15145,21409,3480,27012,24698,17365,11302,2314,13047,11982,9107,3777,1065,14753,14016,10717,5778,737,107037,34380,33215,8340,24875,1165,878,287,21773,20729,10809,9920,1044,995,49,50884,37579,28231,9348,13305,12504,801,79500US1100104,"District of Columbia (East) PUMA, District of Columbia"
