,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Afghan,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Albanian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Alsatian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% American,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Arab:,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Arab:% Egyptian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Arab:% Iraqi,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Arab:% Jordanian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Arab:% Lebanese,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Arab:% Moroccan,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Arab:% Palestinian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Arab:% Syrian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Arab:% Arab,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Arab:% Other Arab,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Armenian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Assyrian/Chaldean/Syriac,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Australian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Austrian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Basque,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Belgian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Brazilian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% British,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Bulgarian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Cajun,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Canadian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Carpatho Rusyn,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Celtic,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Croatian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Cypriot,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Czech,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Czechoslovakian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Danish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Dutch,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Eastern European,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% English,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Estonian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% European,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Finnish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% French (except Basque),PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% French Canadian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% German,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% German Russian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Greek,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Guyanese,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Hungarian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Icelander,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Iranian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Irish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Israeli,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Italian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Latvian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Lithuanian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Luxemburger,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Macedonian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Maltese,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% New Zealander,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Northern European,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Norwegian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Pennsylvania German,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Polish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Portuguese,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Romanian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Russian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Scandinavian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Scotch-Irish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Scottish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Serbian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Slavic,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Slovak,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Slovene,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Soviet Union,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% Cape Verdean,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% Ethiopian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% Ghanaian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% Kenyan,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% Liberian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% Nigerian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% Senegalese,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% Sierra Leonean,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% Somali,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% South African,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% Sudanese,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% Ugandan,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% Zimbabwean,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% African,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African:% Other Subsaharan African,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Swedish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Swiss,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Turkish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Ukrainian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Welsh,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups):,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups):% Bahamian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups):% Barbadian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups):% Belizean,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups):% Bermudan,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups):% British West Indian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups):% Dutch West Indian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups):% Haitian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups):% Jamaican,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups):% Trinidadian and Tobagonian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups):% U.S. Virgin Islander,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups):% West Indian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups):% Other West Indian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Yugoslavian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Other groups,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% American,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Arab,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% British,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Czech,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Danish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Dutch,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% English,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% European,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% French (except Basque),PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% French Canadian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% German,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Greek,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Hungarian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Irish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Italian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Lithuanian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Norwegian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Polish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Portuguese,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Russian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Scotch-Irish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Scottish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Slovak,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Subsaharan African,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Swedish,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Swiss,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Ukrainian,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Welsh,PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% West Indian (except Hispanic groups),PEOPLE REPORTING SINGLE ANCESTRY for People reporting single ancestry% Other groups,Geographic Identifier,Area Name
0,ACSSF,20150.0,dc,0,7,2,422100.0,90.0,549.0,0.0,8063.0,3398.0,616.0,0.0,0.0,940.0,557.0,357.0,335.0,413.0,180.0,589.0,0.0,301.0,690.0,0.0,131.0,719.0,2586.0,373.0,37.0,692.0,0.0,70.0,368.0,66.0,163.0,0.0,525.0,1051.0,2790.0,9188.0,0.0,16352.0,344.0,3425.0,430.0,11254.0,0.0,418.0,401.0,450.0,97.0,2149.0,11011.0,115.0,8505.0,46.0,594.0,0.0,62.0,44.0,0.0,987.0,1013.0,72.0,4303.0,527.0,163.0,2206.0,150.0,1449.0,1428.0,534.0,0.0,234.0,213.0,0.0,15239.0,38.0,3827.0,552.0,321.0,112.0,2854.0,43.0,349.0,0.0,314.0,247.0,105.0,0.0,5860.0,617.0,1026.0,131.0,558.0,1060.0,459.0,8305.0,133.0,0.0,0.0,69.0,146.0,27.0,2180.0,4448.0,680.0,0.0,599.0,23.0,150.0,293757.0,422100.0,8063.0,3398.0,2586.0,163.0,525.0,1051.0,9188.0,16352.0,3425.0,430.0,11254.0,418.0,450.0,11011.0,8505.0,594.0,1013.0,4303.0,527.0,2206.0,1449.0,1428.0,234.0,15239.0,1026.0,131.0,1060.0,459.0,8305.0,307307.0,04001US11,District of Columbia -- Urban
1,ACSSF,20150.0,dc,0,7,3,422100.0,90.0,549.0,0.0,8063.0,3398.0,616.0,0.0,0.0,940.0,557.0,357.0,335.0,413.0,180.0,589.0,0.0,301.0,690.0,0.0,131.0,719.0,2586.0,373.0,37.0,692.0,0.0,70.0,368.0,66.0,163.0,0.0,525.0,1051.0,2790.0,9188.0,0.0,16352.0,344.0,3425.0,430.0,11254.0,0.0,418.0,401.0,450.0,97.0,2149.0,11011.0,115.0,8505.0,46.0,594.0,0.0,62.0,44.0,0.0,987.0,1013.0,72.0,4303.0,527.0,163.0,2206.0,150.0,1449.0,1428.0,534.0,0.0,234.0,213.0,0.0,15239.0,38.0,3827.0,552.0,321.0,112.0,2854.0,43.0,349.0,0.0,314.0,247.0,105.0,0.0,5860.0,617.0,1026.0,131.0,558.0,1060.0,459.0,8305.0,133.0,0.0,0.0,69.0,146.0,27.0,2180.0,4448.0,680.0,0.0,599.0,23.0,150.0,293757.0,422100.0,8063.0,3398.0,2586.0,163.0,525.0,1051.0,9188.0,16352.0,3425.0,430.0,11254.0,418.0,450.0,11011.0,8505.0,594.0,1013.0,4303.0,527.0,2206.0,1449.0,1428.0,234.0,15239.0,1026.0,131.0,1060.0,459.0,8305.0,307307.0,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20150.0,dc,0,7,4,422100.0,90.0,549.0,0.0,8063.0,3398.0,616.0,0.0,0.0,940.0,557.0,357.0,335.0,413.0,180.0,589.0,0.0,301.0,690.0,0.0,131.0,719.0,2586.0,373.0,37.0,692.0,0.0,70.0,368.0,66.0,163.0,0.0,525.0,1051.0,2790.0,9188.0,0.0,16352.0,344.0,3425.0,430.0,11254.0,0.0,418.0,401.0,450.0,97.0,2149.0,11011.0,115.0,8505.0,46.0,594.0,0.0,62.0,44.0,0.0,987.0,1013.0,72.0,4303.0,527.0,163.0,2206.0,150.0,1449.0,1428.0,534.0,0.0,234.0,213.0,0.0,15239.0,38.0,3827.0,552.0,321.0,112.0,2854.0,43.0,349.0,0.0,314.0,247.0,105.0,0.0,5860.0,617.0,1026.0,131.0,558.0,1060.0,459.0,8305.0,133.0,0.0,0.0,69.0,146.0,27.0,2180.0,4448.0,680.0,0.0,599.0,23.0,150.0,293757.0,422100.0,8063.0,3398.0,2586.0,163.0,525.0,1051.0,9188.0,16352.0,3425.0,430.0,11254.0,418.0,450.0,11011.0,8505.0,594.0,1013.0,4303.0,527.0,2206.0,1449.0,1428.0,234.0,15239.0,1026.0,131.0,1060.0,459.0,8305.0,307307.0,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20150.0,dc,0,7,5,422100.0,90.0,549.0,0.0,8063.0,3398.0,616.0,0.0,0.0,940.0,557.0,357.0,335.0,413.0,180.0,589.0,0.0,301.0,690.0,0.0,131.0,719.0,2586.0,373.0,37.0,692.0,0.0,70.0,368.0,66.0,163.0,0.0,525.0,1051.0,2790.0,9188.0,0.0,16352.0,344.0,3425.0,430.0,11254.0,0.0,418.0,401.0,450.0,97.0,2149.0,11011.0,115.0,8505.0,46.0,594.0,0.0,62.0,44.0,0.0,987.0,1013.0,72.0,4303.0,527.0,163.0,2206.0,150.0,1449.0,1428.0,534.0,0.0,234.0,213.0,0.0,15239.0,38.0,3827.0,552.0,321.0,112.0,2854.0,43.0,349.0,0.0,314.0,247.0,105.0,0.0,5860.0,617.0,1026.0,131.0,558.0,1060.0,459.0,8305.0,133.0,0.0,0.0,69.0,146.0,27.0,2180.0,4448.0,680.0,0.0,599.0,23.0,150.0,293757.0,422100.0,8063.0,3398.0,2586.0,163.0,525.0,1051.0,9188.0,16352.0,3425.0,430.0,11254.0,418.0,450.0,11011.0,8505.0,594.0,1013.0,4303.0,527.0,2206.0,1449.0,1428.0,234.0,15239.0,1026.0,131.0,1060.0,459.0,8305.0,307307.0,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20150.0,dc,0,7,6,422100.0,90.0,549.0,0.0,8063.0,3398.0,616.0,0.0,0.0,940.0,557.0,357.0,335.0,413.0,180.0,589.0,0.0,301.0,690.0,0.0,131.0,719.0,2586.0,373.0,37.0,692.0,0.0,70.0,368.0,66.0,163.0,0.0,525.0,1051.0,2790.0,9188.0,0.0,16352.0,344.0,3425.0,430.0,11254.0,0.0,418.0,401.0,450.0,97.0,2149.0,11011.0,115.0,8505.0,46.0,594.0,0.0,62.0,44.0,0.0,987.0,1013.0,72.0,4303.0,527.0,163.0,2206.0,150.0,1449.0,1428.0,534.0,0.0,234.0,213.0,0.0,15239.0,38.0,3827.0,552.0,321.0,112.0,2854.0,43.0,349.0,0.0,314.0,247.0,105.0,0.0,5860.0,617.0,1026.0,131.0,558.0,1060.0,459.0,8305.0,133.0,0.0,0.0,69.0,146.0,27.0,2180.0,4448.0,680.0,0.0,599.0,23.0,150.0,293757.0,422100.0,8063.0,3398.0,2586.0,163.0,525.0,1051.0,9188.0,16352.0,3425.0,430.0,11254.0,418.0,450.0,11011.0,8505.0,594.0,1013.0,4303.0,527.0,2206.0,1449.0,1428.0,234.0,15239.0,1026.0,131.0,1060.0,459.0,8305.0,307307.0,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20150.0,dc,0,7,7,422100.0,90.0,549.0,0.0,8063.0,3398.0,616.0,0.0,0.0,940.0,557.0,357.0,335.0,413.0,180.0,589.0,0.0,301.0,690.0,0.0,131.0,719.0,2586.0,373.0,37.0,692.0,0.0,70.0,368.0,66.0,163.0,0.0,525.0,1051.0,2790.0,9188.0,0.0,16352.0,344.0,3425.0,430.0,11254.0,0.0,418.0,401.0,450.0,97.0,2149.0,11011.0,115.0,8505.0,46.0,594.0,0.0,62.0,44.0,0.0,987.0,1013.0,72.0,4303.0,527.0,163.0,2206.0,150.0,1449.0,1428.0,534.0,0.0,234.0,213.0,0.0,15239.0,38.0,3827.0,552.0,321.0,112.0,2854.0,43.0,349.0,0.0,314.0,247.0,105.0,0.0,5860.0,617.0,1026.0,131.0,558.0,1060.0,459.0,8305.0,133.0,0.0,0.0,69.0,146.0,27.0,2180.0,4448.0,680.0,0.0,599.0,23.0,150.0,293757.0,422100.0,8063.0,3398.0,2586.0,163.0,525.0,1051.0,9188.0,16352.0,3425.0,430.0,11254.0,418.0,450.0,11011.0,8505.0,594.0,1013.0,4303.0,527.0,2206.0,1449.0,1428.0,234.0,15239.0,1026.0,131.0,1060.0,459.0,8305.0,307307.0,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20150.0,dc,0,7,8,422100.0,90.0,549.0,0.0,8063.0,3398.0,616.0,0.0,0.0,940.0,557.0,357.0,335.0,413.0,180.0,589.0,0.0,301.0,690.0,0.0,131.0,719.0,2586.0,373.0,37.0,692.0,0.0,70.0,368.0,66.0,163.0,0.0,525.0,1051.0,2790.0,9188.0,0.0,16352.0,344.0,3425.0,430.0,11254.0,0.0,418.0,401.0,450.0,97.0,2149.0,11011.0,115.0,8505.0,46.0,594.0,0.0,62.0,44.0,0.0,987.0,1013.0,72.0,4303.0,527.0,163.0,2206.0,150.0,1449.0,1428.0,534.0,0.0,234.0,213.0,0.0,15239.0,38.0,3827.0,552.0,321.0,112.0,2854.0,43.0,349.0,0.0,314.0,247.0,105.0,0.0,5860.0,617.0,1026.0,131.0,558.0,1060.0,459.0,8305.0,133.0,0.0,0.0,69.0,146.0,27.0,2180.0,4448.0,680.0,0.0,599.0,23.0,150.0,293757.0,422100.0,8063.0,3398.0,2586.0,163.0,525.0,1051.0,9188.0,16352.0,3425.0,430.0,11254.0,418.0,450.0,11011.0,8505.0,594.0,1013.0,4303.0,527.0,2206.0,1449.0,1428.0,234.0,15239.0,1026.0,131.0,1060.0,459.0,8305.0,307307.0,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20150.0,dc,0,7,9,422100.0,90.0,549.0,0.0,8063.0,3398.0,616.0,0.0,0.0,940.0,557.0,357.0,335.0,413.0,180.0,589.0,0.0,301.0,690.0,0.0,131.0,719.0,2586.0,373.0,37.0,692.0,0.0,70.0,368.0,66.0,163.0,0.0,525.0,1051.0,2790.0,9188.0,0.0,16352.0,344.0,3425.0,430.0,11254.0,0.0,418.0,401.0,450.0,97.0,2149.0,11011.0,115.0,8505.0,46.0,594.0,0.0,62.0,44.0,0.0,987.0,1013.0,72.0,4303.0,527.0,163.0,2206.0,150.0,1449.0,1428.0,534.0,0.0,234.0,213.0,0.0,15239.0,38.0,3827.0,552.0,321.0,112.0,2854.0,43.0,349.0,0.0,314.0,247.0,105.0,0.0,5860.0,617.0,1026.0,131.0,558.0,1060.0,459.0,8305.0,133.0,0.0,0.0,69.0,146.0,27.0,2180.0,4448.0,680.0,0.0,599.0,23.0,150.0,293757.0,422100.0,8063.0,3398.0,2586.0,163.0,525.0,1051.0,9188.0,16352.0,3425.0,430.0,11254.0,418.0,450.0,11011.0,8505.0,594.0,1013.0,4303.0,527.0,2206.0,1449.0,1428.0,234.0,15239.0,1026.0,131.0,1060.0,459.0,8305.0,307307.0,50000US1198,"Delegate District (at Large) (114th Congress), District of Columbia"
8,ACSSF,20150.0,dc,0,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58454.0,2132.0,609.0,1130.0,67.0,91.0,380.0,4106.0,6650.0,1835.0,28.0,2651.0,130.0,156.0,3272.0,2270.0,344.0,342.0,1180.0,396.0,854.0,157.0,538.0,169.0,810.0,493.0,93.0,332.0,53.0,528.0,26658.0,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20150.0,dc,0,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
