,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,IMPUTATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-occupied housing units,IMPUTATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-occupied housing units% Housing units with a mortgage:,IMPUTATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-occupied housing units% Housing units with a mortgage:% Selected monthly owner costs --% One or more items imputed,IMPUTATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-occupied housing units% Housing units with a mortgage:% Selected monthly owner costs --% No items imputed,IMPUTATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-occupied housing units% Housing units without a mortgage:,IMPUTATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-occupied housing units% Housing units without a mortgage:% Selected monthly owner costs --% One or more items imputed,IMPUTATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS for Owner-occupied housing units% Housing units without a mortgage:% Selected monthly owner costs --% No items imputed,IMPUTATION OF SELECTED MONTHLY OWNER COSTS FOR OWNER-OCCUPIED HOUSING UNITS for Owner-occupied housing units,IMPUTATION OF SELECTED MONTHLY OWNER COSTS FOR OWNER-OCCUPIED HOUSING UNITS for Owner-occupied housing units% 1 or more items imputed,IMPUTATION OF SELECTED MONTHLY OWNER COSTS FOR OWNER-OCCUPIED HOUSING UNITS for Owner-occupied housing units% Not imputed,IMPUTATION OF VACANCY STATUS for Vacant housing units,IMPUTATION OF VACANCY STATUS for Vacant housing units% Imputed,IMPUTATION OF VACANCY STATUS for Vacant housing units% Not imputed,IMPUTATION OF ROOMS for Housing units,IMPUTATION OF ROOMS for Housing units% Imputed,IMPUTATION OF ROOMS for Housing units% Not imputed,IMPUTATION OF UNITS IN STRUCTURE for Housing units,IMPUTATION OF UNITS IN STRUCTURE for Housing units% Imputed,IMPUTATION OF UNITS IN STRUCTURE for Housing units% Not imputed,IMPUTATION OF YEAR STRUCTURE BUILT for Housing units,IMPUTATION OF YEAR STRUCTURE BUILT for Housing units% Imputed,IMPUTATION OF YEAR STRUCTURE BUILT for Housing units% Not imputed,IMPUTATION OF YEAR HOUSEHOLDER MOVED INTO UNIT for Occupied housing units,IMPUTATION OF YEAR HOUSEHOLDER MOVED INTO UNIT for Occupied housing units% Imputed,IMPUTATION OF YEAR HOUSEHOLDER MOVED INTO UNIT for Occupied housing units% Not imputed,IMPUTATION OF BEDROOMS for Housing units,IMPUTATION OF BEDROOMS for Housing units% Imputed,IMPUTATION OF BEDROOMS for Housing units% Not imputed,IMPUTATION OF PLUMBING FACILITIES for Housing units,IMPUTATION OF PLUMBING FACILITIES for Housing units% Imputed,IMPUTATION OF PLUMBING FACILITIES for Housing units% Not imputed,IMPUTATION OF HEALTH INSURANCE COVERAGE for Civilian noninstitutionalized population,IMPUTATION OF HEALTH INSURANCE COVERAGE for Civilian noninstitutionalized population% One or more health insurance items imputed,IMPUTATION OF HEALTH INSURANCE COVERAGE for Civilian noninstitutionalized population% No health insurance items imputed,IMPUTATION OF PRIVATE HEALTH INSURANCE for Civilian noninstitutionalized population,IMPUTATION OF PRIVATE HEALTH INSURANCE for Civilian noninstitutionalized population% One or more private health insurance items imputed,IMPUTATION OF PRIVATE HEALTH INSURANCE for Civilian noninstitutionalized population% No private health insurance items imputed,IMPUTATION OF PUBLIC HEALTH INSURANCE for Civilian noninstitutionalized population,IMPUTATION OF PUBLIC HEALTH INSURANCE for Civilian noninstitutionalized population% One or more public coverage items imputed,IMPUTATION OF PUBLIC HEALTH INSURANCE for Civilian noninstitutionalized population% No public coverage items imputed,IMPUTATION OF EMPLOYER-BASED HEALTH INSURANCE for Civilian noninstitutionalized population,IMPUTATION OF EMPLOYER-BASED HEALTH INSURANCE for Civilian noninstitutionalized population% Imputed,IMPUTATION OF EMPLOYER-BASED HEALTH INSURANCE for Civilian noninstitutionalized population% Not imputed,IMPUTATION OF DIRECT-PURCHASE HEALTH INSURANCE for Civilian noninstitutionalized population,IMPUTATION OF DIRECT-PURCHASE HEALTH INSURANCE for Civilian noninstitutionalized population% Imputed,IMPUTATION OF DIRECT-PURCHASE HEALTH INSURANCE for Civilian noninstitutionalized population% Not imputed,IMPUTATION OF MEDICARE COVERAGE for Civilian noninstitutionalized population,IMPUTATION OF MEDICARE COVERAGE for Civilian noninstitutionalized population% Imputed,IMPUTATION OF MEDICARE COVERAGE for Civilian noninstitutionalized population% Not imputed,IMPUTATION OF MEDICAID/MEANS-TESTED PUBLIC COVERAGE for Civilian noninstitutionalized population,IMPUTATION OF MEDICAID/MEANS-TESTED PUBLIC COVERAGE for Civilian noninstitutionalized population% Imputed,IMPUTATION OF MEDICAID/MEANS-TESTED PUBLIC COVERAGE for Civilian noninstitutionalized population% Not imputed,IMPUTATION OF TRICARE/MILITARY HEALTH COVERAGE for Civilian noninstitutionalized population,IMPUTATION OF TRICARE/MILITARY HEALTH COVERAGE for Civilian noninstitutionalized population% Imputed,IMPUTATION OF TRICARE/MILITARY HEALTH COVERAGE for Civilian noninstitutionalized population% Not imputed,IMPUTATION OF VA HEALTH CARE for Civilian noninstitutionalized population,IMPUTATION OF VA HEALTH CARE for Civilian noninstitutionalized population% Imputed,IMPUTATION OF VA HEALTH CARE for Civilian noninstitutionalized population% Not imputed,IMPUTATION OF HOUSEHOLD INTERNET ACCESS for Households,IMPUTATION OF HOUSEHOLD INTERNET ACCESS for Households% Imputed,IMPUTATION OF HOUSEHOLD INTERNET ACCESS for Households% Not imputed,IMPUTATION OF HOUSEHOLD COMPUTER TYPE for Households,IMPUTATION OF HOUSEHOLD COMPUTER TYPE for Households% Desktop or laptop:% Imputed,IMPUTATION OF HOUSEHOLD COMPUTER TYPE for Households% Desktop or laptop:% Not imputed,IMPUTATION OF HOUSEHOLD COMPUTER TYPE for Households% Handheld computer:% Imputed,IMPUTATION OF HOUSEHOLD COMPUTER TYPE for Households% Handheld computer:% Not imputed,IMPUTATION OF HOUSEHOLD COMPUTER TYPE for Households% Other computer:% Imputed,IMPUTATION OF HOUSEHOLD COMPUTER TYPE for Households% Other computer:% Not imputed,IMPUTATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE for Households,IMPUTATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE for Households% Imputed:% Dial-up,IMPUTATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE for Households% Imputed:% DSL,"IMPUTATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE for Households% Imputed:% Cable modem, fiber-optic, satellite internet service and some other service",IMPUTATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE for Households% Imputed:% Mobile broadband,IMPUTATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE for Households% Not imputed,Geographic Identifier,Area Name
0,ACSSF,20150.0,dc,0,165,2,112555,85687,25062,60625,26868,7178,19690,112555,32240,80315,27809,3153,24656,309596,10934,298662,309596,14627,294969,309596,89707,219889,281787,6922,274865,309596,12425,297171,309596,8329,301267,660682,104337,556345,660682,98521,562161,660682,98626,562056,660682,81107,579575,660682,85831,574851,660682,74817,585865,660682,86382,574300,660682,91751,568931,660682,91777,568905,281787,5542,276245,281787,1931,279856,3011,278776,3951,277836,281787,7538,7538,7538,50898,228329,04001US11,District of Columbia -- Urban
1,ACSSF,20150.0,dc,0,165,3,112555,85687,25062,60625,26868,7178,19690,112555,32240,80315,27809,3153,24656,309596,10934,298662,309596,14627,294969,309596,89707,219889,281787,6922,274865,309596,12425,297171,309596,8329,301267,660682,104337,556345,660682,98521,562161,660682,98626,562056,660682,81107,579575,660682,85831,574851,660682,74817,585865,660682,86382,574300,660682,91751,568931,660682,91777,568905,281787,5542,276245,281787,1931,279856,3011,278776,3951,277836,281787,7538,7538,7538,50898,228329,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20150.0,dc,0,165,4,112555,85687,25062,60625,26868,7178,19690,112555,32240,80315,27809,3153,24656,309596,10934,298662,309596,14627,294969,309596,89707,219889,281787,6922,274865,309596,12425,297171,309596,8329,301267,660682,104337,556345,660682,98521,562161,660682,98626,562056,660682,81107,579575,660682,85831,574851,660682,74817,585865,660682,86382,574300,660682,91751,568931,660682,91777,568905,281787,5542,276245,281787,1931,279856,3011,278776,3951,277836,281787,7538,7538,7538,50898,228329,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20150.0,dc,0,165,5,112555,85687,25062,60625,26868,7178,19690,112555,32240,80315,27809,3153,24656,309596,10934,298662,309596,14627,294969,309596,89707,219889,281787,6922,274865,309596,12425,297171,309596,8329,301267,660682,104337,556345,660682,98521,562161,660682,98626,562056,660682,81107,579575,660682,85831,574851,660682,74817,585865,660682,86382,574300,660682,91751,568931,660682,91777,568905,281787,5542,276245,281787,1931,279856,3011,278776,3951,277836,281787,7538,7538,7538,50898,228329,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20150.0,dc,0,165,6,112555,85687,25062,60625,26868,7178,19690,112555,32240,80315,27809,3153,24656,309596,10934,298662,309596,14627,294969,309596,89707,219889,281787,6922,274865,309596,12425,297171,309596,8329,301267,660682,104337,556345,660682,98521,562161,660682,98626,562056,660682,81107,579575,660682,85831,574851,660682,74817,585865,660682,86382,574300,660682,91751,568931,660682,91777,568905,281787,5542,276245,281787,1931,279856,3011,278776,3951,277836,281787,7538,7538,7538,50898,228329,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20150.0,dc,0,165,7,112555,85687,25062,60625,26868,7178,19690,112555,32240,80315,27809,3153,24656,309596,10934,298662,309596,14627,294969,309596,89707,219889,281787,6922,274865,309596,12425,297171,309596,8329,301267,660682,104337,556345,660682,98521,562161,660682,98626,562056,660682,81107,579575,660682,85831,574851,660682,74817,585865,660682,86382,574300,660682,91751,568931,660682,91777,568905,281787,5542,276245,281787,1931,279856,3011,278776,3951,277836,281787,7538,7538,7538,50898,228329,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20150.0,dc,0,165,8,112555,85687,25062,60625,26868,7178,19690,112555,32240,80315,27809,3153,24656,309596,10934,298662,309596,14627,294969,309596,89707,219889,281787,6922,274865,309596,12425,297171,309596,8329,301267,660682,104337,556345,660682,98521,562161,660682,98626,562056,660682,81107,579575,660682,85831,574851,660682,74817,585865,660682,86382,574300,660682,91751,568931,660682,91777,568905,281787,5542,276245,281787,1931,279856,3011,278776,3951,277836,281787,7538,7538,7538,50898,228329,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20150.0,dc,0,165,9,112555,85687,25062,60625,26868,7178,19690,112555,32240,80315,27809,3153,24656,309596,10934,298662,309596,14627,294969,309596,89707,219889,281787,6922,274865,309596,12425,297171,309596,8329,301267,660682,104337,556345,660682,98521,562161,660682,98626,562056,660682,81107,579575,660682,85831,574851,660682,74817,585865,660682,86382,574300,660682,91751,568931,660682,91777,568905,281787,5542,276245,281787,1931,279856,3011,278776,3951,277836,281787,7538,7538,7538,50898,228329,50000US1198,"Delegate District (at Large) (114th Congress), District of Columbia"
8,ACSSF,20150.0,dc,0,165,10,25269,18057,5020,13037,7212,1833,5379,25269,6853,18416,3617,112,3505,52062,947,51115,52062,2719,49343,52062,4437,47625,48445,559,47886,52062,1430,50632,52062,765,51297,109459,19412,90047,109459,18371,91088,109459,18040,91419,109459,13907,95552,109459,15380,94079,109459,11735,97724,109459,16541,92918,109459,16949,92510,109459,17332,92127,48445,799,47646,48445,204,48241,280,48165,441,48004,48445,1918,1918,1918,12344,35432,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20150.0,dc,0,165,11,21436,16671,5514,11157,4765,1243,3522,21436,6757,14679,3755,676,3079,51637,1254,50383,51637,2871,48766,51637,11672,39965,47882,1454,46428,51637,1630,50007,51637,1432,50205,122715,22121,100594,122715,21028,101687,122715,21521,101194,122715,17974,104741,122715,18974,103741,122715,17095,105620,122715,18757,103958,122715,20097,102618,122715,19917,102798,47882,1070,46812,47882,290,47592,413,47469,558,47324,47882,1506,1506,1506,8885,38574,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
10,ACSSF,20150.0,dc,0,165,12,24150,18869,4971,13898,5281,1680,3601,24150,6651,17499,5350,1484,3866,51032,2596,48436,51032,1317,49715,51032,14346,36686,45682,1183,44499,51032,2974,48058,51032,2329,48703,110468,19053,91415,110468,18061,92407,110468,18073,92395,110468,14364,96104,110468,16088,94380,110468,13911,96557,110468,16177,94291,110468,16267,94201,110468,16719,93749,45682,985,44697,45682,474,45208,603,45079,801,44881,45682,968,968,968,8196,37182,79500US1100103,"District of Columbia (Northeast) PUMA, District of Columbia"
11,ACSSF,20150.0,dc,0,165,13,17710,12854,5111,7743,4856,1575,3281,17710,6686,11024,7329,736,6593,68900,3414,65486,68900,1524,67376,68900,39977,28923,61571,2971,58600,68900,3479,65421,68900,2264,66636,158996,17020,141976,158996,15630,143366,158996,16134,142862,158996,12468,146528,158996,13716,145280,158996,11637,147359,158996,13321,145675,158996,14593,144403,158996,14261,144735,61571,1469,60102,61571,540,61031,1163,60408,1366,60205,61571,1716,1716,1716,7099,53726,79500US1100104,"District of Columbia (East) PUMA, District of Columbia"
12,ACSSF,20150.0,dc,0,165,14,23990,19236,4446,14790,4754,847,3907,23990,5293,18697,7758,145,7613,85965,2723,83242,85965,6196,79769,85965,19275,66690,78207,755,77452,85965,2912,83053,85965,1539,84426,159044,26731,132313,159044,25431,133613,159044,24858,134186,159044,22394,136650,159044,21673,137371,159044,20439,138605,159044,21586,137458,159044,23845,135199,159044,23548,135496,78207,1219,76988,78207,423,77784,552,77655,785,77422,78207,1430,1430,1430,14374,63415,79500US1100105,"District of Columbia (Central) PUMA, District of Columbia"
13,ACSSF,20150.0,dc,0,165,15,112555,85687,25062,60625,26868,7178,19690,112555,32240,80315,27809,3153,24656,309596,10934,298662,309596,14627,294969,309596,89707,219889,281787,6922,274865,309596,12425,297171,309596,8329,301267,660682,104337,556345,660682,98521,562161,660682,98626,562056,660682,81107,579575,660682,85831,574851,660682,74817,585865,660682,86382,574300,660682,91751,568931,660682,91777,568905,281787,5542,276245,281787,1931,279856,3011,278776,3951,277836,281787,7538,7538,7538,50898,228329,97000US1100030,"District of Columbia Public Schools, District of Columbia"
