,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,People reporting multiple ancestries,People reporting multiple ancestries% Afghan,People reporting multiple ancestries% Albanian,People reporting multiple ancestries% Alsatian,People reporting multiple ancestries% American,People reporting multiple ancestries% Arab:,People reporting multiple ancestries% Arab:% Egyptian,People reporting multiple ancestries% Arab:% Iraqi,People reporting multiple ancestries% Arab:% Jordanian,People reporting multiple ancestries% Arab:% Lebanese,People reporting multiple ancestries% Arab:% Moroccan,People reporting multiple ancestries% Arab:% Palestinian,People reporting multiple ancestries% Arab:% Syrian,People reporting multiple ancestries% Arab:% Arab,People reporting multiple ancestries% Arab:% Other Arab,People reporting multiple ancestries% Armenian,People reporting multiple ancestries% Assyrian/Chaldean/Syriac,People reporting multiple ancestries% Australian,People reporting multiple ancestries% Austrian,People reporting multiple ancestries% Basque,People reporting multiple ancestries% Belgian,People reporting multiple ancestries% Brazilian,People reporting multiple ancestries% British,People reporting multiple ancestries% Bulgarian,People reporting multiple ancestries% Cajun,People reporting multiple ancestries% Canadian,People reporting multiple ancestries% Carpatho Rusyn,People reporting multiple ancestries% Celtic,People reporting multiple ancestries% Croatian,People reporting multiple ancestries% Cypriot,People reporting multiple ancestries% Czech,People reporting multiple ancestries% Czechoslovakian,People reporting multiple ancestries% Danish,People reporting multiple ancestries% Dutch,People reporting multiple ancestries% Eastern European,People reporting multiple ancestries% English,People reporting multiple ancestries% Estonian,People reporting multiple ancestries% European,People reporting multiple ancestries% Finnish,People reporting multiple ancestries% French (except Basque),People reporting multiple ancestries% French Canadian,People reporting multiple ancestries% German,People reporting multiple ancestries% German Russian,People reporting multiple ancestries% Greek,People reporting multiple ancestries% Guyanese,People reporting multiple ancestries% Hungarian,People reporting multiple ancestries% Icelander,People reporting multiple ancestries% Iranian,People reporting multiple ancestries% Irish,People reporting multiple ancestries% Israeli,People reporting multiple ancestries% Italian,People reporting multiple ancestries% Latvian,People reporting multiple ancestries% Lithuanian,People reporting multiple ancestries% Luxemburger,People reporting multiple ancestries% Macedonian,People reporting multiple ancestries% Maltese,People reporting multiple ancestries% New Zealander,People reporting multiple ancestries% Northern European,People reporting multiple ancestries% Norwegian,People reporting multiple ancestries% Pennsylvania German,People reporting multiple ancestries% Polish,People reporting multiple ancestries% Portuguese,People reporting multiple ancestries% Romanian,People reporting multiple ancestries% Russian,People reporting multiple ancestries% Scandinavian,People reporting multiple ancestries% Scotch-Irish,People reporting multiple ancestries% Scottish,People reporting multiple ancestries% Serbian,People reporting multiple ancestries% Slavic,People reporting multiple ancestries% Slovak,People reporting multiple ancestries% Slovene,People reporting multiple ancestries% Soviet Union,People reporting multiple ancestries% Subsaharan African:,People reporting multiple ancestries% Subsaharan African:% Cape Verdean,People reporting multiple ancestries% Subsaharan African:% Ethiopian,People reporting multiple ancestries% Subsaharan African:% Ghanaian,People reporting multiple ancestries% Subsaharan African:% Kenyan,People reporting multiple ancestries% Subsaharan African:% Liberian,People reporting multiple ancestries% Subsaharan African:% Nigerian,People reporting multiple ancestries% Subsaharan African:% Senegalese,People reporting multiple ancestries% Subsaharan African:% Sierra Leonean,People reporting multiple ancestries% Subsaharan African:% Somalian,People reporting multiple ancestries% Subsaharan African:% South African,People reporting multiple ancestries% Subsaharan African:% Sudanese,People reporting multiple ancestries% Subsaharan African:% Ugandan,People reporting multiple ancestries% Subsaharan African:% Zimbabwean,People reporting multiple ancestries% Subsaharan African:% African,People reporting multiple ancestries% Subsaharan African:% Other Subsaharan African,People reporting multiple ancestries% Swedish,People reporting multiple ancestries% Swiss,People reporting multiple ancestries% Turkish,People reporting multiple ancestries% Ukrainian,People reporting multiple ancestries% Welsh,People reporting multiple ancestries% West Indian (except Hispanic groups):,People reporting multiple ancestries% West Indian (except Hispanic groups):% Bahamian,People reporting multiple ancestries% West Indian (except Hispanic groups):% Barbadian,People reporting multiple ancestries% West Indian (except Hispanic groups):% Belizean,People reporting multiple ancestries% West Indian (except Hispanic groups):% Bermudan,People reporting multiple ancestries% West Indian (except Hispanic groups):% British West Indian,People reporting multiple ancestries% West Indian (except Hispanic groups):% Dutch West Indian,People reporting multiple ancestries% West Indian (except Hispanic groups):% Haitian,People reporting multiple ancestries% West Indian (except Hispanic groups):% Jamaican,People reporting multiple ancestries% West Indian (except Hispanic groups):% Trinidadian and Tobagonian,People reporting multiple ancestries% West Indian (except Hispanic groups):% U.S. Virgin Islander,People reporting multiple ancestries% West Indian (except Hispanic groups):% West Indian,People reporting multiple ancestries% West Indian (except Hispanic groups):% Other West Indian,People reporting multiple ancestries% Yugoslavian,People reporting multiple ancestries% Other groups,People reporting multiple ancestries,People reporting multiple ancestries% American,People reporting multiple ancestries% Arab,People reporting multiple ancestries% British,People reporting multiple ancestries% Czech,People reporting multiple ancestries% Danish,People reporting multiple ancestries% Dutch,People reporting multiple ancestries% English,People reporting multiple ancestries% European,People reporting multiple ancestries% French (except Basque),People reporting multiple ancestries% French Canadian,People reporting multiple ancestries% German,People reporting multiple ancestries% Greek,People reporting multiple ancestries% Hungarian,People reporting multiple ancestries% Irish,People reporting multiple ancestries% Italian,People reporting multiple ancestries% Lithuanian,People reporting multiple ancestries% Norwegian,People reporting multiple ancestries% Polish,People reporting multiple ancestries% Portuguese,People reporting multiple ancestries% Russian,People reporting multiple ancestries% Scotch-Irish,People reporting multiple ancestries% Scottish,People reporting multiple ancestries% Slovak,People reporting multiple ancestries% Subsaharan African,People reporting multiple ancestries% Swedish,People reporting multiple ancestries% Swiss,People reporting multiple ancestries% Ukrainian,People reporting multiple ancestries% Welsh,People reporting multiple ancestries% West Indian (except Hispanic groups),People reporting multiple ancestries% Other groups,Geographic Identifier,Area Name
0,ACSSF,20100.0,dc,0,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100033.0,0.0,2354.0,1987.0,723.0,857.0,3052.0,22459.0,1384.0,8548.0,903.0,28744.0,1696.0,2298.0,29594.0,11977.0,1039.0,2206.0,7466.0,868.0,6134.0,2459.0,5180.0,419.0,2906.0,3756.0,1422.0,850.0,2643.0,2133.0,44009.0,04001US11,District of Columbia -- Urban
1,ACSSF,20100.0,dc,0,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100033.0,0.0,2354.0,1987.0,723.0,857.0,3052.0,22459.0,1384.0,8548.0,903.0,28744.0,1696.0,2298.0,29594.0,11977.0,1039.0,2206.0,7466.0,868.0,6134.0,2459.0,5180.0,419.0,2906.0,3756.0,1422.0,850.0,2643.0,2133.0,44009.0,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20100.0,dc,0,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100033.0,0.0,2354.0,1987.0,723.0,857.0,3052.0,22459.0,1384.0,8548.0,903.0,28744.0,1696.0,2298.0,29594.0,11977.0,1039.0,2206.0,7466.0,868.0,6134.0,2459.0,5180.0,419.0,2906.0,3756.0,1422.0,850.0,2643.0,2133.0,44009.0,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20100.0,dc,0,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100033.0,0.0,2354.0,1987.0,723.0,857.0,3052.0,22459.0,1384.0,8548.0,903.0,28744.0,1696.0,2298.0,29594.0,11977.0,1039.0,2206.0,7466.0,868.0,6134.0,2459.0,5180.0,419.0,2906.0,3756.0,1422.0,850.0,2643.0,2133.0,44009.0,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20100.0,dc,0,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100033.0,0.0,2354.0,1987.0,723.0,857.0,3052.0,22459.0,1384.0,8548.0,903.0,28744.0,1696.0,2298.0,29594.0,11977.0,1039.0,2206.0,7466.0,868.0,6134.0,2459.0,5180.0,419.0,2906.0,3756.0,1422.0,850.0,2643.0,2133.0,44009.0,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20100.0,dc,0,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100033.0,0.0,2354.0,1987.0,723.0,857.0,3052.0,22459.0,1384.0,8548.0,903.0,28744.0,1696.0,2298.0,29594.0,11977.0,1039.0,2206.0,7466.0,868.0,6134.0,2459.0,5180.0,419.0,2906.0,3756.0,1422.0,850.0,2643.0,2133.0,44009.0,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20100.0,dc,0,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100033.0,0.0,2354.0,1987.0,723.0,857.0,3052.0,22459.0,1384.0,8548.0,903.0,28744.0,1696.0,2298.0,29594.0,11977.0,1039.0,2206.0,7466.0,868.0,6134.0,2459.0,5180.0,419.0,2906.0,3756.0,1422.0,850.0,2643.0,2133.0,44009.0,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20100.0,dc,0,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100033.0,0.0,2354.0,1987.0,723.0,857.0,3052.0,22459.0,1384.0,8548.0,903.0,28744.0,1696.0,2298.0,29594.0,11977.0,1039.0,2206.0,7466.0,868.0,6134.0,2459.0,5180.0,419.0,2906.0,3756.0,1422.0,850.0,2643.0,2133.0,44009.0,50000US1198,"Delegate District (at Large) (111th Congress), District of Columbia"
8,ACSSF,20100.0,dc,0,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36355.0,0.0,1079.0,966.0,136.0,421.0,1698.0,9492.0,561.0,3476.0,392.0,10814.0,695.0,963.0,11531.0,4754.0,548.0,938.0,3125.0,154.0,2642.0,748.0,2034.0,201.0,62.0,1412.0,751.0,223.0,1214.0,0.0,11680.0,79500US1100101,"PUMA5 00101, District of Columbia"
9,ACSSF,20100.0,dc,0,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12976.0,0.0,63.0,52.0,0.0,93.0,541.0,2788.0,458.0,723.0,166.0,3149.0,157.0,169.0,3750.0,953.0,111.0,381.0,746.0,272.0,805.0,409.0,315.0,44.0,974.0,343.0,136.0,123.0,466.0,338.0,7427.0,79500US1100102,"PUMA5 00102, District of Columbia"
