,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Population 15 years and over in the United States,Population 15 years and over in the United States% % Never married,"Population 15 years and over in the United States% % Now married, except separated",Population 15 years and over in the United States% % Divorced,Population 15 years and over in the United States% % Separated,Population 15 years and over in the United States% % Widowed,Population 15 years and over in the United States% Same house:,Population 15 years and over in the United States% Same house:% Never married,"Population 15 years and over in the United States% Same house:% Now married, except separated",Population 15 years and over in the United States% Same house:% Divorced,Population 15 years and over in the United States% Same house:% Separated,Population 15 years and over in the United States% Same house:% Widowed,Population 15 years and over in the United States% Moved within same county:,Population 15 years and over in the United States% Moved within same county:% Never married,"Population 15 years and over in the United States% Moved within same county:% Now married, except separated",Population 15 years and over in the United States% Moved within same county:% Divorced,Population 15 years and over in the United States% Moved within same county:% Separated,Population 15 years and over in the United States% Moved within same county:% Widowed,Population 15 years and over in the United States% Moved to different county within same state:,Population 15 years and over in the United States% Moved to different county within same state:% Never married,"Population 15 years and over in the United States% Moved to different county within same state:% Now married, except separated",Population 15 years and over in the United States% Moved to different county within same state:% Divorced,Population 15 years and over in the United States% Moved to different county within same state:% Separated,Population 15 years and over in the United States% Moved to different county within same state:% Widowed,Population 15 years and over in the United States% Moved to different state:,Population 15 years and over in the United States% Moved to different state:% Never married,"Population 15 years and over in the United States% Moved to different state:% Now married, except separated",Population 15 years and over in the United States% Moved to different state:% Divorced,Population 15 years and over in the United States% Moved to different state:% Separated,Population 15 years and over in the United States% Moved to different state:% Widowed,Population 15 years and over,Population 15 years and over% % Never married,"Population 15 years and over% % Now married, except separated",Population 15 years and over% % Divorced,Population 15 years and over% % Separated,Population 15 years and over% % Widowed,Population 15 years and over% Same house:,Population 15 years and over% Same house:% Never married,"Population 15 years and over% Same house:% Now married, except separated",Population 15 years and over% Same house:% Divorced,Population 15 years and over% Same house:% Separated,Population 15 years and over% Same house:% Widowed,Population 15 years and over% Moved within same municipio:,Population 15 years and over% Moved within same municipio:% Never married,"Population 15 years and over% Moved within same municipio:% Now married, except separated",Population 15 years and over% Moved within same municipio:% Divorced,Population 15 years and over% Moved within same municipio:% Separated,Population 15 years and over% Moved within same municipio:% Widowed,Population 15 years and over% Moved to different municipio:,Population 15 years and over% Moved to different municipio:% Never married,"Population 15 years and over% Moved to different municipio:% Now married, except separated",Population 15 years and over% Moved to different municipio:% Divorced,Population 15 years and over% Moved to different municipio:% Separated,Population 15 years and over% Moved to different municipio:% Widowed,Population 15 years and over% Moved to the United States:,Population 15 years and over% Moved to the United States:% Never married,"Population 15 years and over% Moved to the United States:% Now married, except separated",Population 15 years and over% Moved to the United States:% Divorced,Population 15 years and over% Moved to the United States:% Separated,Population 15 years and over% Moved to the United States:% Widowed,Population 25 years and over in the United States,Population 25 years and over in the United States% % Less than high school graduate,Population 25 years and over in the United States% % High school graduate (includes equivalency),Population 25 years and over in the United States% % Some college or associate's degree,Population 25 years and over in the United States% % Bachelor's degree,Population 25 years and over in the United States% % Graduate or professional degree,Population 25 years and over in the United States% Same house:,Population 25 years and over in the United States% Same house:% Less than high school graduate,Population 25 years and over in the United States% Same house:% High school graduate (includes equivalency),Population 25 years and over in the United States% Same house:% Some college or associate's degree,Population 25 years and over in the United States% Same house:% Bachelor's degree,Population 25 years and over in the United States% Same house:% Graduate or professional degree,Population 25 years and over in the United States% Moved within same county:,Population 25 years and over in the United States% Moved within same county:% Less than high school graduate,Population 25 years and over in the United States% Moved within same county:% High school graduate (includes equivalency),Population 25 years and over in the United States% Moved within same county:% Some college or associate's degree,Population 25 years and over in the United States% Moved within same county:% Bachelor's degree,Population 25 years and over in the United States% Moved within same county:% Graduate or professional degree,Population 25 years and over in the United States% Moved to different county within same state:,Population 25 years and over in the United States% Moved to different county within same state:% Less than high school graduate,Population 25 years and over in the United States% Moved to different county within same state:% High school graduate (includes equivalency),Population 25 years and over in the United States% Moved to different county within same state:% Some college or associate's degree,Population 25 years and over in the United States% Moved to different county within same state:% Bachelor's degree,Population 25 years and over in the United States% Moved to different county within same state:% Graduate or professional degree,Population 25 years and over in the United States% Moved to different state:,Population 25 years and over in the United States% Moved to different state:% Less than high school graduate,Population 25 years and over in the United States% Moved to different state:% High school graduate (includes equivalency),Population 25 years and over in the United States% Moved to different state:% Some college or associate's degree,Population 25 years and over in the United States% Moved to different state:% Bachelor's degree,Population 25 years and over in the United States% Moved to different state:% Graduate or professional degree,Population 25 years and over,Population 25 years and over% % Less than high school graduate,Population 25 years and over% % High school graduate (includes equivalency),Population 25 years and over% % Some college or associate's degree,Population 25 years and over% % Bachelor's degree,Population 25 years and over% % Graduate or professional degree,Population 25 years and over% Same house:,Population 25 years and over% Same house:% Less than high school graduate,Population 25 years and over% Same house:% High school graduate (includes equivalency),Population 25 years and over% Same house:% Some college or associate's degree,Population 25 years and over% Same house:% Bachelor's degree,Population 25 years and over% Same house:% Graduate or professional degree,Population 25 years and over% Moved within same municipio:,Population 25 years and over% Moved within same municipio:% Less than high school graduate,Population 25 years and over% Moved within same municipio:% High school graduate (includes equivalency),Population 25 years and over% Moved within same municipio:% Some college or associate's degree,Population 25 years and over% Moved within same municipio:% Bachelor's degree,Population 25 years and over% Moved within same municipio:% Graduate or professional degree,Population 25 years and over% Moved to different municipio:,Population 25 years and over% Moved to different municipio:% Less than high school graduate,Population 25 years and over% Moved to different municipio:% High school graduate (includes equivalency),Population 25 years and over% Moved to different municipio:% Some college or associate's degree,Population 25 years and over% Moved to different municipio:% Bachelor's degree,Population 25 years and over% Moved to different municipio:% Graduate or professional degree,Population 25 years and over% Moved to the United States:,Population 25 years and over% Moved to the United States:% Less than high school graduate,Population 25 years and over% Moved to the United States:% High school graduate (includes equivalency),Population 25 years and over% Moved to the United States:% Some college or associate's degree,Population 25 years and over% Moved to the United States:% Bachelor's degree,Population 25 years and over% Moved to the United States:% Graduate or professional degree,Population 15 years and over in the United States,Population 15 years and over in the United States% % No income,Population 15 years and over in the United States% % With income:,"Population 15 years and over in the United States% % With income:% $1 to $9,999 or loss","Population 15 years and over in the United States% % With income:% $10,000 to $14,999","Population 15 years and over in the United States% % With income:% $15,000 to $24,999","Population 15 years and over in the United States% % With income:% $25,000 to $34,999","Population 15 years and over in the United States% % With income:% $35,000 to $49,999","Population 15 years and over in the United States% % With income:% $50,000 to $64,999","Population 15 years and over in the United States% % With income:% $65,000 to $74,999","Population 15 years and over in the United States% % With income:% $75,000 or more",Population 15 years and over in the United States% Same house:,Population 15 years and over in the United States% Same house:% No income,Population 15 years and over in the United States% Same house:% With income:,"Population 15 years and over in the United States% Same house:% With income:% $1 to $9,999 or loss","Population 15 years and over in the United States% Same house:% With income:% $10,000 to $14,999","Population 15 years and over in the United States% Same house:% With income:% $15,000 to $24,999","Population 15 years and over in the United States% Same house:% With income:% $25,000 to $34,999","Population 15 years and over in the United States% Same house:% With income:% $35,000 to $49,999","Population 15 years and over in the United States% Same house:% With income:% $50,000 to $64,999","Population 15 years and over in the United States% Same house:% With income:% $65,000 to $74,999","Population 15 years and over in the United States% Same house:% With income:% $75,000 or more",Population 15 years and over in the United States% Moved within same county:,Population 15 years and over in the United States% Moved within same county:% No income,Population 15 years and over in the United States% Moved within same county:% With income:,"Population 15 years and over in the United States% Moved within same county:% With income:% $1 to $9,999 or loss","Population 15 years and over in the United States% Moved within same county:% With income:% $10,000 to $14,999","Population 15 years and over in the United States% Moved within same county:% With income:% $15,000 to $24,999","Population 15 years and over in the United States% Moved within same county:% With income:% $25,000 to $34,999","Population 15 years and over in the United States% Moved within same county:% With income:% $35,000 to $49,999","Population 15 years and over in the United States% Moved within same county:% With income:% $50,000 to $64,999","Population 15 years and over in the United States% Moved within same county:% With income:% $65,000 to $74,999","Population 15 years and over in the United States% Moved within same county:% With income:% $75,000 or more",Population 15 years and over in the United States% Moved to different county within same state:,Population 15 years and over in the United States% Moved to different county within same state:% No income,Population 15 years and over in the United States% Moved to different county within same state:% With income:,"Population 15 years and over in the United States% Moved to different county within same state:% With income:% $1 to $9,999 or loss","Population 15 years and over in the United States% Moved to different county within same state:% With income:% $10,000 to $14,999","Population 15 years and over in the United States% Moved to different county within same state:% With income:% $15,000 to $24,999","Population 15 years and over in the United States% Moved to different county within same state:% With income:% $25,000 to $34,999","Population 15 years and over in the United States% Moved to different county within same state:% With income:% $35,000 to $49,999","Population 15 years and over in the United States% Moved to different county within same state:% With income:% $50,000 to $64,999","Population 15 years and over in the United States% Moved to different county within same state:% With income:% $65,000 to $74,999","Population 15 years and over in the United States% Moved to different county within same state:% With income:% $75,000 or more",Population 15 years and over in the United States% Moved to different state:,Population 15 years and over in the United States% Moved to different state:% No income,Population 15 years and over in the United States% Moved to different state:% With income:,"Population 15 years and over in the United States% Moved to different state:% With income:% $1 to $9,999 or loss","Population 15 years and over in the United States% Moved to different state:% With income:% $10,000 to $14,999","Population 15 years and over in the United States% Moved to different state:% With income:% $15,000 to $24,999","Population 15 years and over in the United States% Moved to different state:% With income:% $25,000 to $34,999","Population 15 years and over in the United States% Moved to different state:% With income:% $35,000 to $49,999","Population 15 years and over in the United States% Moved to different state:% With income:% $50,000 to $64,999","Population 15 years and over in the United States% Moved to different state:% With income:% $65,000 to $74,999","Population 15 years and over in the United States% Moved to different state:% With income:% $75,000 or more",Population 15 years and over in the United States,Population 15 years and over in the United States% % Never married,"Population 15 years and over in the United States% % Now married, except separated",Population 15 years and over in the United States% % Divorced or separated,Population 15 years and over in the United States% % Widowed,Population 15 years and over in the United States% Same house:,Population 15 years and over in the United States% Same house:% Never married,"Population 15 years and over in the United States% Same house:% Now married, except separated",Population 15 years and over in the United States% Same house:% Divorced or separated,Population 15 years and over in the United States% Same house:% Widowed,Population 15 years and over in the United States% Moved within same county:,Population 15 years and over in the United States% Moved within same county:% Never married,"Population 15 years and over in the United States% Moved within same county:% Now married, except separated",Population 15 years and over in the United States% Moved within same county:% Divorced or separated,Population 15 years and over in the United States% Moved within same county:% Widowed,Population 15 years and over in the United States% Moved to different county within same state:,Population 15 years and over in the United States% Moved to different county within same state:% Never married,"Population 15 years and over in the United States% Moved to different county within same state:% Now married, except separated",Population 15 years and over in the United States% Moved to different county within same state:% Divorced or separated,Population 15 years and over in the United States% Moved to different county within same state:% Widowed,Population 15 years and over in the United States% Moved to different state:,Population 15 years and over in the United States% Moved to different state:% Never married,"Population 15 years and over in the United States% Moved to different state:% Now married, except separated",Population 15 years and over in the United States% Moved to different state:% Divorced or separated,Population 15 years and over in the United States% Moved to different state:% Widowed,Population 15 years and over,Population 15 years and over% % Never married,"Population 15 years and over% % Now married, except separated",Population 15 years and over% % Divorced or separated,Population 15 years and over% % Widowed,Population 15 years and over% Same house:,Population 15 years and over% Same house:% Never married,"Population 15 years and over% Same house:% Now married, except separated",Population 15 years and over% Same house:% Divorced or separated,Population 15 years and over% Same house:% Widowed,Population 15 years and over% Moved within same municipio:,Population 15 years and over% Moved within same municipio:% Never married,"Population 15 years and over% Moved within same municipio:% Now married, except separated",Population 15 years and over% Moved within same municipio:% Divorced  or separated,Population 15 years and over% Moved within same municipio:% Widowed,Population 15 years and over% Moved to different municipio:,Population 15 years and over% Moved to different municipio:% Never married,"Population 15 years and over% Moved to different municipio:% Now married, except separated",Population 15 years and over% Moved to different municipio:% Divorced  or separated,Population 15 years and over% Moved to different municipio:% Widowed,Population 15 years and over% Moved to the United States:,Population 15 years and over% Moved to the United States:% Never married,"Population 15 years and over% Moved to the United States:% Now married, except separated",Population 15 years and over% Moved to the United States:% Divorced  or separated,Population 15 years and over% Moved to the United States:% Widowed,Geographic Identifier,Area Name
0,ACSSF,20120.0,dc,0,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04001US11,District of Columbia -- Urban
1,ACSSF,20120.0,dc,0,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20120.0,dc,0,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20120.0,dc,0,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20120.0,dc,0,31,6,532590.0,296449.0,147102.0,51568.0,12088.0,25383.0,427184.0,225072.0,125451.0,43466.0,9572.0,23623.0,53286.0,39125.0,8823.0,3761.0,908.0,669.0,0.0,0.0,0.0,0.0,0.0,0.0,52120.0,32252.0,12828.0,4341.0,1608.0,1091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441351.0,51851.0,84200.0,77656.0,98235.0,129409.0,366480.0,44928.0,71142.0,64784.0,80906.0,104720.0,37265.0,3996.0,6857.0,5464.0,8459.0,12489.0,0.0,0.0,0.0,0.0,0.0,0.0,37606.0,2927.0,6201.0,7408.0,8870.0,12200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532590.0,65878.0,466712.0,90826.0,33590.0,50399.0,43680.0,58403.0,47408.0,21549.0,120857.0,427184.0,50428.0,376756.0,68274.0,27328.0,42004.0,35470.0,44325.0,38388.0,17124.0,103843.0,53286.0,7103.0,46183.0,12141.0,3195.0,3871.0,4605.0,7262.0,5119.0,1696.0,8294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52120.0,8347.0,43773.0,10411.0,3067.0,4524.0,3605.0,6816.0,3901.0,2729.0,8720.0,532590.0,296449.0,147102.0,63656.0,25383.0,427184.0,225072.0,125451.0,53038.0,23623.0,53286.0,39125.0,8823.0,4669.0,669.0,0.0,0.0,0.0,0.0,0.0,52120.0,32252.0,12828.0,5949.0,1091.0,,,,,,,,,,,,,,,,,,,,,,,,,,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20120.0,dc,0,31,7,532590.0,296449.0,147102.0,51568.0,12088.0,25383.0,427184.0,225072.0,125451.0,43466.0,9572.0,23623.0,53286.0,39125.0,8823.0,3761.0,908.0,669.0,0.0,0.0,0.0,0.0,0.0,0.0,52120.0,32252.0,12828.0,4341.0,1608.0,1091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441351.0,51851.0,84200.0,77656.0,98235.0,129409.0,366480.0,44928.0,71142.0,64784.0,80906.0,104720.0,37265.0,3996.0,6857.0,5464.0,8459.0,12489.0,0.0,0.0,0.0,0.0,0.0,0.0,37606.0,2927.0,6201.0,7408.0,8870.0,12200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532590.0,65878.0,466712.0,90826.0,33590.0,50399.0,43680.0,58403.0,47408.0,21549.0,120857.0,427184.0,50428.0,376756.0,68274.0,27328.0,42004.0,35470.0,44325.0,38388.0,17124.0,103843.0,53286.0,7103.0,46183.0,12141.0,3195.0,3871.0,4605.0,7262.0,5119.0,1696.0,8294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52120.0,8347.0,43773.0,10411.0,3067.0,4524.0,3605.0,6816.0,3901.0,2729.0,8720.0,532590.0,296449.0,147102.0,63656.0,25383.0,427184.0,225072.0,125451.0,53038.0,23623.0,53286.0,39125.0,8823.0,4669.0,669.0,0.0,0.0,0.0,0.0,0.0,52120.0,32252.0,12828.0,5949.0,1091.0,,,,,,,,,,,,,,,,,,,,,,,,,,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20120.0,dc,0,31,8,532590.0,296449.0,147102.0,51568.0,12088.0,25383.0,427184.0,225072.0,125451.0,43466.0,9572.0,23623.0,53286.0,39125.0,8823.0,3761.0,908.0,669.0,0.0,0.0,0.0,0.0,0.0,0.0,52120.0,32252.0,12828.0,4341.0,1608.0,1091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441351.0,51851.0,84200.0,77656.0,98235.0,129409.0,366480.0,44928.0,71142.0,64784.0,80906.0,104720.0,37265.0,3996.0,6857.0,5464.0,8459.0,12489.0,0.0,0.0,0.0,0.0,0.0,0.0,37606.0,2927.0,6201.0,7408.0,8870.0,12200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532590.0,65878.0,466712.0,90826.0,33590.0,50399.0,43680.0,58403.0,47408.0,21549.0,120857.0,427184.0,50428.0,376756.0,68274.0,27328.0,42004.0,35470.0,44325.0,38388.0,17124.0,103843.0,53286.0,7103.0,46183.0,12141.0,3195.0,3871.0,4605.0,7262.0,5119.0,1696.0,8294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52120.0,8347.0,43773.0,10411.0,3067.0,4524.0,3605.0,6816.0,3901.0,2729.0,8720.0,532590.0,296449.0,147102.0,63656.0,25383.0,427184.0,225072.0,125451.0,53038.0,23623.0,53286.0,39125.0,8823.0,4669.0,669.0,0.0,0.0,0.0,0.0,0.0,52120.0,32252.0,12828.0,5949.0,1091.0,,,,,,,,,,,,,,,,,,,,,,,,,,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20120.0,dc,0,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000US1198,"Delegate District (at Large) (113th Congress), District of Columbia"
8,ACSSF,20120.0,dc,0,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20120.0,dc,0,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
10,ACSSF,20120.0,dc,0,31,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100103,"District of Columbia (Northeast) PUMA, District of Columbia"
11,ACSSF,20120.0,dc,0,31,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100104,"District of Columbia (East) PUMA, District of Columbia"
12,ACSSF,20120.0,dc,0,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100105,"District of Columbia (Central) PUMA, District of Columbia"
13,ACSSF,20120.0,dc,0,31,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97000US1100030,"District of Columbia Public Schools, District of Columbia"
