,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Population 16 years and over,Population 16 years and over%Never married:,Population 16 years and over%Never married:%Male:,Population 16 years and over%Never married:%Male:%In labor force:,Population 16 years and over%Never married:%Male:%In labor force:%Employed or in Armed Forces,Population 16 years and over%Never married:%Male:%In labor force:%Unemployed,Population 16 years and over%Never married:%Male:%Not in labor force,Population 16 years and over%Never married:%Female:,Population 16 years and over%Never married:%Female:%In labor force:,Population 16 years and over%Never married:%Female:%In labor force:%Employed or in Armed Forces,Population 16 years and over%Never married:%Female:%In labor force:%Unemployed,Population 16 years and over%Never married:%Female:%Not in labor force,Population 16 years and over%Now married (except separated):,Population 16 years and over%Now married (except separated):%Male:,Population 16 years and over%Now married (except separated):%Male:%In labor force:,Population 16 years and over%Now married (except separated):%Male:%In labor force:%Employed or in Armed Forces,Population 16 years and over%Now married (except separated):%Male:%In labor force:%Unemployed,Population 16 years and over%Now married (except separated):%Male:%Not in labor force,Population 16 years and over%Now married (except separated):%Female:,Population 16 years and over%Now married (except separated):%Female:%In labor force:,Population 16 years and over%Now married (except separated):%Female:%In labor force:%Employed or in Armed Forces,Population 16 years and over%Now married (except separated):%Female:%In labor force:%Unemployed,Population 16 years and over%Now married (except separated):%Female:%Not in labor force,Population 16 years and over%Separated:,Population 16 years and over%Separated:%Male:,Population 16 years and over%Separated:%Male:%In labor force:,Population 16 years and over%Separated:%Male:%In labor force:%Employed or in Armed Forces,Population 16 years and over%Separated:%Male:%In labor force:%Unemployed,Population 16 years and over%Separated:%Male:%Not in labor force,Population 16 years and over%Separated:%Female:,Population 16 years and over%Separated:%Female:%In labor force:,Population 16 years and over%Separated:%Female:%In labor force:%Employed or in Armed Forces,Population 16 years and over%Separated:%Female:%In labor force:%Unemployed,Population 16 years and over%Separated:%Female:%Not in labor force,Population 16 years and over%Widowed:,Population 16 years and over%Widowed:%Male:,Population 16 years and over%Widowed:%Male:%In labor force:,Population 16 years and over%Widowed:%Male:%In labor force:%Employed or in Armed Forces,Population 16 years and over%Widowed:%Male:%In labor force:%Unemployed,Population 16 years and over%Widowed:%Male:%Not in labor force,Population 16 years and over%Widowed:%Female:,Population 16 years and over%Widowed:%Female:%In labor force:,Population 16 years and over%Widowed:%Female:%In labor force:%Employed or in Armed Forces,Population 16 years and over%Widowed:%Female:%In labor force:%Unemployed,Population 16 years and over%Widowed:%Female:%Not in labor force,Population 16 years and over%Divorced:,Population 16 years and over%Divorced:%Male:,Population 16 years and over%Divorced:%Male:%In labor force:,Population 16 years and over%Divorced:%Male:%In labor force:%Employed or in Armed Forces,Population 16 years and over%Divorced:%Male:%In labor force:%Unemployed,Population 16 years and over%Divorced:%Male:%Not in labor force,Population 16 years and over%Divorced:%Female:,Population 16 years and over%Divorced:%Female:%In labor force:,Population 16 years and over%Divorced:%Female:%In labor force:%Employed or in Armed Forces,Population 16 years and over%Divorced:%Female:%In labor force:%Unemployed,Population 16 years and over%Divorced:%Female:%Not in labor force,Population 15 to 54 years,Population 15 to 54 years%Female,White alone population 15 to 54 years,White alone population 15 to 54 years%Female,Black or African American alone population 15 to 54 years,Black or African American alone population 15 to 54 years%Female,American Indian and Alaska Native alone population 15 to 54 years,American Indian and Alaska Native alone population 15 to 54 years%Female,Asian alone population 15 to 54 years,Asian alone population 15 to 54 years%Female,Native Hawaiian and Other Pacific Islander alone population 15 to 54 years,Native Hawaiian and Other Pacific Islander alone population 15 to 54 years%Female,Some other race alone population 15 to 54 years,Some other race alone population 15 to 54 years%Female,Two or more races population 15 to 54 years,Two or more races population 15 to 54 years%Female,"White alone, not Hispanic or Latino population 15 to 54 years","White alone, not Hispanic or Latino population 15 to 54 years%Female",Hispanic or Latino population 15 to 54 years,Hispanic or Latino population 15 to 54 years%Female,Population 15 Years and over,Population 15 Years and over%Male:,Population 15 Years and over%Male:%Never married,Population 15 Years and over%Male:%Ever married:,Population 15 Years and over%Male:%Ever married:%Married last year,Population 15 Years and over%Male:%Ever married:%Not married last year,Population 15 Years and over%Female:,Population 15 Years and over%Female:%Never married,Population 15 Years and over%Female:%Ever married:,Population 15 Years and over%Female:%Ever married:%Married last year,Population 15 Years and over%Female:%Ever married:%Not married last year,Population 15 Years and over,Population 15 Years and over%Male:,Population 15 Years and over%Male:%Never married,Population 15 Years and over%Male:%Ever married:,Population 15 Years and over%Male:%Ever married:%Widowed last year,Population 15 Years and over%Male:%Ever married:%Not widowed last year,Population 15 Years and over%Female:,Population 15 Years and over%Female:%Never married,Population 15 Years and over%Female:%Ever married:,Population 15 Years and over%Female:%Ever married:%Widowed last year,Population 15 Years and over%Female:%Ever married:%Not widowed last year,Population 15 Years and over,Population 15 Years and over%Male:,Population 15 Years and over%Male:%Never married,Population 15 Years and over%Male:%Ever married:,Population 15 Years and over%Male:%Ever married:%Divorced last year,Population 15 Years and over%Male:%Ever married:%Not divorced last year,Population 15 Years and over%Female:,Population 15 Years and over%Female:%Never married,Population 15 Years and over%Female:%Ever married:,Population 15 Years and over%Female:%Ever married:%Divorced last year,Population 15 Years and over%Female:%Ever married:%Not divorced last year,Population 15 Years and Over Who Are Now Married or Separated,Population 15 Years and Over Who Are Now Married or Separated%Male:,"Population 15 Years and Over Who Are Now Married or Separated%Male:%Married, spouse present","Population 15 Years and Over Who Are Now Married or Separated%Male:%Married, spouse absent",Population 15 Years and Over Who Are Now Married or Separated%Male:%Separated,Population 15 Years and Over Who Are Now Married or Separated%Female:,"Population 15 Years and Over Who Are Now Married or Separated%Female:%Married, spouse present","Population 15 Years and Over Who Are Now Married or Separated%Female:%Married, spouse absent",Population 15 Years and Over Who Are Now Married or Separated%Female:%Separated,Population 15 Years and Over,Population 15 Years and Over%Male:,Population 15 Years and Over%Male:%Never married,Population 15 Years and Over%Male:%Ever married:,Population 15 Years and Over%Male:%Ever married:%Once,Population 15 Years and Over%Male:%Ever married:%Two times,Population 15 Years and Over%Male:%Ever married:%Three or more times,Population 15 Years and Over%Female:,Population 15 Years and Over%Female:%Never married,Population 15 Years and Over%Female:%Ever married:,Population 15 Years and Over%Female:%Ever married:%Once,Population 15 Years and Over%Female:%Ever married:%Two times,Population 15 Years and Over%Female:%Ever married:%Three or more times,Geographic Identifier,Area Name
0,ACSSF,20110.0,dc,0,58,2,523073,301047,143538,100428,85507,14921,43110,157509,107251,94594,12657,50258,132073,67050,52445,49369,3076,14605,65023,45706,42352,3354,19317,12519,5417,3816,2917,899,1601,7102,4853,4463,390,2249,27913,6051,1156,1018,138,4895,21862,4665,4154,511,17197,49521,22047,15307,13216,2091,6740,27474,17089,15250,1839,10385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04001US11,District of Columbia -- Urban
1,ACSSF,20110.0,dc,0,58,3,523073,301047,143538,100428,85507,14921,43110,157509,107251,94594,12657,50258,132073,67050,52445,49369,3076,14605,65023,45706,42352,3354,19317,12519,5417,3816,2917,899,1601,7102,4853,4463,390,2249,27913,6051,1156,1018,138,4895,21862,4665,4154,511,17197,49521,22047,15307,13216,2091,6740,27474,17089,15250,1839,10385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20110.0,dc,0,58,4,523073,301047,143538,100428,85507,14921,43110,157509,107251,94594,12657,50258,132073,67050,52445,49369,3076,14605,65023,45706,42352,3354,19317,12519,5417,3816,2917,899,1601,7102,4853,4463,390,2249,27913,6051,1156,1018,138,4895,21862,4665,4154,511,17197,49521,22047,15307,13216,2091,6740,27474,17089,15250,1839,10385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20110.0,dc,0,58,5,523073,301047,143538,100428,85507,14921,43110,157509,107251,94594,12657,50258,132073,67050,52445,49369,3076,14605,65023,45706,42352,3354,19317,12519,5417,3816,2917,899,1601,7102,4853,4463,390,2249,27913,6051,1156,1018,138,4895,21862,4665,4154,511,17197,49521,22047,15307,13216,2091,6740,27474,17089,15250,1839,10385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20110.0,dc,0,58,6,523073,301047,143538,100428,85507,14921,43110,157509,107251,94594,12657,50258,132073,67050,52445,49369,3076,14605,65023,45706,42352,3354,19317,12519,5417,3816,2917,899,1601,7102,4853,4463,390,2249,27913,6051,1156,1018,138,4895,21862,4665,4154,511,17197,49521,22047,15307,13216,2091,6740,27474,17089,15250,1839,10385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20110.0,dc,0,58,7,523073,301047,143538,100428,85507,14921,43110,157509,107251,94594,12657,50258,132073,67050,52445,49369,3076,14605,65023,45706,42352,3354,19317,12519,5417,3816,2917,899,1601,7102,4853,4463,390,2249,27913,6051,1156,1018,138,4895,21862,4665,4154,511,17197,49521,22047,15307,13216,2091,6740,27474,17089,15250,1839,10385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20110.0,dc,0,58,8,523073,301047,143538,100428,85507,14921,43110,157509,107251,94594,12657,50258,132073,67050,52445,49369,3076,14605,65023,45706,42352,3354,19317,12519,5417,3816,2917,899,1601,7102,4853,4463,390,2249,27913,6051,1156,1018,138,4895,21862,4665,4154,511,17197,49521,22047,15307,13216,2091,6740,27474,17089,15250,1839,10385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20110.0,dc,0,58,9,523073,301047,143538,100428,85507,14921,43110,157509,107251,94594,12657,50258,132073,67050,52445,49369,3076,14605,65023,45706,42352,3354,19317,12519,5417,3816,2917,899,1601,7102,4853,4463,390,2249,27913,6051,1156,1018,138,4895,21862,4665,4154,511,17197,49521,22047,15307,13216,2091,6740,27474,17089,15250,1839,10385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000US1198,"Delegate District (at Large) (112th Congress), District of Columbia"
8,ACSSF,20110.0,dc,0,58,10,92823,43625,17578,10488,9478,1010,7090,26047,16081,15577,504,9966,38692,19467,15374,15154,220,4093,19225,12934,12671,263,6291,574,35,35,35,0,0,539,539,539,0,0,3878,425,169,169,0,256,3453,436,347,89,3017,6054,1936,1446,1446,0,490,4118,3061,2902,159,1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100101,"PUMA5 00101, District of Columbia"
9,ACSSF,20110.0,dc,0,58,11,94159,51732,25658,19784,16691,3093,5874,26074,19910,17879,2031,6164,26191,13669,10690,9629,1061,2979,12522,9420,8051,1369,3102,2654,1047,940,889,51,107,1607,1353,1353,0,254,5887,1149,206,138,68,943,4738,1358,1149,209,3380,7695,2768,2217,1907,310,551,4927,3677,3173,504,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100102,"PUMA5 00102, District of Columbia"
10,ACSSF,20110.0,dc,0,58,12,108023,59908,30207,20440,16614,3826,9767,29701,21561,18751,2810,8140,26585,13871,10915,9747,1168,2956,12714,9889,9272,617,2825,3108,1584,989,695,294,595,1524,652,554,98,872,7322,1748,229,229,0,1519,5574,1303,1252,51,4271,11100,4380,2598,2243,355,1782,6720,4289,3751,538,2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100103,"PUMA5 00103, District of Columbia"
