CBSA
10100
10140
10180
10220
10260
10300
10380
10420
10460
10500
10540
10580
10620
10660
10700
10740
10760
10780
10820
10860
10900
10940
10980
11020
11060
11100
11140
11180
11220
11260
11380
11420
11460
11500
11540
11580
11620
11640
11660
11680
11700
11740
11780
11820
11860
11900
11940
11980
12020
12060
12100
12120
12140
12180
12220
12260
12300
12380
12420
12460
12540
12580
12620
12660
12680
12700
12740
12780
12820
12860
12900
12940
12980
13020
13060
13100
13140
13180
13220
13260
13300
13340
13380
13420
13460
13500
13540
13620
13660
13700
13720
13740
13780
13820
13900
13940
13980
14010
14020
14100
14140
14180
14220
14260
14300
14340
14380
14420
14460
14500
14540
14580
14620
14660
14700
14720
14740
14780
14820
14860
15020
15060
15100
15140
15180
15220
15260
15340
15380
15420
15460
15500
15540
15580
15620
15660
15680
15700
15740
15780
15820
15860
15900
15940
15980
16020
16060
16100
16140
16180
16220
16260
16300
16340
16380
16420
16460
16500
16540
16580
16620
16660
16700
16740
16820
16860
16940
16980
17020
17060
17140
17200
17220
17260
17300
17340
17380
17420
17460
17500
17540
17580
17620
17640
17660
17700
17740
17780
17820
17860
17900
17980
18020
18060
18100
18140
18180
18220
18260
18300
18380
18420
18460
18500
18580
18620
18660
18700
18740
18780
18820
18860
18880
18900
18980
19000
19060
19100
19140
19180
19220
19260
19300
19340
19380
19420
19460
19500
19540
19580
19620
19660
19700
19740
19760
19780
19820
19860
19940
19980
20020
20060
20100
20140
20180
20220
20260
20300
20340
20380
20420
20460
20500
20540
20580
20660
20700
20740
20780
20820
20900
20940
20980
21020
21060
21120
21140
21180
21220
21260
21300
21340
21380
21420
21460
21500
21540
21580
21640
21660
21700
21740
21780
21820
21840
21860
21900
21980
22020
22060
22100
22140
22180
22220
22260
22280
22300
22340
22380
22420
22500
22520
22540
22580
22620
22660
22700
22780
22800
22820
22840
22860
22900
23060
23140
23180
23240
23300
23340
23380
23420
23460
23500
23540
23580
23620
23660
23700
23780
23820
23860
23900
23940
23980
24020
24060
24100
24140
24220
24260
24300
24330
24340
24380
24420
24460
24500
24540
24580
24620
24640
24660
24700
24740
24780
24820
24860
24900
24940
24980
25020
25060
25100
25180
25200
25220
25260
25300
25420
25460
25500
25540
25580
25620
25700
25720
25740
25760
25780
25820
25840
25860
25880
25900
25940
25980
26020
26090
26140
26220
26260
26300
26340
26380
26420
26460
26500
26540
26580
26620
26660
26700
26740
26780
26820
26860
26900
26940
26960
26980
27020
27060
27100
27140
27160
27180
27220
27260
27300
27340
27380
27420
27460
27500
27540
27580
27600
27620
27660
27700
27740
27780
27860
27900
27920
27940
27980
28020
28060
28100
28140
28180
28260
28300
28340
28380
28420
28500
28540
28580
28620
28660
28700
28740
28780
28820
28860
28900
28940
29020
29060
29100
29180
29200
29260
29300
29340
29380
29420
29460
29500
29540
29620
29660
29700
29740
29780
29820
29860
29900
29940
29980
30020
30060
30140
30220
30260
30280
30300
30340
30380
30420
30460
30580
30620
30660
30700
30780
30820
30860
30880
30900
30940
30980
31020
31060
31080
31140
31180
31220
31260
31300
31340
31380
31420
31460
31500
31540
31580
31620
31660
31680
31700
31740
31820
31860
31900
31930
31940
31980
32000
32020
32100
32140
32180
32220
32260
32280
32300
32340
32380
32420
32460
32500
32540
32580
32620
32660
32700
32740
32780
32820
32860
32900
32940
32980
33020
33060
33100
33140
33180
33220
33260
33300
33340
33420
33460
33500
33540
33580
33620
33660
33700
33740
33780
33860
33940
33980
34020
34060
34100
34140
34180
34220
34260
34300
34340
34380
34420
34460
34500
34540
34580
34620
34660
34700
34740
34780
34820
34860
34900
34940
34980
35020
35060
35100
35140
35220
35260
35300
35380
35420
35440
35460
35500
35580
35620
35660
35700
35740
35820
35840
35860
35900
35940
35980
36020
36100
36140
36220
36260
36300
36340
36380
36420
36460
36500
36540
36580
36620
36660
36700
36740
36780
36820
36830
36840
36860
36900
36940
36980
37020
37060
37080
37100
37120
37140
37220
37260
37300
37340
37420
37460
37500
37540
37580
37620
37660
37740
37780
37800
37860
37900
37940
37980
38060
38100
38180
38220
38240
38260
38300
38340
38380
38420
38460
38500
38540
38580
38620
38660
38700
38740
38780
38820
38840
38860
38900
38920
38940
39020
39060
39140
39220
39260
39300
39340
39380
39420
39460
39500
39540
39580
39660
39700
39740
39780
39820
39860
39900
39940
39980
40060
40080
40100
40140
40180
40220
40260
40300
40340
40380
40420
40460
40540
40580
40620
40660
40700
40740
40760
40780
40820
40860
40900
40940
40980
41060
41100
41140
41180
41220
41260
41400
41420
41460
41500
41540
41620
41660
41700
41740
41760
41780
41820
41860
41900
41940
41980
42020
42100
42140
42180
42200
42220
42300
42340
42380
42420
42460
42540
42620
42660
42680
42700
42740
42780
42820
42860
42900
42940
42980
43020
43060
43100
43140
43180
43220
43260
43300
43320
43340
43380
43420
43460
43500
43580
43620
43660
43700
43740
43760
43780
43900
43940
43980
44020
44060
44100
44140
44180
44220
44260
44300
44340
44420
44460
44500
44540
44580
44620
44660
44700
44740
44780
44860
44900
44920
44940
44980
45000
45020
45060
45140
45180
45220
45300
45340
45380
45460
45500
45520
45540
45580
45620
45660
45700
45740
45780
45820
45860
45900
45940
45980
46020
46060
46100
46140
46180
46220
46300
46340
46380
46460
46500
46520
46540
46620
46660
46700
46740
46780
46820
46860
46900
46980
47020
47080
47180
47220
47240
47260
47300
47340
47380
47420
47460
47540
47580
47620
47660
47700
47780
47820
47900
47920
47940
47980
48020
48060
48100
48140
48180
48220
48260
48300
48460
48500
48540
48580
48620
48660
48700
48780
48820
48900
48940
48980
49020
49080
49100
49180
49220
49260
49300
49340
49380
49420
49460
49620
49660
49700
49740
49780
49820
